#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   323   0.355365E+04   0.121720E+03   0.199031E-04   0.121720E+03   0.122189E+02   0.102103E-05   0.199031E-04   0.102103E-05   0.312415E-07
   324   0.352074E+04   0.121475E+03   0.196852E-04   0.121475E+03   0.124081E+02   0.102819E-05   0.196852E-04   0.102819E-05   0.311158E-07
   325   0.348797E+04   0.121208E+03   0.194673E-04   0.121208E+03   0.125949E+02   0.103519E-05   0.194673E-04   0.103519E-05   0.309909E-07
   326   0.345521E+04   0.120889E+03   0.192493E-04   0.120889E+03   0.127838E+02   0.104203E-05   0.192493E-04   0.104203E-05   0.308666E-07
   327   0.342259E+04   0.120540E+03   0.190313E-04   0.120540E+03   0.129725E+02   0.104871E-05   0.190313E-04   0.104871E-05   0.307432E-07
   328   0.339012E+04   0.120161E+03   0.188133E-04   0.120161E+03   0.131602E+02   0.105522E-05   0.188133E-04   0.105522E-05   0.306204E-07
   329   0.335772E+04   0.119737E+03   0.185951E-04   0.119737E+03   0.133485E+02   0.106155E-05   0.185951E-04   0.106155E-05   0.304983E-07
   330   0.332547E+04   0.119276E+03   0.183768E-04   0.119276E+03   0.135360E+02   0.106771E-05   0.183768E-04   0.106771E-05   0.303770E-07
   331   0.329344E+04   0.118784E+03   0.181584E-04   0.118784E+03   0.137232E+02   0.107369E-05   0.181584E-04   0.107369E-05   0.302564E-07
   332   0.326148E+04   0.118262E+03   0.179398E-04   0.118262E+03   0.139111E+02   0.107948E-05   0.179398E-04   0.107948E-05   0.301364E-07
   333   0.322968E+04   0.117701E+03   0.177209E-04   0.117701E+03   0.140981E+02   0.108508E-05   0.177209E-04   0.108508E-05   0.300172E-07
   334   0.319809E+04   0.117102E+03   0.175018E-04   0.117102E+03   0.142850E+02   0.109048E-05   0.175018E-04   0.109048E-05   0.298986E-07
   335   0.316658E+04   0.116465E+03   0.172825E-04   0.116465E+03   0.144703E+02   0.109568E-05   0.172825E-04   0.109568E-05   0.297807E-07
   336   0.313529E+04   0.115797E+03   0.170629E-04   0.115797E+03   0.146554E+02   0.110068E-05   0.170629E-04   0.110068E-05   0.296635E-07
   337   0.310422E+04   0.115083E+03   0.168429E-04   0.115083E+03   0.148405E+02   0.110546E-05   0.168429E-04   0.110546E-05   0.295470E-07
   338   0.307330E+04   0.114345E+03   0.166226E-04   0.114345E+03   0.150240E+02   0.111004E-05   0.166226E-04   0.111004E-05   0.294311E-07
   339   0.304268E+04   0.113568E+03   0.164019E-04   0.113568E+03   0.152081E+02   0.111439E-05   0.164019E-04   0.111439E-05   0.293158E-07
   340   0.301220E+04   0.112766E+03   0.161808E-04   0.112766E+03   0.153907E+02   0.111851E-05   0.161808E-04   0.111851E-05   0.292012E-07
   341   0.298187E+04   0.111918E+03   0.159593E-04   0.111918E+03   0.155717E+02   0.112241E-05   0.159593E-04   0.112241E-05   0.290873E-07
   342   0.295184E+04   0.111038E+03   0.157373E-04   0.111038E+03   0.157535E+02   0.112608E-05   0.157373E-04   0.112608E-05   0.289740E-07
   343   0.292203E+04   0.110125E+03   0.155148E-04   0.110125E+03   0.159329E+02   0.112951E-05   0.155148E-04   0.112951E-05   0.288613E-07
   344   0.289252E+04   0.109180E+03   0.152918E-04   0.109180E+03   0.161115E+02   0.113269E-05   0.152918E-04   0.113269E-05   0.287492E-07
   345   0.286316E+04   0.108203E+03   0.150682E-04   0.108203E+03   0.162886E+02   0.113563E-05   0.150682E-04   0.113563E-05   0.286377E-07
   346   0.283409E+04   0.107201E+03   0.148441E-04   0.107201E+03   0.164657E+02   0.113831E-05   0.148441E-04   0.113831E-05   0.285269E-07
   347   0.280524E+04   0.106158E+03   0.146194E-04   0.106158E+03   0.166406E+02   0.114074E-05   0.146194E-04   0.114074E-05   0.284166E-07
   348   0.277670E+04   0.105083E+03   0.143941E-04   0.105083E+03   0.168139E+02   0.114291E-05   0.143941E-04   0.114291E-05   0.283070E-07
   349   0.274837E+04   0.103974E+03   0.141681E-04   0.103974E+03   0.169865E+02   0.114481E-05   0.141681E-04   0.114481E-05   0.281979E-07
   350   0.272034E+04   0.102840E+03   0.139414E-04   0.102840E+03   0.171569E+02   0.114644E-05   0.139414E-04   0.114644E-05   0.280894E-07
   351   0.269276E+04   0.101672E+03   0.137140E-04   0.101672E+03   0.173266E+02   0.114780E-05   0.137140E-04   0.114780E-05   0.279815E-07
   352   0.266525E+04   0.100471E+03   0.134860E-04   0.100471E+03   0.174947E+02   0.114890E-05   0.134860E-04   0.114890E-05   0.278742E-07
   353   0.263812E+04   0.992515E+02   0.132573E-04   0.992515E+02   0.176606E+02   0.114975E-05   0.132573E-04   0.114975E-05   0.277674E-07
   354   0.261122E+04   0.979905E+02   0.130282E-04   0.979905E+02   0.178251E+02   0.115039E-05   0.130282E-04   0.115039E-05   0.276612E-07
   355   0.258469E+04   0.967031E+02   0.127986E-04   0.967031E+02   0.179879E+02   0.115081E-05   0.127986E-04   0.115081E-05   0.275555E-07
   356   0.255847E+04   0.953967E+02   0.125686E-04   0.953967E+02   0.181493E+02   0.115104E-05   0.125686E-04   0.115104E-05   0.274504E-07
   357   0.253255E+04   0.940562E+02   0.123383E-04   0.940562E+02   0.183084E+02   0.115109E-05   0.123383E-04   0.115109E-05   0.273459E-07
   358   0.250702E+04   0.926965E+02   0.121077E-04   0.926965E+02   0.184644E+02   0.115099E-05   0.121077E-04   0.115099E-05   0.272419E-07
   359   0.248172E+04   0.913024E+02   0.118770E-04   0.913024E+02   0.186189E+02   0.115074E-05   0.118770E-04   0.115074E-05   0.271384E-07
   360   0.245681E+04   0.898852E+02   0.116461E-04   0.898852E+02   0.187718E+02   0.115036E-05   0.116461E-04   0.115036E-05   0.270355E-07
   361   0.243221E+04   0.884401E+02   0.114151E-04   0.884401E+02   0.189224E+02   0.114988E-05   0.114151E-04   0.114988E-05   0.269331E-07
   362   0.240801E+04   0.869701E+02   0.111841E-04   0.869701E+02   0.190706E+02   0.114930E-05   0.111841E-04   0.114930E-05   0.268313E-07
   363   0.238411E+04   0.854773E+02   0.109532E-04   0.854773E+02   0.192172E+02   0.114864E-05   0.109532E-04   0.114864E-05   0.267300E-07
   364   0.236061E+04   0.839578E+02   0.107223E-04   0.839578E+02   0.193599E+02   0.114792E-05   0.107223E-04   0.114792E-05   0.266292E-07
   365   0.233743E+04   0.824174E+02   0.104917E-04   0.824174E+02   0.195011E+02   0.114716E-05   0.104917E-04   0.114716E-05   0.265290E-07
   366   0.231465E+04   0.808532E+02   0.102613E-04   0.808532E+02   0.196398E+02   0.114637E-05   0.102613E-04   0.114637E-05   0.264292E-07
   367   0.229226E+04   0.792672E+02   0.100313E-04   0.792672E+02   0.197746E+02   0.114558E-05   0.100313E-04   0.114558E-05   0.263300E-07
   368   0.227013E+04   0.776607E+02   0.980158E-05   0.776607E+02   0.199078E+02   0.114478E-05   0.980158E-05   0.114478E-05   0.262313E-07
   369   0.224854E+04   0.760315E+02   0.957233E-05   0.760315E+02   0.200386E+02   0.114401E-05   0.957233E-05   0.114401E-05   0.261331E-07
   370   0.222728E+04   0.743846E+02   0.934359E-05   0.743846E+02   0.201661E+02   0.114328E-05   0.934359E-05   0.114328E-05   0.260354E-07
   371   0.220635E+04   0.727162E+02   0.911541E-05   0.727162E+02   0.202905E+02   0.114260E-05   0.911541E-05   0.114260E-05   0.259382E-07
   372   0.218583E+04   0.710307E+02   0.888787E-05   0.710307E+02   0.204124E+02   0.114200E-05   0.888787E-05   0.114200E-05   0.258416E-07
   373   0.216571E+04   0.693249E+02   0.866103E-05   0.693249E+02   0.205311E+02   0.114148E-05   0.866103E-05   0.114148E-05   0.257454E-07
   374   0.214601E+04   0.676024E+02   0.843495E-05   0.676024E+02   0.206474E+02   0.114107E-05   0.843495E-05   0.114107E-05   0.256497E-07
   375   0.212664E+04   0.658632E+02   0.820969E-05   0.658632E+02   0.207603E+02   0.114078E-05   0.820969E-05   0.114078E-05   0.255545E-07
   376   0.210775E+04   0.641071E+02   0.798532E-05   0.641071E+02   0.208708E+02   0.114062E-05   0.798532E-05   0.114062E-05   0.254597E-07
   377   0.208928E+04   0.623371E+02   0.776191E-05   0.623371E+02   0.209773E+02   0.114063E-05   0.776191E-05   0.114063E-05   0.253655E-07
   378   0.207115E+04   0.605499E+02   0.753951E-05   0.605499E+02   0.210805E+02   0.114080E-05   0.753951E-05   0.114080E-05   0.252717E-07
   379   0.205344E+04   0.587500E+02   0.731820E-05   0.587500E+02   0.211812E+02   0.114116E-05   0.731820E-05   0.114116E-05   0.251784E-07
   380   0.203622E+04   0.569350E+02   0.709803E-05   0.569350E+02   0.212793E+02   0.114172E-05   0.709803E-05   0.114172E-05   0.250856E-07
   381   0.201935E+04   0.551077E+02   0.687907E-05   0.551077E+02   0.213711E+02   0.114251E-05   0.687907E-05   0.114251E-05   0.249933E-07
   382   0.200282E+04   0.532689E+02   0.666138E-05   0.532689E+02   0.214619E+02   0.114353E-05   0.666138E-05   0.114353E-05   0.249014E-07
   383   0.198679E+04   0.514168E+02   0.644503E-05   0.514168E+02   0.215485E+02   0.114480E-05   0.644503E-05   0.114480E-05   0.248099E-07
   384   0.197126E+04   0.495552E+02   0.623009E-05   0.495552E+02   0.216311E+02   0.114635E-05   0.623009E-05   0.114635E-05   0.247190E-07
   385   0.195601E+04   0.476823E+02   0.601661E-05   0.476823E+02   0.217118E+02   0.114818E-05   0.601661E-05   0.114818E-05   0.246285E-07
   386   0.194127E+04   0.458004E+02   0.580465E-05   0.458004E+02   0.217884E+02   0.115031E-05   0.580465E-05   0.115031E-05   0.245384E-07
   387   0.192687E+04   0.439093E+02   0.559430E-05   0.439093E+02   0.218609E+02   0.115277E-05   0.559430E-05   0.115277E-05   0.244488E-07
   388   0.191291E+04   0.420103E+02   0.538560E-05   0.420103E+02   0.219300E+02   0.115556E-05   0.538560E-05   0.115556E-05   0.243596E-07
   389   0.189939E+04   0.401034E+02   0.517862E-05   0.401034E+02   0.219935E+02   0.115870E-05   0.517862E-05   0.115870E-05   0.242708E-07
   390   0.188630E+04   0.381907E+02   0.497343E-05   0.381907E+02   0.220566E+02   0.116221E-05   0.497343E-05   0.116221E-05   0.241825E-07
   391   0.187364E+04   0.362706E+02   0.477009E-05   0.362706E+02   0.221147E+02   0.116611E-05   0.477009E-05   0.116611E-05   0.240946E-07
   392   0.186135E+04   0.343459E+02   0.456866E-05   0.343459E+02   0.221709E+02   0.117041E-05   0.456866E-05   0.117041E-05   0.240072E-07
   393   0.184958E+04   0.324158E+02   0.436921E-05   0.324158E+02   0.222221E+02   0.117513E-05   0.436921E-05   0.117513E-05   0.239202E-07
   394   0.183817E+04   0.304824E+02   0.417181E-05   0.304824E+02   0.222699E+02   0.118029E-05   0.417181E-05   0.118029E-05   0.238336E-07
   395   0.182713E+04   0.285441E+02   0.397651E-05   0.285441E+02   0.223135E+02   0.118589E-05   0.397651E-05   0.118589E-05   0.237474E-07
   396   0.181661E+04   0.266044E+02   0.378338E-05   0.266044E+02   0.223536E+02   0.119197E-05   0.378338E-05   0.119197E-05   0.236616E-07
   397   0.180638E+04   0.246617E+02   0.359248E-05   0.246617E+02   0.223902E+02   0.119853E-05   0.359248E-05   0.119853E-05   0.235762E-07
   398   0.179668E+04   0.227174E+02   0.340389E-05   0.227174E+02   0.224225E+02   0.120559E-05   0.340389E-05   0.120559E-05   0.234913E-07
   399   0.178736E+04   0.207722E+02   0.321765E-05   0.207722E+02   0.224514E+02   0.121317E-05   0.321765E-05   0.121317E-05   0.234067E-07
   400   0.177841E+04   0.188268E+02   0.303384E-05   0.188268E+02   0.224767E+02   0.122128E-05   0.303384E-05   0.122128E-05   0.233226E-07
   401   0.176992E+04   0.168818E+02   0.285251E-05   0.168818E+02   0.224977E+02   0.122994E-05   0.285251E-05   0.122994E-05   0.232388E-07
   402   0.176188E+04   0.149381E+02   0.267361E-05   0.149381E+02   0.225145E+02   0.123912E-05   0.267361E-05   0.123912E-05   0.231554E-07
   403   0.175422E+04   0.129965E+02   0.249708E-05   0.129965E+02   0.225283E+02   0.124879E-05   0.249708E-05   0.124879E-05   0.230725E-07
   404   0.174694E+04   0.110586E+02   0.232287E-05   0.110586E+02   0.225379E+02   0.125893E-05   0.232287E-05   0.125893E-05   0.229899E-07
   405   0.174013E+04   0.912366E+01   0.215093E-05   0.912366E+01   0.225430E+02   0.126951E-05   0.215093E-05   0.126951E-05   0.229077E-07
   406   0.173362E+04   0.719401E+01   0.198120E-05   0.719401E+01   0.225452E+02   0.128049E-05   0.198120E-05   0.128049E-05   0.228259E-07
   407   0.172758E+04   0.526825E+01   0.181361E-05   0.526825E+01   0.225430E+02   0.129186E-05   0.181361E-05   0.129186E-05   0.227445E-07
   408   0.172193E+04   0.335095E+01   0.164812E-05   0.335095E+01   0.225370E+02   0.130358E-05   0.164812E-05   0.130358E-05   0.226634E-07
   409   0.171674E+04   0.143996E+01   0.148467E-05   0.143996E+01   0.225280E+02   0.131561E-05   0.148467E-05   0.131561E-05   0.225828E-07
   410   0.171187E+04  -0.463872E+00   0.132319E-05  -0.463872E+00   0.225138E+02   0.132795E-05   0.132319E-05   0.132795E-05   0.225025E-07
   411   0.170747E+04  -0.235823E+01   0.116364E-05  -0.235823E+01   0.224966E+02   0.134055E-05   0.116364E-05   0.134055E-05   0.224226E-07
   412   0.170339E+04  -0.424377E+01   0.100596E-05  -0.424377E+01   0.224755E+02   0.135339E-05   0.100596E-05   0.135339E-05   0.223430E-07
   413   0.169971E+04  -0.611889E+01   0.850081E-06  -0.611889E+01   0.224505E+02   0.136643E-05   0.850081E-06   0.136643E-05   0.222639E-07
   414   0.169635E+04  -0.798352E+01   0.695958E-06  -0.798352E+01   0.224217E+02   0.137966E-05   0.695958E-06   0.137966E-05   0.221851E-07
   415   0.169346E+04  -0.983533E+01   0.543531E-06  -0.983533E+01   0.223897E+02   0.139304E-05   0.543531E-06   0.139304E-05   0.221067E-07
   416   0.169090E+04  -0.116757E+02   0.392743E-06  -0.116757E+02   0.223531E+02   0.140654E-05   0.392743E-06   0.140654E-05   0.220286E-07
   417   0.168867E+04  -0.135038E+02   0.243538E-06  -0.135038E+02   0.223132E+02   0.142014E-05   0.243538E-06   0.142014E-05   0.219509E-07
   418   0.168685E+04  -0.153166E+02   0.958584E-07  -0.153166E+02   0.222679E+02   0.143380E-05   0.958584E-07   0.143380E-05   0.218736E-07
   419   0.168543E+04  -0.171147E+02  -0.503522E-07  -0.171147E+02   0.222200E+02   0.144751E-05  -0.503522E-07   0.144751E-05   0.217966E-07
   420   0.168434E+04  -0.188980E+02  -0.195151E-06  -0.188980E+02   0.221689E+02   0.146122E-05  -0.195151E-06   0.146122E-05   0.217200E-07
   421   0.168366E+04  -0.206650E+02  -0.338594E-06  -0.206650E+02   0.221137E+02   0.147491E-05  -0.338594E-06   0.147491E-05   0.216438E-07
   422   0.168332E+04  -0.224163E+02  -0.480738E-06  -0.224163E+02   0.220544E+02   0.148856E-05  -0.480738E-06   0.148856E-05   0.215679E-07
   423   0.168324E+04  -0.241495E+02  -0.621641E-06  -0.241495E+02   0.219910E+02   0.150213E-05  -0.621641E-06   0.150213E-05   0.214923E-07
   424   0.168350E+04  -0.258654E+02  -0.761358E-06  -0.258654E+02   0.219242E+02   0.151559E-05  -0.761358E-06   0.151559E-05   0.214172E-07
   425   0.168418E+04  -0.275615E+02  -0.899947E-06  -0.275615E+02   0.218533E+02   0.152892E-05  -0.899947E-06   0.152892E-05   0.213423E-07
   426   0.168519E+04  -0.292386E+02  -0.103746E-05  -0.292386E+02   0.217796E+02   0.154209E-05  -0.103746E-05   0.154209E-05   0.212678E-07
   427   0.168648E+04  -0.308973E+02  -0.117397E-05  -0.308973E+02   0.217018E+02   0.155507E-05  -0.117397E-05   0.155507E-05   0.211937E-07
   428   0.168811E+04  -0.325338E+02  -0.130951E-05  -0.325338E+02   0.216204E+02   0.156783E-05  -0.130951E-05   0.156783E-05   0.211199E-07
   429   0.169001E+04  -0.341495E+02  -0.144415E-05  -0.341495E+02   0.215355E+02   0.158035E-05  -0.144415E-05   0.158035E-05   0.210464E-07
   430   0.169234E+04  -0.357442E+02  -0.157795E-05  -0.357442E+02   0.214478E+02   0.159259E-05  -0.157795E-05   0.159259E-05   0.209733E-07
   431   0.169494E+04  -0.373165E+02  -0.171096E-05  -0.373165E+02   0.213558E+02   0.160452E-05  -0.171096E-05   0.160452E-05   0.209005E-07
   432   0.169774E+04  -0.388669E+02  -0.184324E-05  -0.388669E+02   0.212602E+02   0.161612E-05  -0.184324E-05   0.161612E-05   0.208281E-07
   433   0.170097E+04  -0.403924E+02  -0.197485E-05  -0.403924E+02   0.211625E+02   0.162737E-05  -0.197485E-05   0.162737E-05   0.207560E-07
   434   0.170441E+04  -0.418959E+02  -0.210584E-05  -0.418959E+02   0.210603E+02   0.163822E-05  -0.210584E-05   0.163822E-05   0.206842E-07
   435   0.170813E+04  -0.433750E+02  -0.223627E-05  -0.433750E+02   0.209560E+02   0.164865E-05  -0.223627E-05   0.164865E-05   0.206128E-07
   436   0.171220E+04  -0.448297E+02  -0.236619E-05  -0.448297E+02   0.208480E+02   0.165864E-05  -0.236619E-05   0.165864E-05   0.205417E-07
   437   0.171656E+04  -0.462584E+02  -0.249567E-05  -0.462584E+02   0.207362E+02   0.166815E-05  -0.249567E-05   0.166815E-05   0.204709E-07
   438   0.172113E+04  -0.476609E+02  -0.262475E-05  -0.476609E+02   0.206214E+02   0.167716E-05  -0.262475E-05   0.167716E-05   0.204004E-07
   439   0.172606E+04  -0.490387E+02  -0.275350E-05  -0.490387E+02   0.205043E+02   0.168564E-05  -0.275350E-05   0.168564E-05   0.203303E-07
   440   0.173120E+04  -0.503887E+02  -0.288198E-05  -0.503887E+02   0.203834E+02   0.169355E-05  -0.288198E-05   0.169355E-05   0.202604E-07
   441   0.173664E+04  -0.517131E+02  -0.301023E-05  -0.517131E+02   0.202595E+02   0.170088E-05  -0.301023E-05   0.170088E-05   0.201909E-07
   442   0.174222E+04  -0.530094E+02  -0.313833E-05  -0.530094E+02   0.201324E+02   0.170759E-05  -0.313833E-05   0.170759E-05   0.201218E-07
   443   0.174816E+04  -0.542785E+02  -0.326631E-05  -0.542785E+02   0.200029E+02   0.171365E-05  -0.326631E-05   0.171365E-05   0.200529E-07
   444   0.175433E+04  -0.555186E+02  -0.339425E-05  -0.555186E+02   0.198709E+02   0.171904E-05  -0.339425E-05   0.171904E-05   0.199843E-07
   445   0.176072E+04  -0.567305E+02  -0.352219E-05  -0.567305E+02   0.197343E+02   0.172372E-05  -0.352219E-05   0.172372E-05   0.199161E-07
   446   0.176726E+04  -0.579125E+02  -0.365019E-05  -0.579125E+02   0.195967E+02   0.172768E-05  -0.365019E-05   0.172768E-05   0.198481E-07
   447   0.177409E+04  -0.590668E+02  -0.377832E-05  -0.590668E+02   0.194566E+02   0.173087E-05  -0.377832E-05   0.173087E-05   0.197805E-07
   448   0.178108E+04  -0.601919E+02  -0.390662E-05  -0.601919E+02   0.193125E+02   0.173328E-05  -0.390662E-05   0.173328E-05   0.197132E-07
   449   0.178837E+04  -0.612860E+02  -0.403516E-05  -0.612860E+02   0.191666E+02   0.173487E-05  -0.403516E-05   0.173487E-05   0.196462E-07
   450   0.179590E+04  -0.623515E+02  -0.416399E-05  -0.623515E+02   0.190188E+02   0.173561E-05  -0.416399E-05   0.173561E-05   0.195795E-07
   451   0.180357E+04  -0.633858E+02  -0.429314E-05  -0.633858E+02   0.188677E+02   0.173549E-05  -0.429314E-05   0.173549E-05   0.195130E-07
   452   0.181141E+04  -0.643911E+02  -0.442251E-05  -0.643911E+02   0.187147E+02   0.173451E-05  -0.442251E-05   0.173451E-05   0.194469E-07
   453   0.181954E+04  -0.653649E+02  -0.455199E-05  -0.653649E+02   0.185598E+02   0.173270E-05  -0.455199E-05   0.173270E-05   0.193811E-07
   454   0.182777E+04  -0.663085E+02  -0.468146E-05  -0.663085E+02   0.184023E+02   0.173008E-05  -0.468146E-05   0.173008E-05   0.193156E-07
   455   0.183614E+04  -0.672215E+02  -0.481080E-05  -0.672215E+02   0.182429E+02   0.172667E-05  -0.481080E-05   0.172667E-05   0.192503E-07
   456   0.184482E+04  -0.680971E+02  -0.493989E-05  -0.680971E+02   0.180808E+02   0.172250E-05  -0.493989E-05   0.172250E-05   0.191854E-07
   457   0.185351E+04  -0.689492E+02  -0.506860E-05  -0.689492E+02   0.179176E+02   0.171757E-05  -0.506860E-05   0.171757E-05   0.191208E-07
   458   0.186243E+04  -0.697590E+02  -0.519683E-05  -0.697590E+02   0.177524E+02   0.171192E-05  -0.519683E-05   0.171192E-05   0.190564E-07
   459   0.187151E+04  -0.705418E+02  -0.532444E-05  -0.705418E+02   0.175860E+02   0.170557E-05  -0.532444E-05   0.170557E-05   0.189923E-07
   460   0.188074E+04  -0.712915E+02  -0.545132E-05  -0.712915E+02   0.174170E+02   0.169853E-05  -0.545132E-05   0.169853E-05   0.189285E-07
   461   0.189005E+04  -0.720086E+02  -0.557735E-05  -0.720086E+02   0.172467E+02   0.169082E-05  -0.557735E-05   0.169082E-05   0.188650E-07
   462   0.189951E+04  -0.726869E+02  -0.570241E-05  -0.726869E+02   0.170745E+02   0.168248E-05  -0.570241E-05   0.168248E-05   0.188018E-07
   463   0.190906E+04  -0.733447E+02  -0.582639E-05  -0.733447E+02   0.169017E+02   0.167351E-05  -0.582639E-05   0.167351E-05   0.187389E-07
   464   0.191869E+04  -0.739521E+02  -0.594915E-05  -0.739521E+02   0.167278E+02   0.166395E-05  -0.594915E-05   0.166395E-05   0.186762E-07
   465   0.192840E+04  -0.745386E+02  -0.607058E-05  -0.745386E+02   0.165526E+02   0.165381E-05  -0.607058E-05   0.165381E-05   0.186139E-07
   466   0.193826E+04  -0.750816E+02  -0.619056E-05  -0.750816E+02   0.163754E+02   0.164310E-05  -0.619056E-05   0.164310E-05   0.185518E-07
   467   0.194828E+04  -0.755959E+02  -0.630897E-05  -0.755959E+02   0.161977E+02   0.163187E-05  -0.630897E-05   0.163187E-05   0.184899E-07
   468   0.195831E+04  -0.760737E+02  -0.642569E-05  -0.760737E+02   0.160194E+02   0.162012E-05  -0.642569E-05   0.162012E-05   0.184284E-07
   469   0.196841E+04  -0.765222E+02  -0.654061E-05  -0.765222E+02   0.158391E+02   0.160787E-05  -0.654061E-05   0.160787E-05   0.183671E-07
   470   0.197867E+04  -0.769338E+02  -0.665359E-05  -0.769338E+02   0.156590E+02   0.159515E-05  -0.665359E-05   0.159515E-05   0.183061E-07
   471   0.198879E+04  -0.773082E+02  -0.676453E-05  -0.773082E+02   0.154791E+02   0.158198E-05  -0.676453E-05   0.158198E-05   0.182454E-07
   472   0.199913E+04  -0.776527E+02  -0.687329E-05  -0.776527E+02   0.152979E+02   0.156838E-05  -0.687329E-05   0.156838E-05   0.181849E-07
   473   0.200948E+04  -0.779595E+02  -0.697977E-05  -0.779595E+02   0.151161E+02   0.155436E-05  -0.697977E-05   0.155436E-05   0.181247E-07
   474   0.201991E+04  -0.782359E+02  -0.708384E-05  -0.782359E+02   0.149345E+02   0.153996E-05  -0.708384E-05   0.153996E-05   0.180648E-07
   475   0.203042E+04  -0.784742E+02  -0.718539E-05  -0.784742E+02   0.147515E+02   0.152520E-05  -0.718539E-05   0.152520E-05   0.180051E-07
   476   0.204086E+04  -0.786765E+02  -0.728428E-05  -0.786765E+02   0.145694E+02   0.151008E-05  -0.728428E-05   0.151008E-05   0.179457E-07
   477   0.205131E+04  -0.788521E+02  -0.738041E-05  -0.788521E+02   0.143867E+02   0.149464E-05  -0.738041E-05   0.149464E-05   0.178866E-07
   478   0.206183E+04  -0.789822E+02  -0.747365E-05  -0.789822E+02   0.142034E+02   0.147890E-05  -0.747365E-05   0.147890E-05   0.178277E-07
   479   0.207236E+04  -0.790911E+02  -0.756388E-05  -0.790911E+02   0.140209E+02   0.146288E-05  -0.756388E-05   0.146288E-05   0.177691E-07
   480   0.208290E+04  -0.791593E+02  -0.765098E-05  -0.791593E+02   0.138385E+02   0.144659E-05  -0.765098E-05   0.144659E-05   0.177107E-07
   481   0.209344E+04  -0.791903E+02  -0.773484E-05  -0.791903E+02   0.136563E+02   0.143006E-05  -0.773484E-05   0.143006E-05   0.176526E-07
   482   0.210406E+04  -0.791897E+02  -0.781533E-05  -0.791897E+02   0.134748E+02   0.141331E-05  -0.781533E-05   0.141331E-05   0.175947E-07
   483   0.211453E+04  -0.791596E+02  -0.789234E-05  -0.791596E+02   0.132935E+02   0.139637E-05  -0.789234E-05   0.139637E-05   0.175371E-07
   484   0.212493E+04  -0.790938E+02  -0.796574E-05  -0.790938E+02   0.131129E+02   0.137924E-05  -0.796574E-05   0.137924E-05   0.174798E-07
   485   0.213549E+04  -0.789935E+02  -0.803541E-05  -0.789935E+02   0.129324E+02   0.136196E-05  -0.803541E-05   0.136196E-05   0.174227E-07
   486   0.214597E+04  -0.788608E+02  -0.810124E-05  -0.788608E+02   0.127535E+02   0.134455E-05  -0.810124E-05   0.134455E-05   0.173658E-07
   487   0.215639E+04  -0.786954E+02  -0.816310E-05  -0.786954E+02   0.125753E+02   0.132702E-05  -0.816310E-05   0.132702E-05   0.173092E-07
   488   0.216673E+04  -0.784963E+02  -0.822088E-05  -0.784963E+02   0.123972E+02   0.130940E-05  -0.822088E-05   0.130940E-05   0.172528E-07
   489   0.217708E+04  -0.782648E+02  -0.827445E-05  -0.782648E+02   0.122205E+02   0.129170E-05  -0.827445E-05   0.129170E-05   0.171967E-07
   490   0.218743E+04  -0.779999E+02  -0.832369E-05  -0.779999E+02   0.120454E+02   0.127396E-05  -0.832369E-05   0.127396E-05   0.171408E-07
   491   0.219757E+04  -0.777044E+02  -0.836849E-05  -0.777044E+02   0.118710E+02   0.125618E-05  -0.836849E-05   0.125618E-05   0.170852E-07
   492   0.220778E+04  -0.773773E+02  -0.840873E-05  -0.773773E+02   0.116981E+02   0.123840E-05  -0.840873E-05   0.123840E-05   0.170298E-07
   493   0.221792E+04  -0.770169E+02  -0.844428E-05  -0.770169E+02   0.115252E+02   0.122063E-05  -0.844428E-05   0.122063E-05   0.169746E-07
   494   0.222798E+04  -0.766266E+02  -0.847502E-05  -0.766266E+02   0.113552E+02   0.120289E-05  -0.847502E-05   0.120289E-05   0.169197E-07
   495   0.223791E+04  -0.762047E+02  -0.850084E-05  -0.762047E+02   0.111860E+02   0.118521E-05  -0.850084E-05   0.118521E-05   0.168650E-07
   496   0.224776E+04  -0.757525E+02  -0.852162E-05  -0.757525E+02   0.110189E+02   0.116761E-05  -0.852162E-05   0.116761E-05   0.168105E-07
   497   0.225753E+04  -0.752691E+02  -0.853724E-05  -0.752691E+02   0.108533E+02   0.115010E-05  -0.853724E-05   0.115010E-05   0.167563E-07
   498   0.226724E+04  -0.747571E+02  -0.854757E-05  -0.747571E+02   0.106884E+02   0.113271E-05  -0.854757E-05   0.113271E-05   0.167023E-07
   499   0.227695E+04  -0.742133E+02  -0.855249E-05  -0.742133E+02   0.105263E+02   0.111546E-05  -0.855249E-05   0.111546E-05   0.166485E-07
   500   0.228652E+04  -0.736420E+02  -0.855190E-05  -0.736420E+02   0.103650E+02   0.109837E-05  -0.855190E-05   0.109837E-05   0.165950E-07
   501   0.229586E+04  -0.730415E+02  -0.854570E-05  -0.730415E+02   0.102065E+02   0.108146E-05  -0.854570E-05   0.108146E-05   0.165417E-07
   502   0.230528E+04  -0.724117E+02  -0.853403E-05  -0.724117E+02   0.100502E+02   0.106472E-05  -0.853403E-05   0.106472E-05   0.164886E-07
   503   0.231447E+04  -0.717546E+02  -0.851705E-05  -0.717546E+02   0.989539E+01   0.104816E-05  -0.851705E-05   0.104816E-05   0.164357E-07
