#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.328451E+00   0.491952E+06   0.489495E+06  -0.101228E+00   0.318295E+00   0.669498E+04   0.489392E+06   0.491567E+06   0.489392E+06  -0.156442E-01   0.258528E+06   0.258497E+06   0.315683E-01
   0.335137E+00   0.478472E+06   0.476126E+06  -0.115345E+00   0.297348E+00   0.629024E+04   0.475988E+06   0.478105E+06   0.475988E+06  -0.152157E-01   0.251448E+06   0.251418E+06   0.297429E-01
   0.341823E+00   0.464942E+06   0.462669E+06  -0.756333E-01   0.277747E+00   0.590806E+04   0.462529E+06   0.464586E+06   0.462529E+06  -0.147855E-01   0.244338E+06   0.244309E+06   0.283295E-01
   0.348510E+00   0.451372E+06   0.449140E+06  -0.970991E-01   0.259392E+00   0.554701E+04   0.449024E+06   0.451023E+06   0.449024E+06  -0.143538E-01   0.237204E+06   0.237176E+06   0.272337E-01
   0.355196E+00   0.437991E+06   0.435784E+06  -0.117840E+00   0.242311E+00   0.520837E+04   0.435706E+06   0.437645E+06   0.435706E+06  -0.139280E-01   0.230169E+06   0.230141E+06   0.263063E-01
   0.361882E+00   0.425113E+06   0.422930E+06  -0.595108E-01   0.226573E+00   0.489423E+04   0.422888E+06   0.424771E+06   0.422888E+06  -0.135183E-01   0.223398E+06   0.223370E+06   0.254038E-01
   0.368569E+00   0.413003E+06   0.410855E+06  -0.234474E-01   0.212202E+00   0.460577E+04   0.410836E+06   0.412666E+06   0.410836E+06  -0.131330E-01   0.217031E+06   0.217004E+06   0.244332E-01
   0.375255E+00   0.401783E+06   0.399688E+06  -0.556604E-01   0.199145E+00   0.434240E+04   0.399673E+06   0.401455E+06   0.399673E+06  -0.127762E-01   0.211135E+06   0.211108E+06   0.233689E-01
   0.381941E+00   0.391413E+06   0.389385E+06  -0.698670E-01   0.187273E+00   0.410179E+04   0.389359E+06   0.391095E+06   0.389359E+06  -0.124465E-01   0.205686E+06   0.205661E+06   0.222449E-01
   0.388628E+00   0.381725E+06   0.379771E+06  -0.568211E-01   0.176409E+00   0.388056E+04   0.379726E+06   0.381419E+06   0.379726E+06  -0.121385E-01   0.200597E+06   0.200572E+06   0.211276E-01
   0.395314E+00   0.372496E+06   0.370614E+06  -0.670656E-01   0.166372E+00   0.367509E+04   0.370548E+06   0.372201E+06   0.370548E+06  -0.118452E-01   0.195749E+06   0.195725E+06   0.200849E-01
   0.402000E+00   0.363531E+06   0.361710E+06  -0.704535E-01   0.157013E+00   0.348241E+04   0.361632E+06   0.363246E+06   0.361632E+06  -0.115601E-01   0.191039E+06   0.191016E+06   0.191619E-01
   0.408687E+00   0.354709E+06   0.352937E+06  -0.431534E-01   0.148230E+00   0.330053E+04   0.352856E+06   0.354431E+06   0.352856E+06  -0.112796E-01   0.186403E+06   0.186381E+06   0.183699E-01
   0.415373E+00   0.346005E+06   0.344271E+06  -0.377829E-01   0.139975E+00   0.312858E+04   0.344197E+06   0.345734E+06   0.344197E+06  -0.110028E-01   0.181829E+06   0.181807E+06   0.176886E-01
   0.422060E+00   0.337476E+06   0.335772E+06  -0.587295E-01   0.132233E+00   0.296643E+04   0.335710E+06   0.337209E+06   0.335710E+06  -0.107315E-01   0.177346E+06   0.177324E+06   0.170798E-01
   0.428746E+00   0.329214E+06   0.327538E+06  -0.559268E-01   0.125003E+00   0.281426E+04   0.327489E+06   0.328952E+06   0.327489E+06  -0.104687E-01   0.173003E+06   0.172982E+06   0.165024E-01
   0.435432E+00   0.321307E+06   0.319661E+06  -0.406306E-01   0.118281E+00   0.267217E+04   0.319621E+06   0.321049E+06   0.319621E+06  -0.102172E-01   0.168846E+06   0.168826E+06   0.159265E-01
   0.442119E+00   0.313801E+06   0.312190E+06  -0.405192E-01   0.112051E+00   0.253992E+04   0.312154E+06   0.313549E+06   0.312154E+06  -0.997848E-02   0.164902E+06   0.164882E+06   0.153395E-01
   0.448805E+00   0.306693E+06   0.305122E+06  -0.385829E-01   0.106274E+00   0.241686E+04   0.305083E+06   0.306447E+06   0.305083E+06  -0.975247E-02   0.161167E+06   0.161147E+06   0.147458E-01
   0.455491E+00   0.299935E+06   0.298404E+06  -0.279417E-01   0.100903E+00   0.230200E+04   0.298361E+06   0.299695E+06   0.298361E+06  -0.953757E-02   0.157616E+06   0.157596E+06   0.141608E-01
   0.462178E+00   0.293452E+06   0.291963E+06  -0.310711E-01   0.958873E-01   0.219431E+04   0.291914E+06   0.293219E+06   0.291914E+06  -0.933148E-02   0.154210E+06   0.154191E+06   0.136028E-01
   0.641729E+00   0.175847E+06   0.174955E+06  -0.110656E-01   0.298039E-01   0.723161E+03   0.174922E+06   0.175707E+06   0.174922E+06  -0.559167E-02   0.924074E+05   0.923960E+05   0.590601E-02
   0.895605E+00   0.103029E+06   0.102506E+06   0.896536E-02   0.896536E-02   0.226711E+03   0.102486E+06   0.102947E+06   0.102486E+06  -0.327613E-02   0.541411E+05   0.541344E+05   0.250728E-02
   0.124992E+01   0.596140E+05   0.593117E+05   0.266335E-02   0.266335E-02   0.692162E+02   0.592998E+05   0.595667E+05   0.592998E+05  -0.189561E-02   0.313268E+05   0.313228E+05   0.106201E-02
   0.174440E+01   0.341270E+05   0.339538E+05   0.782794E-03   0.782794E-03   0.206969E+02   0.339470E+05   0.340999E+05   0.339470E+05  -0.108517E-02   0.179335E+05   0.179311E+05   0.453910E-03
   0.243451E+01   0.193572E+05   0.192588E+05   0.227962E-03   0.227962E-03   0.608978E+01   0.192551E+05   0.193418E+05   0.192551E+05  -0.615518E-03   0.101721E+05   0.101706E+05   0.199047E-03
