#    L    TT             EE             BB             TE             PP             TP             EP          
   541   0.254344E+04   0.648939E+01   0.000000E+00  -0.315666E+02   0.136299E-07   0.244118E-05   0.516198E-06
   542   0.254557E+04   0.648217E+01   0.000000E+00  -0.302669E+02   0.135886E-07   0.249378E-05   0.503607E-06
   543   0.254739E+04   0.647990E+01   0.000000E+00  -0.289628E+02   0.135475E-07   0.254539E-05   0.491048E-06
   544   0.254907E+04   0.648246E+01   0.000000E+00  -0.276549E+02   0.135065E-07   0.259584E-05   0.478516E-06
   545   0.255046E+04   0.648986E+01   0.000000E+00  -0.263439E+02   0.134657E-07   0.264497E-05   0.466008E-06
   546   0.255169E+04   0.650192E+01   0.000000E+00  -0.250306E+02   0.134251E-07   0.269262E-05   0.453520E-06
   547   0.255261E+04   0.651888E+01   0.000000E+00  -0.237152E+02   0.133846E-07   0.273862E-05   0.441049E-06
   548   0.255339E+04   0.654078E+01   0.000000E+00  -0.223985E+02   0.133443E-07   0.278280E-05   0.428591E-06
   549   0.255393E+04   0.656763E+01   0.000000E+00  -0.210813E+02   0.133042E-07   0.282500E-05   0.416142E-06
   550   0.255424E+04   0.659948E+01   0.000000E+00  -0.197639E+02   0.132642E-07   0.286506E-05   0.403700E-06
   551   0.255439E+04   0.663635E+01   0.000000E+00  -0.184469E+02   0.132244E-07   0.290284E-05   0.391260E-06
   552   0.255423E+04   0.667827E+01   0.000000E+00  -0.171315E+02   0.131848E-07   0.293839E-05   0.378822E-06
   553   0.255391E+04   0.672381E+01   0.000000E+00  -0.158179E+02   0.131453E-07   0.297177E-05   0.366383E-06
   554   0.255335E+04   0.677598E+01   0.000000E+00  -0.145073E+02   0.131059E-07   0.300306E-05   0.353941E-06
   555   0.255254E+04   0.683260E+01   0.000000E+00  -0.132006E+02   0.130668E-07   0.303232E-05   0.341496E-06
   556   0.255150E+04   0.689444E+01   0.000000E+00  -0.118981E+02   0.130278E-07   0.305963E-05   0.329046E-06
   557   0.255028E+04   0.696081E+01   0.000000E+00  -0.106017E+02   0.129889E-07   0.308507E-05   0.316589E-06
   558   0.254882E+04   0.703324E+01   0.000000E+00  -0.931099E+01   0.129502E-07   0.310869E-05   0.304123E-06
   559   0.254712E+04   0.710954E+01   0.000000E+00  -0.802688E+01   0.129117E-07   0.313058E-05   0.291648E-06
   560   0.254531E+04   0.719050E+01   0.000000E+00  -0.675100E+01   0.128733E-07   0.315081E-05   0.279161E-06
   561   0.254311E+04   0.727689E+01   0.000000E+00  -0.548352E+01   0.128351E-07   0.316944E-05   0.266660E-06
   562   0.254088E+04   0.736877E+01   0.000000E+00  -0.422532E+01   0.127971E-07   0.318656E-05   0.254146E-06
   563   0.253839E+04   0.746470E+01   0.000000E+00  -0.297508E+01   0.127592E-07   0.320222E-05   0.241615E-06
   564   0.253572E+04   0.756693E+01   0.000000E+00  -0.173816E+01   0.127214E-07   0.321651E-05   0.229066E-06
   565   0.253280E+04   0.767254E+01   0.000000E+00  -0.511003E+00   0.126838E-07   0.322949E-05   0.216498E-06
   566   0.252970E+04   0.778381E+01   0.000000E+00   0.703272E+00   0.126464E-07   0.324124E-05   0.203909E-06
   567   0.252641E+04   0.789929E+01   0.000000E+00   0.190525E+01   0.126091E-07   0.325183E-05   0.191297E-06
   568   0.252293E+04   0.802051E+01   0.000000E+00   0.309328E+01   0.125720E-07   0.326133E-05   0.178662E-06
   569   0.251920E+04   0.814677E+01   0.000000E+00   0.426945E+01   0.125350E-07   0.326981E-05   0.166001E-06
   570   0.251534E+04   0.827736E+01   0.000000E+00   0.542838E+01   0.124981E-07   0.327735E-05   0.153313E-06
   571   0.251122E+04   0.841308E+01   0.000000E+00   0.657217E+01   0.124615E-07   0.328401E-05   0.140596E-06
   572   0.250691E+04   0.855322E+01   0.000000E+00   0.770065E+01   0.124249E-07   0.328987E-05   0.127849E-06
   573   0.250248E+04   0.869783E+01   0.000000E+00   0.881143E+01   0.123885E-07   0.329500E-05   0.115071E-06
   574   0.249786E+04   0.884769E+01   0.000000E+00   0.990585E+01   0.123523E-07   0.329947E-05   0.102258E-06
   575   0.249304E+04   0.900135E+01   0.000000E+00   0.109815E+02   0.123162E-07   0.330335E-05   0.894114E-07
   576   0.248809E+04   0.916035E+01   0.000000E+00   0.120398E+02   0.122802E-07   0.330672E-05   0.765280E-07
   577   0.248287E+04   0.932399E+01   0.000000E+00   0.130789E+02   0.122444E-07   0.330965E-05   0.636065E-07
   578   0.247752E+04   0.949156E+01   0.000000E+00   0.140982E+02   0.122088E-07   0.331220E-05   0.506454E-07
   579   0.247205E+04   0.966459E+01   0.000000E+00   0.150980E+02   0.121733E-07   0.331445E-05   0.376432E-07
   580   0.246644E+04   0.984165E+01   0.000000E+00   0.160761E+02   0.121379E-07   0.331647E-05   0.245983E-07
   581   0.246048E+04   0.100228E+02   0.000000E+00   0.170345E+02   0.121027E-07   0.331834E-05   0.115092E-07
   582   0.245446E+04   0.102087E+02   0.000000E+00   0.179708E+02   0.120676E-07   0.332013E-05  -0.162581E-08
   583   0.244830E+04   0.103988E+02   0.000000E+00   0.188842E+02   0.120327E-07   0.332190E-05  -0.148082E-07
   584   0.244201E+04   0.105931E+02   0.000000E+00   0.197759E+02   0.119979E-07   0.332373E-05  -0.280394E-07
   585   0.243558E+04   0.107917E+02   0.000000E+00   0.206443E+02   0.119632E-07   0.332569E-05  -0.413212E-07
   586   0.242893E+04   0.109937E+02   0.000000E+00   0.214893E+02   0.119287E-07   0.332785E-05  -0.546550E-07
   587   0.242222E+04   0.112009E+02   0.000000E+00   0.223107E+02   0.118943E-07   0.333029E-05  -0.680424E-07
   588   0.241529E+04   0.114116E+02   0.000000E+00   0.231069E+02   0.118601E-07   0.333307E-05  -0.814850E-07
   589   0.240822E+04   0.116267E+02   0.000000E+00   0.238791E+02   0.118260E-07   0.333627E-05  -0.949843E-07
   590   0.240101E+04   0.118448E+02   0.000000E+00   0.246265E+02   0.117920E-07   0.333996E-05  -0.108542E-06
   591   0.239371E+04   0.120682E+02   0.000000E+00   0.253483E+02   0.117582E-07   0.334421E-05  -0.122159E-06
   592   0.238628E+04   0.122938E+02   0.000000E+00   0.260434E+02   0.117245E-07   0.334910E-05  -0.135838E-06
   593   0.237869E+04   0.125248E+02   0.000000E+00   0.267140E+02   0.116909E-07   0.335469E-05  -0.149580E-06
   594   0.237087E+04   0.127588E+02   0.000000E+00   0.273569E+02   0.116575E-07   0.336105E-05  -0.163386E-06
   595   0.236298E+04   0.129953E+02   0.000000E+00   0.279742E+02   0.116242E-07   0.336827E-05  -0.177259E-06
   596   0.235508E+04   0.132373E+02   0.000000E+00   0.285636E+02   0.115910E-07   0.337640E-05  -0.191199E-06
   597   0.234702E+04   0.134803E+02   0.000000E+00   0.291263E+02   0.115580E-07   0.338553E-05  -0.205208E-06
   598   0.233903E+04   0.137280E+02   0.000000E+00   0.296615E+02   0.115251E-07   0.339572E-05  -0.219288E-06
   599   0.233080E+04   0.139791E+02   0.000000E+00   0.301697E+02   0.114923E-07   0.340704E-05  -0.233440E-06
   600   0.232241E+04   0.142336E+02   0.000000E+00   0.306493E+02   0.114597E-07   0.341957E-05  -0.247666E-06
   601   0.231394E+04   0.144915E+02   0.000000E+00   0.311008E+02   0.114272E-07   0.343337E-05  -0.261966E-06
   602   0.230537E+04   0.147514E+02   0.000000E+00   0.315233E+02   0.113948E-07   0.344843E-05  -0.276337E-06
   603   0.229665E+04   0.150154E+02   0.000000E+00   0.319187E+02   0.113626E-07   0.346473E-05  -0.290771E-06
   604   0.228799E+04   0.152814E+02   0.000000E+00   0.322844E+02   0.113304E-07   0.348225E-05  -0.305264E-06
   605   0.227916E+04   0.155502E+02   0.000000E+00   0.326208E+02   0.112984E-07   0.350098E-05  -0.319811E-06
   606   0.227033E+04   0.158216E+02   0.000000E+00   0.329276E+02   0.112666E-07   0.352091E-05  -0.334406E-06
   607   0.226118E+04   0.160958E+02   0.000000E+00   0.332046E+02   0.112348E-07   0.354200E-05  -0.349042E-06
   608   0.225217E+04   0.163727E+02   0.000000E+00   0.334513E+02   0.112032E-07   0.356425E-05  -0.363716E-06
   609   0.224315E+04   0.166510E+02   0.000000E+00   0.336676E+02   0.111717E-07   0.358764E-05  -0.378420E-06
   610   0.223397E+04   0.169312E+02   0.000000E+00   0.338530E+02   0.111404E-07   0.361214E-05  -0.393151E-06
   611   0.222478E+04   0.172142E+02   0.000000E+00   0.340081E+02   0.111091E-07   0.363775E-05  -0.407901E-06
   612   0.221559E+04   0.175000E+02   0.000000E+00   0.341333E+02   0.110780E-07   0.366443E-05  -0.422666E-06
   613   0.220623E+04   0.177848E+02   0.000000E+00   0.342259E+02   0.110470E-07   0.369219E-05  -0.437440E-06
   614   0.219694E+04   0.180733E+02   0.000000E+00   0.342872E+02   0.110161E-07   0.372099E-05  -0.452218E-06
   615   0.218756E+04   0.183622E+02   0.000000E+00   0.343177E+02   0.109854E-07   0.375081E-05  -0.466993E-06
   616   0.217818E+04   0.186540E+02   0.000000E+00   0.343169E+02   0.109548E-07   0.378166E-05  -0.481761E-06
   617   0.216886E+04   0.189472E+02   0.000000E+00   0.342847E+02   0.109243E-07   0.381349E-05  -0.496516E-06
   618   0.215946E+04   0.192417E+02   0.000000E+00   0.342199E+02   0.108939E-07   0.384630E-05  -0.511253E-06
   619   0.214998E+04   0.195383E+02   0.000000E+00   0.341252E+02   0.108636E-07   0.388007E-05  -0.525965E-06
   620   0.214064E+04   0.198340E+02   0.000000E+00   0.339980E+02   0.108335E-07   0.391478E-05  -0.540648E-06
   621   0.213114E+04   0.201319E+02   0.000000E+00   0.338389E+02   0.108034E-07   0.395042E-05  -0.555296E-06
   622   0.212171E+04   0.204304E+02   0.000000E+00   0.336474E+02   0.107735E-07   0.398695E-05  -0.569903E-06
   623   0.211235E+04   0.207288E+02   0.000000E+00   0.334256E+02   0.107437E-07   0.402438E-05  -0.584463E-06
   624   0.210291E+04   0.210279E+02   0.000000E+00   0.331716E+02   0.107140E-07   0.406267E-05  -0.598972E-06
   625   0.209347E+04   0.213276E+02   0.000000E+00   0.328850E+02   0.106845E-07   0.410182E-05  -0.613424E-06
   626   0.208409E+04   0.216281E+02   0.000000E+00   0.325671E+02   0.106550E-07   0.414180E-05  -0.627813E-06
   627   0.207479E+04   0.219284E+02   0.000000E+00   0.322176E+02   0.106257E-07   0.418259E-05  -0.642134E-06
   628   0.206548E+04   0.222288E+02   0.000000E+00   0.318362E+02   0.105965E-07   0.422419E-05  -0.656380E-06
   629   0.205624E+04   0.225291E+02   0.000000E+00   0.314232E+02   0.105674E-07   0.426656E-05  -0.670548E-06
   630   0.204692E+04   0.228293E+02   0.000000E+00   0.309776E+02   0.105384E-07   0.430970E-05  -0.684630E-06
   631   0.203768E+04   0.231296E+02   0.000000E+00   0.305021E+02   0.105095E-07   0.435358E-05  -0.698622E-06
   632   0.202858E+04   0.234291E+02   0.000000E+00   0.299942E+02   0.104808E-07   0.439819E-05  -0.712518E-06
   633   0.201940E+04   0.237293E+02   0.000000E+00   0.294558E+02   0.104521E-07   0.444350E-05  -0.726313E-06
   634   0.201037E+04   0.240273E+02   0.000000E+00   0.288865E+02   0.104236E-07   0.448951E-05  -0.740001E-06
   635   0.200141E+04   0.243261E+02   0.000000E+00   0.282864E+02   0.103952E-07   0.453619E-05  -0.753576E-06
   636   0.199238E+04   0.246249E+02   0.000000E+00   0.276559E+02   0.103669E-07   0.458353E-05  -0.767033E-06
   637   0.198349E+04   0.249208E+02   0.000000E+00   0.269940E+02   0.103387E-07   0.463151E-05  -0.780366E-06
   638   0.197468E+04   0.252174E+02   0.000000E+00   0.263027E+02   0.103106E-07   0.468011E-05  -0.793570E-06
   639   0.196594E+04   0.255119E+02   0.000000E+00   0.255806E+02   0.102826E-07   0.472930E-05  -0.806640E-06
   640   0.195728E+04   0.258064E+02   0.000000E+00   0.248290E+02   0.102547E-07   0.477909E-05  -0.819570E-06
   641   0.194869E+04   0.260996E+02   0.000000E+00   0.240476E+02   0.102269E-07   0.482944E-05  -0.832353E-06
   642   0.194010E+04   0.263905E+02   0.000000E+00   0.232368E+02   0.101993E-07   0.488034E-05  -0.844986E-06
   643   0.193166E+04   0.266816E+02   0.000000E+00   0.223969E+02   0.101717E-07   0.493177E-05  -0.857462E-06
   644   0.192337E+04   0.269691E+02   0.000000E+00   0.215281E+02   0.101443E-07   0.498371E-05  -0.869775E-06
   645   0.191509E+04   0.272559E+02   0.000000E+00   0.206305E+02   0.101169E-07   0.503615E-05  -0.881921E-06
   646   0.190688E+04   0.275413E+02   0.000000E+00   0.197044E+02   0.100897E-07   0.508907E-05  -0.893894E-06
   647   0.189889E+04   0.278247E+02   0.000000E+00   0.187496E+02   0.100625E-07   0.514244E-05  -0.905687E-06
   648   0.189084E+04   0.281067E+02   0.000000E+00   0.177678E+02   0.100355E-07   0.519626E-05  -0.917296E-06
   649   0.188301E+04   0.283859E+02   0.000000E+00   0.167579E+02   0.100086E-07   0.525050E-05  -0.928716E-06
   650   0.187526E+04   0.286630E+02   0.000000E+00   0.157212E+02   0.998176E-08   0.530516E-05  -0.939940E-06
   651   0.186758E+04   0.289395E+02   0.000000E+00   0.146572E+02   0.995504E-08   0.536019E-05  -0.950963E-06
   652   0.185999E+04   0.292131E+02   0.000000E+00   0.135666E+02   0.992842E-08   0.541560E-05  -0.961784E-06
   653   0.185263E+04   0.294831E+02   0.000000E+00   0.124508E+02   0.990191E-08   0.547135E-05  -0.972398E-06
   654   0.184528E+04   0.297517E+02   0.000000E+00   0.113103E+02   0.987549E-08   0.552742E-05  -0.982806E-06
   655   0.183801E+04   0.300180E+02   0.000000E+00   0.101442E+02   0.984917E-08   0.558380E-05  -0.993004E-06
   656   0.183098E+04   0.302813E+02   0.000000E+00   0.895391E+01   0.982296E-08   0.564045E-05  -0.100299E-05
   657   0.182404E+04   0.305416E+02   0.000000E+00   0.774074E+01   0.979684E-08   0.569736E-05  -0.101276E-05
   658   0.181712E+04   0.307995E+02   0.000000E+00   0.650381E+01   0.977083E-08   0.575451E-05  -0.102232E-05
   659   0.181051E+04   0.310542E+02   0.000000E+00   0.524447E+01   0.974491E-08   0.581187E-05  -0.103165E-05
   660   0.180400E+04   0.313050E+02   0.000000E+00   0.396331E+01   0.971909E-08   0.586942E-05  -0.104077E-05
   661   0.179759E+04   0.315526E+02   0.000000E+00   0.266168E+01   0.969337E-08   0.592714E-05  -0.104966E-05
   662   0.179135E+04   0.317976E+02   0.000000E+00   0.133795E+01   0.966775E-08   0.598501E-05  -0.105833E-05
   663   0.178521E+04   0.320393E+02   0.000000E+00  -0.654395E-02   0.964222E-08   0.604300E-05  -0.106677E-05
   664   0.177925E+04   0.322762E+02   0.000000E+00  -0.136971E+01   0.961679E-08   0.610110E-05  -0.107499E-05
   665   0.177339E+04   0.325097E+02   0.000000E+00  -0.275242E+01   0.959146E-08   0.615928E-05  -0.108297E-05
   666   0.176771E+04   0.327397E+02   0.000000E+00  -0.415336E+01   0.956622E-08   0.621752E-05  -0.109071E-05
   667   0.176222E+04   0.329656E+02   0.000000E+00  -0.557265E+01   0.954108E-08   0.627580E-05  -0.109822E-05
   668   0.175676E+04   0.331878E+02   0.000000E+00  -0.700970E+01   0.951603E-08   0.633409E-05  -0.110550E-05
   669   0.175164E+04   0.334058E+02   0.000000E+00  -0.846316E+01   0.949108E-08   0.639238E-05  -0.111253E-05
   670   0.174655E+04   0.336194E+02   0.000000E+00  -0.993169E+01   0.946622E-08   0.645064E-05  -0.111932E-05
   671   0.174173E+04   0.338301E+02   0.000000E+00  -0.114169E+02   0.944146E-08   0.650885E-05  -0.112586E-05
   672   0.173696E+04   0.340349E+02   0.000000E+00  -0.129175E+02   0.941678E-08   0.656699E-05  -0.113216E-05
   673   0.173245E+04   0.342367E+02   0.000000E+00  -0.144314E+02   0.939220E-08   0.662504E-05  -0.113821E-05
   674   0.172807E+04   0.344332E+02   0.000000E+00  -0.159594E+02   0.936772E-08   0.668297E-05  -0.114401E-05
   675   0.172388E+04   0.346252E+02   0.000000E+00  -0.175010E+02   0.934332E-08   0.674076E-05  -0.114955E-05
   676   0.171982E+04   0.348125E+02   0.000000E+00  -0.190540E+02   0.931902E-08   0.679839E-05  -0.115484E-05
   677   0.171596E+04   0.349952E+02   0.000000E+00  -0.206194E+02   0.929480E-08   0.685585E-05  -0.115987E-05
   678   0.171230E+04   0.351725E+02   0.000000E+00  -0.221966E+02   0.927068E-08   0.691310E-05  -0.116464E-05
   679   0.170878E+04   0.353457E+02   0.000000E+00  -0.237841E+02   0.924665E-08   0.697012E-05  -0.116915E-05
   680   0.170554E+04   0.355142E+02   0.000000E+00  -0.253823E+02   0.922271E-08   0.702690E-05  -0.117339E-05
   681   0.170243E+04   0.356772E+02   0.000000E+00  -0.269888E+02   0.919885E-08   0.708341E-05  -0.117737E-05
   682   0.169945E+04   0.358345E+02   0.000000E+00  -0.286055E+02   0.917509E-08   0.713963E-05  -0.118108E-05
   683   0.169677E+04   0.359884E+02   0.000000E+00  -0.302317E+02   0.915141E-08   0.719553E-05  -0.118451E-05
   684   0.169415E+04   0.361351E+02   0.000000E+00  -0.318653E+02   0.912782E-08   0.725110E-05  -0.118768E-05
   685   0.169168E+04   0.362776E+02   0.000000E+00  -0.335065E+02   0.910432E-08   0.730631E-05  -0.119057E-05
   686   0.168942E+04   0.364143E+02   0.000000E+00  -0.351464E+02   0.908091E-08   0.736115E-05  -0.119318E-05
   687   0.168746E+04   0.365467E+02   0.000000E+00  -0.367964E+02   0.905758E-08   0.741558E-05  -0.119551E-05
   688   0.168557E+04   0.366725E+02   0.000000E+00  -0.384544E+02   0.903434E-08   0.746960E-05  -0.119756E-05
   689   0.168390E+04   0.367931E+02   0.000000E+00  -0.401131E+02   0.901118E-08   0.752316E-05  -0.119932E-05
   690   0.168239E+04   0.369093E+02   0.000000E+00  -0.417801E+02   0.898811E-08   0.757627E-05  -0.120080E-05
   691   0.168110E+04   0.370180E+02   0.000000E+00  -0.434480E+02   0.896512E-08   0.762888E-05  -0.120199E-05
   692   0.167997E+04   0.371229E+02   0.000000E+00  -0.451171E+02   0.894222E-08   0.768099E-05  -0.120289E-05
   693   0.167908E+04   0.372218E+02   0.000000E+00  -0.467948E+02   0.891940E-08   0.773256E-05  -0.120350E-05
   694   0.167826E+04   0.373145E+02   0.000000E+00  -0.484666E+02   0.889666E-08   0.778358E-05  -0.120381E-05
   695   0.167776E+04   0.374033E+02   0.000000E+00  -0.501399E+02   0.887401E-08   0.783402E-05  -0.120383E-05
   696   0.167742E+04   0.374852E+02   0.000000E+00  -0.518297E+02   0.885144E-08   0.788386E-05  -0.120354E-05
   697   0.167725E+04   0.375616E+02   0.000000E+00  -0.535065E+02   0.882895E-08   0.793309E-05  -0.120296E-05
   698   0.167724E+04   0.376317E+02   0.000000E+00  -0.551854E+02   0.880655E-08   0.798167E-05  -0.120207E-05
   699   0.167740E+04   0.376969E+02   0.000000E+00  -0.568589E+02   0.878422E-08   0.802959E-05  -0.120087E-05
   700   0.167781E+04   0.377558E+02   0.000000E+00  -0.585346E+02   0.876198E-08   0.807683E-05  -0.119937E-05
   701   0.167838E+04   0.378091E+02   0.000000E+00  -0.602128E+02   0.873981E-08   0.812336E-05  -0.119755E-05
   702   0.167914E+04   0.378573E+02   0.000000E+00  -0.618783E+02   0.871773E-08   0.816918E-05  -0.119544E-05
   703   0.168007E+04   0.378990E+02   0.000000E+00  -0.635606E+02   0.869573E-08   0.821428E-05  -0.119302E-05
   704   0.168117E+04   0.379357E+02   0.000000E+00  -0.652225E+02   0.867380E-08   0.825867E-05  -0.119032E-05
   705   0.168238E+04   0.379657E+02   0.000000E+00  -0.668786E+02   0.865195E-08   0.830233E-05  -0.118734E-05
   706   0.168384E+04   0.379905E+02   0.000000E+00  -0.685362E+02   0.863019E-08   0.834526E-05  -0.118408E-05
   707   0.168542E+04   0.380093E+02   0.000000E+00  -0.701875E+02   0.860850E-08   0.838747E-05  -0.118055E-05
   708   0.168732E+04   0.380228E+02   0.000000E+00  -0.718176E+02   0.858688E-08   0.842893E-05  -0.117677E-05
   709   0.168926E+04   0.380301E+02   0.000000E+00  -0.734560E+02   0.856535E-08   0.846966E-05  -0.117272E-05
   710   0.169146E+04   0.380313E+02   0.000000E+00  -0.750802E+02   0.854389E-08   0.850965E-05  -0.116844E-05
   711   0.169377E+04   0.380269E+02   0.000000E+00  -0.766900E+02   0.852251E-08   0.854888E-05  -0.116391E-05
   712   0.169628E+04   0.380170E+02   0.000000E+00  -0.783001E+02   0.850121E-08   0.858737E-05  -0.115915E-05
   713   0.169905E+04   0.380008E+02   0.000000E+00  -0.798879E+02   0.847998E-08   0.862510E-05  -0.115417E-05
   714   0.170179E+04   0.379796E+02   0.000000E+00  -0.814682E+02   0.845883E-08   0.866207E-05  -0.114897E-05
   715   0.170479E+04   0.379520E+02   0.000000E+00  -0.830408E+02   0.843775E-08   0.869827E-05  -0.114355E-05
   716   0.170800E+04   0.379186E+02   0.000000E+00  -0.845980E+02   0.841675E-08   0.873371E-05  -0.113794E-05
   717   0.171132E+04   0.378801E+02   0.000000E+00  -0.861322E+02   0.839582E-08   0.876838E-05  -0.113212E-05
   718   0.171477E+04   0.378357E+02   0.000000E+00  -0.876655E+02   0.837496E-08   0.880227E-05  -0.112612E-05
   719   0.171842E+04   0.377838E+02   0.000000E+00  -0.891679E+02   0.835418E-08   0.883538E-05  -0.111993E-05
   720   0.172213E+04   0.377274E+02   0.000000E+00  -0.906691E+02   0.833348E-08   0.886771E-05  -0.111357E-05
   721   0.172618E+04   0.376665E+02   0.000000E+00  -0.921391E+02   0.831285E-08   0.889925E-05  -0.110704E-05
   722   0.173022E+04   0.375986E+02   0.000000E+00  -0.935926E+02   0.829229E-08   0.893000E-05  -0.110035E-05
   723   0.173446E+04   0.375261E+02   0.000000E+00  -0.950367E+02   0.827180E-08   0.895996E-05  -0.109351E-05
   724   0.173884E+04   0.374473E+02   0.000000E+00  -0.964639E+02   0.825138E-08   0.898911E-05  -0.108651E-05
   725   0.174335E+04   0.373637E+02   0.000000E+00  -0.978666E+02   0.823104E-08   0.901746E-05  -0.107938E-05
   726   0.174808E+04   0.372760E+02   0.000000E+00  -0.992445E+02   0.821077E-08   0.904500E-05  -0.107212E-05
   727   0.175286E+04   0.371811E+02   0.000000E+00  -0.100612E+03   0.819057E-08   0.907173E-05  -0.106473E-05
   728   0.175779E+04   0.370798E+02   0.000000E+00  -0.101955E+03   0.817044E-08   0.909764E-05  -0.105722E-05
   729   0.176286E+04   0.369741E+02   0.000000E+00  -0.103280E+03   0.815038E-08   0.912273E-05  -0.104960E-05
   730   0.176800E+04   0.368634E+02   0.000000E+00  -0.104579E+03   0.813039E-08   0.914700E-05  -0.104187E-05
   731   0.177343E+04   0.367460E+02   0.000000E+00  -0.105853E+03   0.811047E-08   0.917044E-05  -0.103405E-05
   732   0.177885E+04   0.366256E+02   0.000000E+00  -0.107100E+03   0.809062E-08   0.919305E-05  -0.102613E-05
   733   0.178450E+04   0.364984E+02   0.000000E+00  -0.108337E+03   0.807083E-08   0.921482E-05  -0.101814E-05
   734   0.179023E+04   0.363667E+02   0.000000E+00  -0.109532E+03   0.805112E-08   0.923576E-05  -0.101007E-05
   735   0.179610E+04   0.362288E+02   0.000000E+00  -0.110723E+03   0.803148E-08   0.925585E-05  -0.100192E-05
   736   0.180198E+04   0.360862E+02   0.000000E+00  -0.111872E+03   0.801190E-08   0.927509E-05  -0.993720E-06
   737   0.180809E+04   0.359396E+02   0.000000E+00  -0.113010E+03   0.799239E-08   0.929347E-05  -0.985462E-06
   738   0.181420E+04   0.357882E+02   0.000000E+00  -0.114105E+03   0.797295E-08   0.931101E-05  -0.977156E-06
   739   0.182047E+04   0.356311E+02   0.000000E+00  -0.115181E+03   0.795357E-08   0.932768E-05  -0.968809E-06
   740   0.182682E+04   0.354691E+02   0.000000E+00  -0.116236E+03   0.793426E-08   0.934349E-05  -0.960429E-06
   741   0.183334E+04   0.353014E+02   0.000000E+00  -0.117264E+03   0.791502E-08   0.935843E-05  -0.952023E-06
   742   0.183994E+04   0.351316E+02   0.000000E+00  -0.118257E+03   0.789584E-08   0.937249E-05  -0.943597E-06
   743   0.184663E+04   0.349575E+02   0.000000E+00  -0.119229E+03   0.787673E-08   0.938568E-05  -0.935159E-06
   744   0.185348E+04   0.347774E+02   0.000000E+00  -0.120165E+03   0.785768E-08   0.939799E-05  -0.926716E-06
   745   0.186035E+04   0.345929E+02   0.000000E+00  -0.121088E+03   0.783870E-08   0.940942E-05  -0.918274E-06
   746   0.186724E+04   0.344045E+02   0.000000E+00  -0.121960E+03   0.781978E-08   0.941995E-05  -0.909842E-06
   747   0.187423E+04   0.342108E+02   0.000000E+00  -0.122818E+03   0.780093E-08   0.942960E-05  -0.901426E-06
   748   0.188138E+04   0.340140E+02   0.000000E+00  -0.123646E+03   0.778214E-08   0.943835E-05  -0.893034E-06
   749   0.188863E+04   0.338110E+02   0.000000E+00  -0.124453E+03   0.776341E-08   0.944619E-05  -0.884671E-06
   750   0.189591E+04   0.336054E+02   0.000000E+00  -0.125224E+03   0.774475E-08   0.945314E-05  -0.876347E-06
   751   0.190329E+04   0.333950E+02   0.000000E+00  -0.125964E+03   0.772615E-08   0.945918E-05  -0.868065E-06
   752   0.191077E+04   0.331820E+02   0.000000E+00  -0.126667E+03   0.770761E-08   0.946435E-05  -0.859831E-06
   753   0.191828E+04   0.329634E+02   0.000000E+00  -0.127347E+03   0.768913E-08   0.946869E-05  -0.851645E-06
   754   0.192581E+04   0.327421E+02   0.000000E+00  -0.127989E+03   0.767072E-08   0.947224E-05  -0.843510E-06
   755   0.193351E+04   0.325168E+02   0.000000E+00  -0.128608E+03   0.765236E-08   0.947503E-05  -0.835429E-06
   756   0.194109E+04   0.322880E+02   0.000000E+00  -0.129194E+03   0.763407E-08   0.947711E-05  -0.827402E-06
   757   0.194892E+04   0.320566E+02   0.000000E+00  -0.129742E+03   0.761584E-08   0.947851E-05  -0.819432E-06
   758   0.195663E+04   0.318210E+02   0.000000E+00  -0.130257E+03   0.759767E-08   0.947928E-05  -0.811522E-06
   759   0.196450E+04   0.315820E+02   0.000000E+00  -0.130748E+03   0.757956E-08   0.947945E-05  -0.803672E-06
   760   0.197233E+04   0.313403E+02   0.000000E+00  -0.131205E+03   0.756151E-08   0.947905E-05  -0.795886E-06
   761   0.198018E+04   0.310959E+02   0.000000E+00  -0.131629E+03   0.754352E-08   0.947814E-05  -0.788166E-06
   762   0.198820E+04   0.308487E+02   0.000000E+00  -0.132019E+03   0.752559E-08   0.947674E-05  -0.780513E-06
   763   0.199609E+04   0.305996E+02   0.000000E+00  -0.132376E+03   0.750772E-08   0.947490E-05  -0.772930E-06
   764   0.200408E+04   0.303469E+02   0.000000E+00  -0.132705E+03   0.748991E-08   0.947266E-05  -0.765419E-06
   765   0.201202E+04   0.300915E+02   0.000000E+00  -0.132992E+03   0.747215E-08   0.947004E-05  -0.757982E-06
   766   0.202006E+04   0.298348E+02   0.000000E+00  -0.133251E+03   0.745446E-08   0.946710E-05  -0.750620E-06
   767   0.202804E+04   0.295761E+02   0.000000E+00  -0.133475E+03   0.743682E-08   0.946387E-05  -0.743337E-06
   768   0.203604E+04   0.293146E+02   0.000000E+00  -0.133656E+03   0.741924E-08   0.946040E-05  -0.736134E-06
   769   0.204406E+04   0.290503E+02   0.000000E+00  -0.133815E+03   0.740172E-08   0.945670E-05  -0.729013E-06
   770   0.205203E+04   0.287854E+02   0.000000E+00  -0.133937E+03   0.738426E-08   0.945284E-05  -0.721976E-06
   771   0.206002E+04   0.285184E+02   0.000000E+00  -0.134023E+03   0.736685E-08   0.944884E-05  -0.715026E-06
