#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.328451E+00   0.479482E+06   0.477026E+06  -0.138216E+00   0.310221E+00   0.555119E+04   0.476973E+06   0.479097E+06   0.476973E+06  -0.124246E-01   0.234518E+06   0.234487E+06   0.314619E-01
   0.335137E+00   0.466344E+06   0.463998E+06  -0.149897E+00   0.289805E+00   0.521076E+04   0.463910E+06   0.465976E+06   0.463910E+06  -0.120843E-01   0.228095E+06   0.228065E+06   0.296414E-01
   0.341823E+00   0.453157E+06   0.450884E+06  -0.107908E+00   0.270702E+00   0.488973E+04   0.450792E+06   0.452801E+06   0.450792E+06  -0.117426E-01   0.221645E+06   0.221617E+06   0.282328E-01
   0.348510E+00   0.439931E+06   0.437699E+06  -0.127241E+00   0.252811E+00   0.458685E+04   0.437630E+06   0.439581E+06   0.437630E+06  -0.113998E-01   0.215174E+06   0.215146E+06   0.271416E-01
   0.355196E+00   0.426889E+06   0.424682E+06  -0.145996E+00   0.236164E+00   0.430310E+04   0.424650E+06   0.426544E+06   0.424650E+06  -0.110616E-01   0.208792E+06   0.208764E+06   0.262186E-01
   0.361882E+00   0.414338E+06   0.412155E+06  -0.858378E-01   0.220825E+00   0.404013E+04   0.412157E+06   0.413996E+06   0.412157E+06  -0.107362E-01   0.202650E+06   0.202623E+06   0.253203E-01
   0.368569E+00   0.402534E+06   0.400387E+06  -0.481061E-01   0.206819E+00   0.379887E+04   0.400411E+06   0.402198E+06   0.400411E+06  -0.104303E-01   0.196875E+06   0.196848E+06   0.243534E-01
   0.375255E+00   0.391599E+06   0.389504E+06  -0.788009E-01   0.194094E+00   0.357873E+04   0.389532E+06   0.391271E+06   0.389532E+06  -0.101469E-01   0.191526E+06   0.191500E+06   0.232927E-01
   0.381941E+00   0.381492E+06   0.379464E+06  -0.916269E-01   0.182523E+00   0.337776E+04   0.379480E+06   0.381174E+06   0.379480E+06  -0.988501E-02   0.186584E+06   0.186558E+06   0.221719E-01
   0.388628E+00   0.372049E+06   0.370096E+06  -0.773187E-01   0.171934E+00   0.319309E+04   0.370090E+06   0.371743E+06   0.370090E+06  -0.964043E-02   0.181967E+06   0.181943E+06   0.210576E-01
   0.395314E+00   0.363054E+06   0.361172E+06  -0.863974E-01   0.162152E+00   0.302172E+04   0.361146E+06   0.362760E+06   0.361146E+06  -0.940744E-02   0.177570E+06   0.177546E+06   0.200177E-01
   0.402000E+00   0.354316E+06   0.352496E+06  -0.886990E-01   0.153030E+00   0.286116E+04   0.352456E+06   0.354031E+06   0.352456E+06  -0.918108E-02   0.173297E+06   0.173274E+06   0.190975E-01
   0.408687E+00   0.345718E+06   0.343946E+06  -0.603774E-01   0.144470E+00   0.270974E+04   0.343903E+06   0.345440E+06   0.343903E+06  -0.895828E-02   0.169092E+06   0.169069E+06   0.183080E-01
   0.415373E+00   0.337235E+06   0.335501E+06  -0.540453E-01   0.136425E+00   0.256673E+04   0.335464E+06   0.336963E+06   0.335464E+06  -0.873844E-02   0.164942E+06   0.164920E+06   0.176292E-01
   0.422060E+00   0.328922E+06   0.327218E+06  -0.740939E-01   0.128878E+00   0.243200E+04   0.327192E+06   0.328655E+06   0.327192E+06  -0.852298E-02   0.160875E+06   0.160854E+06   0.170227E-01
   0.428746E+00   0.320870E+06   0.319194E+06  -0.704533E-01   0.121832E+00   0.230566E+04   0.319180E+06   0.320607E+06   0.319180E+06  -0.831426E-02   0.156936E+06   0.156915E+06   0.164476E-01
   0.435432E+00   0.313162E+06   0.311517E+06  -0.543741E-01   0.115281E+00   0.218777E+04   0.311511E+06   0.312905E+06   0.311511E+06  -0.811451E-02   0.153165E+06   0.153145E+06   0.158738E-01
   0.442119E+00   0.305847E+06   0.304236E+06  -0.535374E-01   0.109208E+00   0.207813E+04   0.304233E+06   0.305595E+06   0.304233E+06  -0.792494E-02   0.149587E+06   0.149567E+06   0.152888E-01
   0.448805E+00   0.298920E+06   0.297348E+06  -0.509311E-01   0.103578E+00   0.197615E+04   0.297343E+06   0.298673E+06   0.297343E+06  -0.774544E-02   0.146199E+06   0.146179E+06   0.146969E-01
   0.455491E+00   0.292332E+06   0.290802E+06  -0.396664E-01   0.983438E-01   0.188105E+04   0.290791E+06   0.292092E+06   0.290791E+06  -0.757477E-02   0.142978E+06   0.142958E+06   0.141137E-01
   0.462178E+00   0.286014E+06   0.284525E+06  -0.422129E-01   0.934549E-01   0.179193E+04   0.284507E+06   0.285781E+06   0.284507E+06  -0.741109E-02   0.139888E+06   0.139869E+06   0.135574E-01
   0.641729E+00   0.171390E+06   0.170498E+06  -0.121990E-01   0.290479E-01   0.582940E+03   0.170485E+06   0.171250E+06   0.170485E+06  -0.444093E-02   0.838255E+05   0.838142E+05   0.588615E-02
   0.895605E+00   0.100417E+06   0.998948E+05   0.873793E-02   0.873793E-02   0.180853E+03   0.998862E+05   0.100335E+06   0.998862E+05  -0.260192E-02   0.491128E+05   0.491061E+05   0.250119E-02
   0.124992E+01   0.581029E+05   0.578006E+05   0.259578E-02   0.259578E-02   0.548153E+02   0.577954E+05   0.580556E+05   0.577954E+05  -0.150551E-02   0.284174E+05   0.284134E+05   0.105932E-02
   0.174440E+01   0.332620E+05   0.330888E+05   0.762936E-03   0.762936E-03   0.163159E+02   0.330858E+05   0.332348E+05   0.330858E+05  -0.861849E-03   0.162680E+05   0.162656E+05   0.452674E-03
   0.243451E+01   0.188666E+05   0.187681E+05   0.222179E-03   0.222179E-03   0.478789E+01   0.187666E+05   0.188511E+05   0.187666E+05  -0.488849E-03   0.922736E+04   0.922591E+04   0.198440E-03
