#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1748   0.342487E+03  -0.317319E+02   0.928321E-07  -0.317319E+02   0.133789E+02   0.106845E-06   0.928321E-07   0.106845E-06   0.114874E-08
  1749   0.342986E+03  -0.317162E+02   0.910560E-07  -0.317162E+02   0.132538E+02   0.105804E-06   0.910560E-07   0.105804E-06   0.114677E-08
  1750   0.343482E+03  -0.316947E+02   0.893325E-07  -0.316947E+02   0.131288E+02   0.104759E-06   0.893325E-07   0.104759E-06   0.114481E-08
  1751   0.343976E+03  -0.316663E+02   0.876616E-07  -0.316663E+02   0.130035E+02   0.103709E-06   0.876616E-07   0.103709E-06   0.114284E-08
  1752   0.344473E+03  -0.316290E+02   0.860429E-07  -0.316290E+02   0.128776E+02   0.102654E-06   0.860429E-07   0.102654E-06   0.114088E-08
  1753   0.344967E+03  -0.315862E+02   0.844764E-07  -0.315862E+02   0.127514E+02   0.101595E-06   0.844764E-07   0.101595E-06   0.113893E-08
  1754   0.345457E+03  -0.315358E+02   0.829617E-07  -0.315358E+02   0.126263E+02   0.100531E-06   0.829617E-07   0.100531E-06   0.113698E-08
  1755   0.345941E+03  -0.314784E+02   0.814986E-07  -0.314784E+02   0.125021E+02   0.994633E-07   0.814986E-07   0.994633E-07   0.113503E-08
  1756   0.346428E+03  -0.314140E+02   0.800869E-07  -0.314140E+02   0.123771E+02   0.983909E-07   0.800869E-07   0.983909E-07   0.113308E-08
  1757   0.346901E+03  -0.313434E+02   0.787263E-07  -0.313434E+02   0.122525E+02   0.973144E-07   0.787263E-07   0.973144E-07   0.113114E-08
  1758   0.347361E+03  -0.312665E+02   0.774165E-07  -0.312665E+02   0.121281E+02   0.962339E-07   0.774165E-07   0.962339E-07   0.112920E-08
  1759   0.347829E+03  -0.311832E+02   0.761573E-07  -0.311832E+02   0.120041E+02   0.951494E-07   0.761573E-07   0.951494E-07   0.112726E-08
  1760   0.348282E+03  -0.310928E+02   0.749486E-07  -0.310928E+02   0.118807E+02   0.940611E-07   0.749486E-07   0.940611E-07   0.112533E-08
  1761   0.348726E+03  -0.309967E+02   0.737899E-07  -0.309967E+02   0.117576E+02   0.929691E-07   0.737899E-07   0.929691E-07   0.112340E-08
  1762   0.349163E+03  -0.308942E+02   0.726811E-07  -0.308942E+02   0.116350E+02   0.918735E-07   0.726811E-07   0.918735E-07   0.112147E-08
  1763   0.349598E+03  -0.307852E+02   0.716220E-07  -0.307852E+02   0.115131E+02   0.907743E-07   0.716220E-07   0.907743E-07   0.111955E-08
  1764   0.350031E+03  -0.306711E+02   0.706123E-07  -0.306711E+02   0.113919E+02   0.896718E-07   0.706123E-07   0.896718E-07   0.111763E-08
  1765   0.350440E+03  -0.305504E+02   0.696517E-07  -0.305504E+02   0.112711E+02   0.885660E-07   0.696517E-07   0.885660E-07   0.111572E-08
  1766   0.350845E+03  -0.304247E+02   0.687400E-07  -0.304247E+02   0.111509E+02   0.874569E-07   0.687400E-07   0.874569E-07   0.111380E-08
  1767   0.351240E+03  -0.302922E+02   0.678770E-07  -0.302922E+02   0.110313E+02   0.863449E-07   0.678770E-07   0.863449E-07   0.111189E-08
  1768   0.351623E+03  -0.301546E+02   0.670624E-07  -0.301546E+02   0.109126E+02   0.852298E-07   0.670624E-07   0.852298E-07   0.110999E-08
  1769   0.352002E+03  -0.300125E+02   0.662960E-07  -0.300125E+02   0.107947E+02   0.841118E-07   0.662960E-07   0.841118E-07   0.110809E-08
  1770   0.352361E+03  -0.298637E+02   0.655775E-07  -0.298637E+02   0.106774E+02   0.829912E-07   0.655775E-07   0.829912E-07   0.110619E-08
  1771   0.352714E+03  -0.297102E+02   0.649066E-07  -0.297102E+02   0.105611E+02   0.818678E-07   0.649066E-07   0.818678E-07   0.110429E-08
  1772   0.353061E+03  -0.295522E+02   0.642833E-07  -0.295522E+02   0.104455E+02   0.807419E-07   0.642833E-07   0.807419E-07   0.110240E-08
  1773   0.353380E+03  -0.293873E+02   0.637071E-07  -0.293873E+02   0.103309E+02   0.796136E-07   0.637071E-07   0.796136E-07   0.110051E-08
  1774   0.353698E+03  -0.292192E+02   0.631779E-07  -0.292192E+02   0.102172E+02   0.784829E-07   0.631779E-07   0.784829E-07   0.109862E-08
  1775   0.354002E+03  -0.290457E+02   0.626953E-07  -0.290457E+02   0.101045E+02   0.773501E-07   0.626953E-07   0.773501E-07   0.109674E-08
  1776   0.354298E+03  -0.288667E+02   0.622593E-07  -0.288667E+02   0.999270E+01   0.762151E-07   0.622593E-07   0.762151E-07   0.109486E-08
  1777   0.354563E+03  -0.286843E+02   0.618694E-07  -0.286843E+02   0.988210E+01   0.750781E-07   0.618694E-07   0.750781E-07   0.109298E-08
  1778   0.354826E+03  -0.284964E+02   0.615256E-07  -0.284964E+02   0.977241E+01   0.739391E-07   0.615256E-07   0.739391E-07   0.109111E-08
  1779   0.355073E+03  -0.283044E+02   0.612274E-07  -0.283044E+02   0.966392E+01   0.727984E-07   0.612274E-07   0.727984E-07   0.108924E-08
  1780   0.355309E+03  -0.281075E+02   0.609747E-07  -0.281075E+02   0.955650E+01   0.716560E-07   0.609747E-07   0.716560E-07   0.108737E-08
  1781   0.355535E+03  -0.279064E+02   0.607673E-07  -0.279064E+02   0.945019E+01   0.705121E-07   0.607673E-07   0.705121E-07   0.108551E-08
  1782   0.355727E+03  -0.277011E+02   0.606049E-07  -0.277011E+02   0.934511E+01   0.693666E-07   0.606049E-07   0.693666E-07   0.108364E-08
  1783   0.355915E+03  -0.274914E+02   0.604872E-07  -0.274914E+02   0.924122E+01   0.682198E-07   0.604872E-07   0.682198E-07   0.108179E-08
  1784   0.356099E+03  -0.272768E+02   0.604140E-07  -0.272768E+02   0.913849E+01   0.670717E-07   0.604140E-07   0.670717E-07   0.107993E-08
  1785   0.356255E+03  -0.270593E+02   0.603851E-07  -0.270593E+02   0.903710E+01   0.659225E-07   0.603851E-07   0.659225E-07   0.107808E-08
  1786   0.356398E+03  -0.268374E+02   0.604002E-07  -0.268374E+02   0.893693E+01   0.647722E-07   0.604002E-07   0.647722E-07   0.107623E-08
  1787   0.356527E+03  -0.266111E+02   0.604591E-07  -0.266111E+02   0.883819E+01   0.636209E-07   0.604591E-07   0.636209E-07   0.107439E-08
  1788   0.356643E+03  -0.263826E+02   0.605615E-07  -0.263826E+02   0.874067E+01   0.624689E-07   0.605615E-07   0.624689E-07   0.107255E-08
  1789   0.356736E+03  -0.261488E+02   0.607072E-07  -0.261488E+02   0.864451E+01   0.613161E-07   0.607072E-07   0.613161E-07   0.107071E-08
  1790   0.356806E+03  -0.259120E+02   0.608959E-07  -0.259120E+02   0.854972E+01   0.601627E-07   0.608959E-07   0.601627E-07   0.106887E-08
  1791   0.356869E+03  -0.256721E+02   0.611275E-07  -0.256721E+02   0.845629E+01   0.590087E-07   0.611275E-07   0.590087E-07   0.106704E-08
  1792   0.356915E+03  -0.254276E+02   0.614015E-07  -0.254276E+02   0.836431E+01   0.578544E-07   0.614015E-07   0.578544E-07   0.106521E-08
  1793   0.356930E+03  -0.251800E+02   0.617179E-07  -0.251800E+02   0.827376E+01   0.566998E-07   0.617179E-07   0.566998E-07   0.106339E-08
  1794   0.356942E+03  -0.249292E+02   0.620764E-07  -0.249292E+02   0.818459E+01   0.555449E-07   0.620764E-07   0.555449E-07   0.106156E-08
  1795   0.356937E+03  -0.246751E+02   0.624766E-07  -0.246751E+02   0.809708E+01   0.543900E-07   0.624766E-07   0.543900E-07   0.105974E-08
  1796   0.356884E+03  -0.244171E+02   0.629184E-07  -0.244171E+02   0.801096E+01   0.532351E-07   0.629184E-07   0.532351E-07   0.105793E-08
  1797   0.356849E+03  -0.241565E+02   0.634016E-07  -0.241565E+02   0.792626E+01   0.520804E-07   0.634016E-07   0.520804E-07   0.105611E-08
  1798   0.356780E+03  -0.238918E+02   0.639258E-07  -0.238918E+02   0.784310E+01   0.509258E-07   0.639258E-07   0.509258E-07   0.105430E-08
  1799   0.356692E+03  -0.236244E+02   0.644909E-07  -0.236244E+02   0.776160E+01   0.497717E-07   0.644909E-07   0.497717E-07   0.105250E-08
  1800   0.356590E+03  -0.233544E+02   0.650966E-07  -0.233544E+02   0.768165E+01   0.486179E-07   0.650966E-07   0.486179E-07   0.105069E-08
  1801   0.356476E+03  -0.230807E+02   0.657426E-07  -0.230807E+02   0.760319E+01   0.474647E-07   0.657426E-07   0.474647E-07   0.104889E-08
  1802   0.356348E+03  -0.228045E+02   0.664285E-07  -0.228045E+02   0.752628E+01   0.463122E-07   0.664285E-07   0.463122E-07   0.104709E-08
  1803   0.356191E+03  -0.225261E+02   0.671540E-07  -0.225261E+02   0.745102E+01   0.451604E-07   0.671540E-07   0.451604E-07   0.104530E-08
  1804   0.356005E+03  -0.222441E+02   0.679187E-07  -0.222441E+02   0.737729E+01   0.440095E-07   0.679187E-07   0.440095E-07   0.104351E-08
  1805   0.355804E+03  -0.219602E+02   0.687221E-07  -0.219602E+02   0.730528E+01   0.428595E-07   0.687221E-07   0.428595E-07   0.104172E-08
  1806   0.355597E+03  -0.216741E+02   0.695638E-07  -0.216741E+02   0.723494E+01   0.417106E-07   0.695638E-07   0.417106E-07   0.103993E-08
  1807   0.355359E+03  -0.213860E+02   0.704435E-07  -0.213860E+02   0.716623E+01   0.405628E-07   0.704435E-07   0.405628E-07   0.103815E-08
  1808   0.355106E+03  -0.210959E+02   0.713608E-07  -0.210959E+02   0.709897E+01   0.394163E-07   0.713608E-07   0.394163E-07   0.103637E-08
  1809   0.354837E+03  -0.208041E+02   0.723153E-07  -0.208041E+02   0.703326E+01   0.382712E-07   0.723153E-07   0.382712E-07   0.103459E-08
  1810   0.354552E+03  -0.205108E+02   0.733065E-07  -0.205108E+02   0.696936E+01   0.371275E-07   0.733065E-07   0.371275E-07   0.103282E-08
  1811   0.354235E+03  -0.202160E+02   0.743341E-07  -0.202160E+02   0.690707E+01   0.359853E-07   0.743341E-07   0.359853E-07   0.103105E-08
  1812   0.353910E+03  -0.199200E+02   0.753976E-07  -0.199200E+02   0.684652E+01   0.348448E-07   0.753976E-07   0.348448E-07   0.102928E-08
  1813   0.353568E+03  -0.196229E+02   0.764967E-07  -0.196229E+02   0.678757E+01   0.337060E-07   0.764967E-07   0.337060E-07   0.102752E-08
  1814   0.353201E+03  -0.193248E+02   0.776310E-07  -0.193248E+02   0.673027E+01   0.325691E-07   0.776310E-07   0.325691E-07   0.102575E-08
  1815   0.352823E+03  -0.190259E+02   0.788000E-07  -0.190259E+02   0.667465E+01   0.314342E-07   0.788000E-07   0.314342E-07   0.102400E-08
  1816   0.352428E+03  -0.187264E+02   0.800035E-07  -0.187264E+02   0.662066E+01   0.303012E-07   0.800035E-07   0.303012E-07   0.102224E-08
  1817   0.352007E+03  -0.184262E+02   0.812409E-07  -0.184262E+02   0.656835E+01   0.291705E-07   0.812409E-07   0.291705E-07   0.102049E-08
  1818   0.351568E+03  -0.181256E+02   0.825118E-07  -0.181256E+02   0.651774E+01   0.280419E-07   0.825118E-07   0.280419E-07   0.101874E-08
  1819   0.351095E+03  -0.178248E+02   0.838160E-07  -0.178248E+02   0.646894E+01   0.269158E-07   0.838160E-07   0.269158E-07   0.101699E-08
  1820   0.350626E+03  -0.175238E+02   0.851529E-07  -0.175238E+02   0.642162E+01   0.257920E-07   0.851529E-07   0.257920E-07   0.101525E-08
  1821   0.350144E+03  -0.172228E+02   0.865222E-07  -0.172228E+02   0.637610E+01   0.246708E-07   0.865222E-07   0.246708E-07   0.101351E-08
  1822   0.349635E+03  -0.169220E+02   0.879235E-07  -0.169220E+02   0.633220E+01   0.235523E-07   0.879235E-07   0.235523E-07   0.101177E-08
  1823   0.349136E+03  -0.166213E+02   0.893564E-07  -0.166213E+02   0.629009E+01   0.224365E-07   0.893564E-07   0.224365E-07   0.101004E-08
  1824   0.348594E+03  -0.163210E+02   0.908204E-07  -0.163210E+02   0.624937E+01   0.213236E-07   0.908204E-07   0.213236E-07   0.100830E-08
  1825   0.348039E+03  -0.160212E+02   0.923153E-07  -0.160212E+02   0.621029E+01   0.202135E-07   0.923153E-07   0.202135E-07   0.100657E-08
  1826   0.347463E+03  -0.157220E+02   0.938405E-07  -0.157220E+02   0.617370E+01   0.191066E-07   0.938405E-07   0.191066E-07   0.100485E-08
  1827   0.346881E+03  -0.154234E+02   0.953957E-07  -0.154234E+02   0.613845E+01   0.180027E-07   0.953957E-07   0.180027E-07   0.100313E-08
  1828   0.346270E+03  -0.151257E+02   0.969806E-07  -0.151257E+02   0.610479E+01   0.169022E-07   0.969806E-07   0.169022E-07   0.100141E-08
  1829   0.345644E+03  -0.148289E+02   0.985946E-07  -0.148289E+02   0.607202E+01   0.158049E-07   0.985946E-07   0.158049E-07   0.999689E-09
  1830   0.345004E+03  -0.145331E+02   0.100237E-06  -0.145331E+02   0.604239E+01   0.147111E-07   0.100237E-06   0.147111E-07   0.997975E-09
  1831   0.344348E+03  -0.142385E+02   0.101909E-06  -0.142385E+02   0.601371E+01   0.136208E-07   0.101909E-06   0.136208E-07   0.996263E-09
  1832   0.343670E+03  -0.139451E+02   0.103608E-06  -0.139451E+02   0.598676E+01   0.125342E-07   0.103608E-06   0.125342E-07   0.994555E-09
  1833   0.342983E+03  -0.136529E+02   0.105335E-06  -0.136529E+02   0.596157E+01   0.114513E-07   0.105335E-06   0.114513E-07   0.992849E-09
  1834   0.342281E+03  -0.133624E+02   0.107089E-06  -0.133624E+02   0.593743E+01   0.103723E-07   0.107089E-06   0.103723E-07   0.991147E-09
  1835   0.341555E+03  -0.130731E+02   0.108869E-06  -0.130731E+02   0.591586E+01   0.929718E-08   0.108869E-06   0.929718E-08   0.989447E-09
  1836   0.340812E+03  -0.127857E+02   0.110677E-06  -0.127857E+02   0.589689E+01   0.822611E-08   0.110677E-06   0.822611E-08   0.987750E-09
  1837   0.340060E+03  -0.124999E+02   0.112510E-06  -0.124999E+02   0.587759E+01   0.715918E-08   0.112510E-06   0.715918E-08   0.986056E-09
  1838   0.339290E+03  -0.122160E+02   0.114369E-06  -0.122160E+02   0.586096E+01   0.609648E-08   0.114369E-06   0.609648E-08   0.984365E-09
  1839   0.338496E+03  -0.119339E+02   0.116253E-06  -0.119339E+02   0.584629E+01   0.503812E-08   0.116253E-06   0.503812E-08   0.982677E-09
  1840   0.337699E+03  -0.116539E+02   0.118161E-06  -0.116539E+02   0.583213E+01   0.398419E-08   0.118161E-06   0.398419E-08   0.980992E-09
  1841   0.336883E+03  -0.113758E+02   0.120095E-06  -0.113758E+02   0.582074E+01   0.293480E-08   0.120095E-06   0.293480E-08   0.979309E-09
  1842   0.336050E+03  -0.110999E+02   0.122052E-06  -0.110999E+02   0.581067E+01   0.189004E-08   0.122052E-06   0.189004E-08   0.977630E-09
  1843   0.335197E+03  -0.108263E+02   0.124033E-06  -0.108263E+02   0.580195E+01   0.850017E-09   0.124033E-06   0.850017E-09   0.975953E-09
  1844   0.334333E+03  -0.105548E+02   0.126037E-06  -0.105548E+02   0.579536E+01  -0.185174E-09   0.126037E-06  -0.185174E-09   0.974279E-09
  1845   0.333472E+03  -0.102858E+02   0.128064E-06  -0.102858E+02   0.579018E+01  -0.121543E-08   0.128064E-06  -0.121543E-08   0.972608E-09
  1846   0.332569E+03  -0.100191E+02   0.130113E-06  -0.100191E+02   0.578720E+01  -0.224066E-08   0.130113E-06  -0.224066E-08   0.970940E-09
  1847   0.331661E+03  -0.975507E+01   0.132184E-06  -0.975507E+01   0.578571E+01  -0.326075E-08   0.132184E-06  -0.326075E-08   0.969274E-09
  1848   0.330732E+03  -0.949343E+01   0.134277E-06  -0.949343E+01   0.578574E+01  -0.427561E-08   0.134277E-06  -0.427561E-08   0.967611E-09
  1849   0.329791E+03  -0.923443E+01   0.136392E-06  -0.923443E+01   0.578732E+01  -0.528514E-08   0.136392E-06  -0.528514E-08   0.965952E-09
  1850   0.328836E+03  -0.897809E+01   0.138527E-06  -0.897809E+01   0.579049E+01  -0.628924E-08   0.138527E-06  -0.628924E-08   0.964295E-09
  1851   0.327845E+03  -0.872450E+01   0.140682E-06  -0.872450E+01   0.579601E+01  -0.728782E-08   0.140682E-06  -0.728782E-08   0.962640E-09
  1852   0.326870E+03  -0.847378E+01   0.142858E-06  -0.847378E+01   0.580390E+01  -0.828082E-08   0.142858E-06  -0.828082E-08   0.960989E-09
  1853   0.325859E+03  -0.822589E+01   0.145053E-06  -0.822589E+01   0.581192E+01  -0.926820E-08   0.145053E-06  -0.926820E-08   0.959340E-09
  1854   0.324843E+03  -0.798110E+01   0.147267E-06  -0.798110E+01   0.582157E+01  -0.102499E-07   0.147267E-06  -0.102499E-07   0.957694E-09
  1855   0.323813E+03  -0.773932E+01   0.149501E-06  -0.773932E+01   0.583210E+01  -0.112259E-07   0.149501E-06  -0.112259E-07   0.956051E-09
  1856   0.322777E+03  -0.750059E+01   0.151753E-06  -0.750059E+01   0.584500E+01  -0.121961E-07   0.151753E-06  -0.121961E-07   0.954411E-09
  1857   0.321721E+03  -0.726518E+01   0.154024E-06  -0.726518E+01   0.586027E+01  -0.131605E-07   0.154024E-06  -0.131605E-07   0.952773E-09
  1858   0.320652E+03  -0.703306E+01   0.156312E-06  -0.703306E+01   0.587568E+01  -0.141190E-07   0.156312E-06  -0.141190E-07   0.951138E-09
  1859   0.319577E+03  -0.680442E+01   0.158618E-06  -0.680442E+01   0.589347E+01  -0.150717E-07   0.158618E-06  -0.150717E-07   0.949506E-09
  1860   0.318482E+03  -0.657909E+01   0.160942E-06  -0.657909E+01   0.591141E+01  -0.160183E-07   0.160942E-06  -0.160183E-07   0.947877E-09
  1861   0.317390E+03  -0.635741E+01   0.163282E-06  -0.635741E+01   0.593172E+01  -0.169590E-07   0.163282E-06  -0.169590E-07   0.946250E-09
  1862   0.316284E+03  -0.613920E+01   0.165639E-06  -0.613920E+01   0.595293E+01  -0.178936E-07   0.165639E-06  -0.178936E-07   0.944626E-09
  1863   0.315152E+03  -0.592459E+01   0.168011E-06  -0.592459E+01   0.597577E+01  -0.188221E-07   0.168011E-06  -0.188221E-07   0.943005E-09
  1864   0.314030E+03  -0.571377E+01   0.170400E-06  -0.571377E+01   0.600099E+01  -0.197444E-07   0.170400E-06  -0.197444E-07   0.941387E-09
  1865   0.312888E+03  -0.550671E+01   0.172804E-06  -0.550671E+01   0.602637E+01  -0.206606E-07   0.172804E-06  -0.206606E-07   0.939771E-09
  1866   0.311748E+03  -0.530352E+01   0.175223E-06  -0.530352E+01   0.605265E+01  -0.215705E-07   0.175223E-06  -0.215705E-07   0.938158E-09
  1867   0.310582E+03  -0.510405E+01   0.177657E-06  -0.510405E+01   0.608057E+01  -0.224741E-07   0.177657E-06  -0.224741E-07   0.936548E-09
  1868   0.309419E+03  -0.490869E+01   0.180106E-06  -0.490869E+01   0.610940E+01  -0.233713E-07   0.180106E-06  -0.233713E-07   0.934940E-09
  1869   0.308252E+03  -0.471720E+01   0.182568E-06  -0.471720E+01   0.613912E+01  -0.242622E-07   0.182568E-06  -0.242622E-07   0.933335E-09
  1870   0.307072E+03  -0.452993E+01   0.185044E-06  -0.452993E+01   0.617050E+01  -0.251467E-07   0.185044E-06  -0.251467E-07   0.931733E-09
  1871   0.305882E+03  -0.434662E+01   0.187533E-06  -0.434662E+01   0.620352E+01  -0.260246E-07   0.187533E-06  -0.260246E-07   0.930134E-09
  1872   0.304695E+03  -0.416762E+01   0.190036E-06  -0.416762E+01   0.623671E+01  -0.268960E-07   0.190036E-06  -0.268960E-07   0.928537E-09
  1873   0.303496E+03  -0.399274E+01   0.192551E-06  -0.399274E+01   0.627155E+01  -0.277609E-07   0.192551E-06  -0.277609E-07   0.926943E-09
  1874   0.302294E+03  -0.382219E+01   0.195078E-06  -0.382219E+01   0.630655E+01  -0.286191E-07   0.195078E-06  -0.286191E-07   0.925352E-09
  1875   0.301088E+03  -0.365593E+01   0.197617E-06  -0.365593E+01   0.634322E+01  -0.294706E-07   0.197617E-06  -0.294706E-07   0.923763E-09
  1876   0.299871E+03  -0.349394E+01   0.200167E-06  -0.349394E+01   0.638079E+01  -0.303154E-07   0.200167E-06  -0.303154E-07   0.922177E-09
  1877   0.298650E+03  -0.333641E+01   0.202729E-06  -0.333641E+01   0.641928E+01  -0.311535E-07   0.202729E-06  -0.311535E-07   0.920593E-09
  1878   0.297419E+03  -0.318331E+01   0.205302E-06  -0.318331E+01   0.645795E+01  -0.319847E-07   0.205302E-06  -0.319847E-07   0.919012E-09
  1879   0.296192E+03  -0.303455E+01   0.207885E-06  -0.303455E+01   0.649753E+01  -0.328091E-07   0.207885E-06  -0.328091E-07   0.917434E-09
  1880   0.294962E+03  -0.289045E+01   0.210478E-06  -0.289045E+01   0.653803E+01  -0.336265E-07   0.210478E-06  -0.336265E-07   0.915859E-09
  1881   0.293729E+03  -0.275078E+01   0.213081E-06  -0.275078E+01   0.657945E+01  -0.344370E-07   0.213081E-06  -0.344370E-07   0.914286E-09
  1882   0.292485E+03  -0.261566E+01   0.215693E-06  -0.261566E+01   0.662254E+01  -0.352405E-07   0.215693E-06  -0.352405E-07   0.912716E-09
  1883   0.291246E+03  -0.248519E+01   0.218315E-06  -0.248519E+01   0.666507E+01  -0.360369E-07   0.218315E-06  -0.360369E-07   0.911148E-09
  1884   0.290005E+03  -0.235936E+01   0.220945E-06  -0.235936E+01   0.671001E+01  -0.368262E-07   0.220945E-06  -0.368262E-07   0.909583E-09
  1885   0.288760E+03  -0.223829E+01   0.223583E-06  -0.223829E+01   0.675439E+01  -0.376083E-07   0.223583E-06  -0.376083E-07   0.908021E-09
  1886   0.287506E+03  -0.212179E+01   0.226230E-06  -0.212179E+01   0.680043E+01  -0.383833E-07   0.226230E-06  -0.383833E-07   0.906461E-09
  1887   0.286250E+03  -0.201022E+01   0.228884E-06  -0.201022E+01   0.684667E+01  -0.391510E-07   0.228884E-06  -0.391510E-07   0.904904E-09
  1888   0.285006E+03  -0.190332E+01   0.231545E-06  -0.190332E+01   0.689310E+01  -0.399114E-07   0.231545E-06  -0.399114E-07   0.903349E-09
  1889   0.283746E+03  -0.180128E+01   0.234213E-06  -0.180128E+01   0.694045E+01  -0.406645E-07   0.234213E-06  -0.406645E-07   0.901797E-09
  1890   0.282490E+03  -0.170415E+01   0.236888E-06  -0.170415E+01   0.698875E+01  -0.414102E-07   0.236888E-06  -0.414102E-07   0.900248E-09
  1891   0.281240E+03  -0.161176E+01   0.239569E-06  -0.161176E+01   0.703797E+01  -0.421484E-07   0.239569E-06  -0.421484E-07   0.898701E-09
  1892   0.279981E+03  -0.152444E+01   0.242256E-06  -0.152444E+01   0.708740E+01  -0.428791E-07   0.242256E-06  -0.428791E-07   0.897157E-09
  1893   0.278721E+03  -0.144188E+01   0.244948E-06  -0.144188E+01   0.713776E+01  -0.436023E-07   0.244948E-06  -0.436023E-07   0.895615E-09
  1894   0.277466E+03  -0.136418E+01   0.247646E-06  -0.136418E+01   0.718831E+01  -0.443180E-07   0.247646E-06  -0.443180E-07   0.894076E-09
  1895   0.276202E+03  -0.129156E+01   0.250348E-06  -0.129156E+01   0.723981E+01  -0.450260E-07   0.250348E-06  -0.450260E-07   0.892540E-09
  1896   0.274944E+03  -0.122397E+01   0.253055E-06  -0.122397E+01   0.729226E+01  -0.457263E-07   0.253055E-06  -0.457263E-07   0.891006E-09
  1897   0.273693E+03  -0.116139E+01   0.255766E-06  -0.116139E+01   0.734416E+01  -0.464189E-07   0.255766E-06  -0.464189E-07   0.889475E-09
  1898   0.272433E+03  -0.110402E+01   0.258480E-06  -0.110402E+01   0.739701E+01  -0.471037E-07   0.258480E-06  -0.471037E-07   0.887946E-09
  1899   0.271179E+03  -0.105160E+01   0.261198E-06  -0.105160E+01   0.745080E+01  -0.477807E-07   0.261198E-06  -0.477807E-07   0.886420E-09
  1900   0.269917E+03  -0.100441E+01   0.263919E-06  -0.100441E+01   0.750406E+01  -0.484498E-07   0.263919E-06  -0.484498E-07   0.884896E-09
  1901   0.268661E+03  -0.962469E+00   0.266643E-06  -0.962469E+00   0.755826E+01  -0.491110E-07   0.266643E-06  -0.491110E-07   0.883375E-09
  1902   0.267413E+03  -0.925546E+00   0.269368E-06  -0.925546E+00   0.761265E+01  -0.497643E-07   0.269368E-06  -0.497643E-07   0.881856E-09
  1903   0.266157E+03  -0.893388E+00   0.272096E-06  -0.893388E+00   0.766719E+01  -0.504096E-07   0.272096E-06  -0.504096E-07   0.880340E-09
  1904   0.264923E+03  -0.865743E+00   0.274825E-06  -0.865743E+00   0.772334E+01  -0.510469E-07   0.274825E-06  -0.510469E-07   0.878826E-09
  1905   0.263661E+03  -0.843844E+00   0.277554E-06  -0.843844E+00   0.777885E+01  -0.516762E-07   0.277554E-06  -0.516762E-07   0.877315E-09
  1906   0.262414E+03  -0.826995E+00   0.280284E-06  -0.826995E+00   0.783444E+01  -0.522975E-07   0.280284E-06  -0.522975E-07   0.875806E-09
  1907   0.261177E+03  -0.813754E+00   0.283014E-06  -0.813754E+00   0.789155E+01  -0.529107E-07   0.283014E-06  -0.529107E-07   0.874300E-09
  1908   0.259940E+03  -0.806396E+00   0.285743E-06  -0.806396E+00   0.794795E+01  -0.535159E-07   0.285743E-06  -0.535159E-07   0.872797E-09
  1909   0.258699E+03  -0.802736E+00   0.288471E-06  -0.802736E+00   0.800434E+01  -0.541130E-07   0.288471E-06  -0.541130E-07   0.871295E-09
  1910   0.257467E+03  -0.804306E+00   0.291198E-06  -0.804306E+00   0.806218E+01  -0.547019E-07   0.291198E-06  -0.547019E-07   0.869797E-09
  1911   0.256246E+03  -0.811152E+00   0.293923E-06  -0.811152E+00   0.811922E+01  -0.552827E-07   0.293923E-06  -0.552827E-07   0.868301E-09
  1912   0.255028E+03  -0.821089E+00   0.296645E-06  -0.821089E+00   0.817617E+01  -0.558553E-07   0.296645E-06  -0.558553E-07   0.866807E-09
  1913   0.253821E+03  -0.835650E+00   0.299365E-06  -0.835650E+00   0.823302E+01  -0.564197E-07   0.299365E-06  -0.564197E-07   0.865316E-09
  1914   0.252610E+03  -0.854878E+00   0.302081E-06  -0.854878E+00   0.828972E+01  -0.569760E-07   0.302081E-06  -0.569760E-07   0.863827E-09
  1915   0.251411E+03  -0.878819E+00   0.304794E-06  -0.878819E+00   0.834700E+01  -0.575239E-07   0.304794E-06  -0.575239E-07   0.862341E-09
  1916   0.250209E+03  -0.906776E+00   0.307502E-06  -0.906776E+00   0.840408E+01  -0.580637E-07   0.307502E-06  -0.580637E-07   0.860857E-09
  1917   0.249027E+03  -0.939537E+00   0.310205E-06  -0.939537E+00   0.846020E+01  -0.585951E-07   0.310205E-06  -0.585951E-07   0.859376E-09
  1918   0.247843E+03  -0.976403E+00   0.312904E-06  -0.976403E+00   0.851757E+01  -0.591183E-07   0.312904E-06  -0.591183E-07   0.857897E-09
  1919   0.246672E+03  -0.101742E+01   0.315597E-06  -0.101742E+01   0.857391E+01  -0.596331E-07   0.315597E-06  -0.596331E-07   0.856420E-09
  1920   0.245507E+03  -0.106264E+01   0.318283E-06  -0.106264E+01   0.862996E+01  -0.601395E-07   0.318283E-06  -0.601395E-07   0.854946E-09
  1921   0.244341E+03  -0.111135E+01   0.320964E-06  -0.111135E+01   0.868642E+01  -0.606376E-07   0.320964E-06  -0.606376E-07   0.853475E-09
  1922   0.243196E+03  -0.116435E+01   0.323637E-06  -0.116435E+01   0.874179E+01  -0.611273E-07   0.323637E-06  -0.611273E-07   0.852005E-09
  1923   0.242052E+03  -0.122094E+01   0.326303E-06  -0.122094E+01   0.879752E+01  -0.616086E-07   0.326303E-06  -0.616086E-07   0.850539E-09
