#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   378   0.207116E+04   0.605499E+02   0.284552E-04   0.605499E+02   0.210805E+02   0.114900E-05   0.284552E-04   0.114900E-05   0.233986E-07
   379   0.205345E+04   0.587500E+02   0.280989E-04   0.587500E+02   0.211812E+02   0.114933E-05   0.280989E-04   0.114933E-05   0.233140E-07
   380   0.203623E+04   0.569350E+02   0.277448E-04   0.569350E+02   0.212793E+02   0.114986E-05   0.277448E-04   0.114986E-05   0.232298E-07
   381   0.201935E+04   0.551077E+02   0.273931E-04   0.551077E+02   0.213711E+02   0.115062E-05   0.273931E-04   0.115062E-05   0.231460E-07
   382   0.200283E+04   0.532689E+02   0.270437E-04   0.532689E+02   0.214619E+02   0.115161E-05   0.270437E-04   0.115161E-05   0.230627E-07
   383   0.198680E+04   0.514168E+02   0.266966E-04   0.514168E+02   0.215485E+02   0.115285E-05   0.266966E-04   0.115285E-05   0.229797E-07
   384   0.197127E+04   0.495552E+02   0.263520E-04   0.495552E+02   0.216311E+02   0.115436E-05   0.263520E-04   0.115436E-05   0.228972E-07
   385   0.195602E+04   0.476823E+02   0.260099E-04   0.476823E+02   0.217118E+02   0.115616E-05   0.260099E-04   0.115616E-05   0.228150E-07
   386   0.194127E+04   0.458004E+02   0.256704E-04   0.458004E+02   0.217884E+02   0.115826E-05   0.256704E-04   0.115826E-05   0.227333E-07
   387   0.192688E+04   0.439093E+02   0.253334E-04   0.439093E+02   0.218609E+02   0.116068E-05   0.253334E-04   0.116068E-05   0.226519E-07
   388   0.191292E+04   0.420103E+02   0.249990E-04   0.420103E+02   0.219300E+02   0.116344E-05   0.249990E-04   0.116344E-05   0.225710E-07
   389   0.189939E+04   0.401035E+02   0.246673E-04   0.401035E+02   0.219935E+02   0.116655E-05   0.246673E-04   0.116655E-05   0.224904E-07
   390   0.188630E+04   0.381907E+02   0.243383E-04   0.381907E+02   0.220566E+02   0.117002E-05   0.243383E-04   0.117002E-05   0.224102E-07
   391   0.187365E+04   0.362706E+02   0.240121E-04   0.362706E+02   0.221147E+02   0.117388E-05   0.240121E-04   0.117388E-05   0.223304E-07
   392   0.186136E+04   0.343459E+02   0.236887E-04   0.343459E+02   0.221709E+02   0.117815E-05   0.236887E-04   0.117815E-05   0.222509E-07
   393   0.184958E+04   0.324158E+02   0.233681E-04   0.324158E+02   0.222221E+02   0.118283E-05   0.233681E-04   0.118283E-05   0.221719E-07
   394   0.183817E+04   0.304824E+02   0.230504E-04   0.304824E+02   0.222699E+02   0.118794E-05   0.230504E-04   0.118794E-05   0.220932E-07
   395   0.182713E+04   0.285441E+02   0.227357E-04   0.285441E+02   0.223135E+02   0.119351E-05   0.227357E-04   0.119351E-05   0.220148E-07
   396   0.181661E+04   0.266044E+02   0.224240E-04   0.266044E+02   0.223536E+02   0.119954E-05   0.224240E-04   0.119954E-05   0.219369E-07
   397   0.180639E+04   0.246617E+02   0.221154E-04   0.246617E+02   0.223902E+02   0.120606E-05   0.221154E-04   0.120606E-05   0.218593E-07
   398   0.179669E+04   0.227174E+02   0.218098E-04   0.227174E+02   0.224225E+02   0.121308E-05   0.218098E-04   0.121308E-05   0.217821E-07
   399   0.178736E+04   0.207722E+02   0.215074E-04   0.207722E+02   0.224514E+02   0.122062E-05   0.215074E-04   0.122062E-05   0.217052E-07
   400   0.177841E+04   0.188268E+02   0.212081E-04   0.188268E+02   0.224767E+02   0.122869E-05   0.212081E-04   0.122869E-05   0.216287E-07
   401   0.176992E+04   0.168818E+02   0.209121E-04   0.168818E+02   0.224977E+02   0.123730E-05   0.209121E-04   0.123730E-05   0.215525E-07
   402   0.176188E+04   0.149382E+02   0.206193E-04   0.149382E+02   0.225145E+02   0.124643E-05   0.206193E-04   0.124643E-05   0.214767E-07
   403   0.175422E+04   0.129966E+02   0.203295E-04   0.129966E+02   0.225283E+02   0.125606E-05   0.203295E-04   0.125606E-05   0.214012E-07
   404   0.174694E+04   0.110586E+02   0.200428E-04   0.110586E+02   0.225379E+02   0.126615E-05   0.200428E-04   0.126615E-05   0.213260E-07
   405   0.174013E+04   0.912369E+01   0.197592E-04   0.912369E+01   0.225430E+02   0.127668E-05   0.197592E-04   0.127668E-05   0.212513E-07
   406   0.173362E+04   0.719404E+01   0.194784E-04   0.719404E+01   0.225452E+02   0.128762E-05   0.194784E-04   0.128762E-05   0.211768E-07
   407   0.172758E+04   0.526828E+01   0.192006E-04   0.526828E+01   0.225430E+02   0.129893E-05   0.192006E-04   0.129893E-05   0.211027E-07
   408   0.172193E+04   0.335098E+01   0.189255E-04   0.335098E+01   0.225370E+02   0.131060E-05   0.189255E-04   0.131060E-05   0.210289E-07
   409   0.171674E+04   0.144000E+01   0.186533E-04   0.144000E+01   0.225280E+02   0.132259E-05   0.186533E-04   0.132259E-05   0.209555E-07
   410   0.171187E+04  -0.463838E+00   0.183837E-04  -0.463838E+00   0.225138E+02   0.133487E-05   0.183837E-04   0.133487E-05   0.208824E-07
   411   0.170747E+04  -0.235820E+01   0.181168E-04  -0.235820E+01   0.224966E+02   0.134742E-05   0.181168E-04   0.134742E-05   0.208097E-07
   412   0.170339E+04  -0.424373E+01   0.178525E-04  -0.424373E+01   0.224755E+02   0.136021E-05   0.178525E-04   0.136021E-05   0.207372E-07
   413   0.169971E+04  -0.611886E+01   0.175907E-04  -0.611886E+01   0.224505E+02   0.137320E-05   0.175907E-04   0.137320E-05   0.206651E-07
   414   0.169635E+04  -0.798348E+01   0.173314E-04  -0.798348E+01   0.224217E+02   0.138638E-05   0.173314E-04   0.138638E-05   0.205934E-07
   415   0.169346E+04  -0.983529E+01   0.170746E-04  -0.983529E+01   0.223897E+02   0.139970E-05   0.170746E-04   0.139970E-05   0.205219E-07
   416   0.169091E+04  -0.116757E+02   0.168200E-04  -0.116757E+02   0.223531E+02   0.141316E-05   0.168200E-04   0.141316E-05   0.204508E-07
   417   0.168868E+04  -0.135038E+02   0.165678E-04  -0.135038E+02   0.223132E+02   0.142670E-05   0.165678E-04   0.142670E-05   0.203800E-07
   418   0.168685E+04  -0.153166E+02   0.163178E-04  -0.153166E+02   0.222679E+02   0.144031E-05   0.163178E-04   0.144031E-05   0.203095E-07
   419   0.168543E+04  -0.171147E+02   0.160701E-04  -0.171147E+02   0.222200E+02   0.145396E-05   0.160701E-04   0.145396E-05   0.202394E-07
   420   0.168434E+04  -0.188980E+02   0.158244E-04  -0.188980E+02   0.221689E+02   0.146762E-05   0.158244E-04   0.146762E-05   0.201696E-07
   421   0.168366E+04  -0.206650E+02   0.155808E-04  -0.206650E+02   0.221137E+02   0.148126E-05   0.155808E-04   0.148126E-05   0.201001E-07
   422   0.168332E+04  -0.224162E+02   0.153392E-04  -0.224162E+02   0.220544E+02   0.149485E-05   0.153392E-04   0.149485E-05   0.200309E-07
   423   0.168324E+04  -0.241494E+02   0.150996E-04  -0.241494E+02   0.219910E+02   0.150837E-05   0.150996E-04   0.150837E-05   0.199620E-07
   424   0.168350E+04  -0.258653E+02   0.148619E-04  -0.258653E+02   0.219242E+02   0.152178E-05   0.148619E-04   0.152178E-05   0.198934E-07
   425   0.168418E+04  -0.275615E+02   0.146260E-04  -0.275615E+02   0.218533E+02   0.153506E-05   0.146260E-04   0.153506E-05   0.198252E-07
   426   0.168520E+04  -0.292386E+02   0.143919E-04  -0.292386E+02   0.217796E+02   0.154818E-05   0.143919E-04   0.154818E-05   0.197572E-07
   427   0.168648E+04  -0.308973E+02   0.141595E-04  -0.308973E+02   0.217018E+02   0.156111E-05   0.141595E-04   0.156111E-05   0.196896E-07
   428   0.168811E+04  -0.325337E+02   0.139287E-04  -0.325337E+02   0.216204E+02   0.157382E-05   0.139287E-04   0.157382E-05   0.196222E-07
   429   0.169002E+04  -0.341494E+02   0.136996E-04  -0.341494E+02   0.215355E+02   0.158629E-05   0.136996E-04   0.158629E-05   0.195552E-07
   430   0.169234E+04  -0.357442E+02   0.134720E-04  -0.357442E+02   0.214478E+02   0.159848E-05   0.134720E-04   0.159848E-05   0.194885E-07
   431   0.169494E+04  -0.373164E+02   0.132459E-04  -0.373164E+02   0.213558E+02   0.161036E-05   0.132459E-04   0.161036E-05   0.194220E-07
   432   0.169775E+04  -0.388668E+02   0.130213E-04  -0.388668E+02   0.212602E+02   0.162192E-05   0.130213E-04   0.162192E-05   0.193559E-07
   433   0.170098E+04  -0.403924E+02   0.127980E-04  -0.403924E+02   0.211625E+02   0.163311E-05   0.127980E-04   0.163311E-05   0.192901E-07
   434   0.170441E+04  -0.418958E+02   0.125760E-04  -0.418958E+02   0.210603E+02   0.164392E-05   0.125760E-04   0.164392E-05   0.192246E-07
   435   0.170813E+04  -0.433750E+02   0.123553E-04  -0.433750E+02   0.209560E+02   0.165430E-05   0.123553E-04   0.165430E-05   0.191593E-07
   436   0.171220E+04  -0.448296E+02   0.121358E-04  -0.448296E+02   0.208480E+02   0.166425E-05   0.121358E-04   0.166425E-05   0.190944E-07
   437   0.171656E+04  -0.462583E+02   0.119174E-04  -0.462583E+02   0.207362E+02   0.167371E-05   0.119174E-04   0.167371E-05   0.190297E-07
   438   0.172113E+04  -0.476608E+02   0.117001E-04  -0.476608E+02   0.206214E+02   0.168268E-05   0.117001E-04   0.168268E-05   0.189654E-07
   439   0.172606E+04  -0.490386E+02   0.114838E-04  -0.490386E+02   0.205043E+02   0.169111E-05   0.114838E-04   0.169111E-05   0.189013E-07
   440   0.173121E+04  -0.503886E+02   0.112685E-04  -0.503886E+02   0.203834E+02   0.169899E-05   0.112685E-04   0.169899E-05   0.188375E-07
   441   0.173664E+04  -0.517130E+02   0.110541E-04  -0.517130E+02   0.202595E+02   0.170627E-05   0.110541E-04   0.170627E-05   0.187740E-07
   442   0.174222E+04  -0.530094E+02   0.108405E-04  -0.530094E+02   0.201324E+02   0.171294E-05   0.108405E-04   0.171294E-05   0.187108E-07
   443   0.174817E+04  -0.542784E+02   0.106278E-04  -0.542784E+02   0.200029E+02   0.171897E-05   0.106278E-04   0.171897E-05   0.186478E-07
   444   0.175433E+04  -0.555185E+02   0.104157E-04  -0.555185E+02   0.198709E+02   0.172432E-05   0.104157E-04   0.172432E-05   0.185852E-07
   445   0.176072E+04  -0.567304E+02   0.102044E-04  -0.567304E+02   0.197343E+02   0.172897E-05   0.102044E-04   0.172897E-05   0.185228E-07
   446   0.176726E+04  -0.579124E+02   0.999364E-05  -0.579124E+02   0.195967E+02   0.173289E-05   0.999364E-05   0.173289E-05   0.184607E-07
   447   0.177410E+04  -0.590668E+02   0.978345E-05  -0.590668E+02   0.194566E+02   0.173605E-05   0.978345E-05   0.173605E-05   0.183989E-07
   448   0.178109E+04  -0.601918E+02   0.957377E-05  -0.601918E+02   0.193125E+02   0.173843E-05   0.957377E-05   0.173843E-05   0.183373E-07
   449   0.178838E+04  -0.612860E+02   0.936452E-05  -0.612860E+02   0.191666E+02   0.173999E-05   0.936452E-05   0.173999E-05   0.182760E-07
   450   0.179590E+04  -0.623514E+02   0.915566E-05  -0.623514E+02   0.190188E+02   0.174070E-05   0.915566E-05   0.174070E-05   0.182150E-07
   451   0.180358E+04  -0.633858E+02   0.894716E-05  -0.633858E+02   0.188677E+02   0.174055E-05   0.894716E-05   0.174055E-05   0.181543E-07
   452   0.181141E+04  -0.643911E+02   0.873909E-05  -0.643911E+02   0.187147E+02   0.173955E-05   0.873909E-05   0.173955E-05   0.180938E-07
   453   0.181955E+04  -0.653649E+02   0.853157E-05  -0.653649E+02   0.185598E+02   0.173772E-05   0.853157E-05   0.173772E-05   0.180336E-07
   454   0.182777E+04  -0.663084E+02   0.832472E-05  -0.663084E+02   0.184023E+02   0.173508E-05   0.832472E-05   0.173508E-05   0.179736E-07
   455   0.183614E+04  -0.672214E+02   0.811864E-05  -0.672214E+02   0.182429E+02   0.173165E-05   0.811864E-05   0.173165E-05   0.179140E-07
   456   0.184483E+04  -0.680971E+02   0.791344E-05  -0.680971E+02   0.180808E+02   0.172745E-05   0.791344E-05   0.172745E-05   0.178545E-07
   457   0.185351E+04  -0.689492E+02   0.770925E-05  -0.689492E+02   0.179176E+02   0.172251E-05   0.770925E-05   0.172251E-05   0.177954E-07
   458   0.186243E+04  -0.697589E+02   0.750617E-05  -0.697589E+02   0.177524E+02   0.171684E-05   0.750617E-05   0.171684E-05   0.177365E-07
   459   0.187151E+04  -0.705418E+02   0.730431E-05  -0.705418E+02   0.175860E+02   0.171047E-05   0.730431E-05   0.171047E-05   0.176778E-07
   460   0.188074E+04  -0.712914E+02   0.710379E-05  -0.712914E+02   0.174170E+02   0.170341E-05   0.710379E-05   0.170341E-05   0.176194E-07
   461   0.189005E+04  -0.720085E+02   0.690473E-05  -0.720085E+02   0.172467E+02   0.169570E-05   0.690473E-05   0.169570E-05   0.175613E-07
   462   0.189952E+04  -0.726868E+02   0.670722E-05  -0.726868E+02   0.170745E+02   0.168734E-05   0.670722E-05   0.168734E-05   0.175034E-07
   463   0.190906E+04  -0.733446E+02   0.651138E-05  -0.733446E+02   0.169017E+02   0.167836E-05   0.651138E-05   0.167836E-05   0.174458E-07
   464   0.191869E+04  -0.739520E+02   0.631734E-05  -0.739520E+02   0.167278E+02   0.166879E-05   0.631734E-05   0.166879E-05   0.173884E-07
   465   0.192840E+04  -0.745385E+02   0.612519E-05  -0.745385E+02   0.165526E+02   0.165863E-05   0.612519E-05   0.165863E-05   0.173313E-07
   466   0.193826E+04  -0.750816E+02   0.593505E-05  -0.750816E+02   0.163754E+02   0.164792E-05   0.593505E-05   0.164792E-05   0.172745E-07
   467   0.194828E+04  -0.755958E+02   0.574704E-05  -0.755958E+02   0.161977E+02   0.163668E-05   0.574704E-05   0.163668E-05   0.172178E-07
   468   0.195831E+04  -0.760736E+02   0.556127E-05  -0.760736E+02   0.160194E+02   0.162492E-05   0.556127E-05   0.162492E-05   0.171615E-07
   469   0.196841E+04  -0.765221E+02   0.537784E-05  -0.765221E+02   0.158391E+02   0.161266E-05   0.537784E-05   0.161266E-05   0.171053E-07
   470   0.197867E+04  -0.769337E+02   0.519687E-05  -0.769337E+02   0.156590E+02   0.159994E-05   0.519687E-05   0.159994E-05   0.170494E-07
   471   0.198879E+04  -0.773081E+02   0.501848E-05  -0.773081E+02   0.154791E+02   0.158676E-05   0.501848E-05   0.158676E-05   0.169938E-07
   472   0.199913E+04  -0.776526E+02   0.484277E-05  -0.776526E+02   0.152979E+02   0.157315E-05   0.484277E-05   0.157315E-05   0.169384E-07
   473   0.200948E+04  -0.779594E+02   0.466986E-05  -0.779594E+02   0.151161E+02   0.155914E-05   0.466986E-05   0.155914E-05   0.168832E-07
   474   0.201991E+04  -0.782359E+02   0.449986E-05  -0.782359E+02   0.149345E+02   0.154473E-05   0.449986E-05   0.154473E-05   0.168283E-07
   475   0.203042E+04  -0.784742E+02   0.433289E-05  -0.784742E+02   0.147515E+02   0.152996E-05   0.433289E-05   0.152996E-05   0.167736E-07
   476   0.204087E+04  -0.786764E+02   0.416905E-05  -0.786764E+02   0.145694E+02   0.151484E-05   0.416905E-05   0.151484E-05   0.167191E-07
   477   0.205131E+04  -0.788520E+02   0.400845E-05  -0.788520E+02   0.143867E+02   0.149940E-05   0.400845E-05   0.149940E-05   0.166649E-07
   478   0.206184E+04  -0.789821E+02   0.385122E-05  -0.789821E+02   0.142034E+02   0.148365E-05   0.385122E-05   0.148365E-05   0.166109E-07
   479   0.207237E+04  -0.790910E+02   0.369746E-05  -0.790910E+02   0.140209E+02   0.146762E-05   0.369746E-05   0.146762E-05   0.165572E-07
   480   0.208290E+04  -0.791593E+02   0.354728E-05  -0.791593E+02   0.138385E+02   0.145133E-05   0.354728E-05   0.145133E-05   0.165037E-07
   481   0.209344E+04  -0.791902E+02   0.340080E-05  -0.791902E+02   0.136563E+02   0.143480E-05   0.340080E-05   0.143480E-05   0.164504E-07
   482   0.210406E+04  -0.791896E+02   0.325814E-05  -0.791896E+02   0.134748E+02   0.141805E-05   0.325814E-05   0.141805E-05   0.163973E-07
   483   0.211453E+04  -0.791595E+02   0.311939E-05  -0.791595E+02   0.132935E+02   0.140110E-05   0.311939E-05   0.140110E-05   0.163445E-07
   484   0.212493E+04  -0.790937E+02   0.298468E-05  -0.790937E+02   0.131129E+02   0.138397E-05   0.298468E-05   0.138397E-05   0.162919E-07
   485   0.213549E+04  -0.789935E+02   0.285411E-05  -0.789935E+02   0.129324E+02   0.136669E-05   0.285411E-05   0.136669E-05   0.162395E-07
   486   0.214597E+04  -0.788607E+02   0.272781E-05  -0.788607E+02   0.127535E+02   0.134927E-05   0.272781E-05   0.134927E-05   0.161873E-07
   487   0.215639E+04  -0.786953E+02   0.260587E-05  -0.786953E+02   0.125753E+02   0.133174E-05   0.260587E-05   0.133174E-05   0.161354E-07
   488   0.216673E+04  -0.784962E+02   0.248842E-05  -0.784962E+02   0.123972E+02   0.131411E-05   0.248842E-05   0.131411E-05   0.160837E-07
   489   0.217708E+04  -0.782648E+02   0.237557E-05  -0.782648E+02   0.122205E+02   0.129641E-05   0.237557E-05   0.129641E-05   0.160322E-07
   490   0.218743E+04  -0.779999E+02   0.226742E-05  -0.779999E+02   0.120454E+02   0.127866E-05   0.226742E-05   0.127866E-05   0.159809E-07
   491   0.219757E+04  -0.777044E+02   0.216410E-05  -0.777044E+02   0.118710E+02   0.126088E-05   0.216410E-05   0.126088E-05   0.159298E-07
   492   0.220778E+04  -0.773773E+02   0.206571E-05  -0.773773E+02   0.116981E+02   0.124309E-05   0.206571E-05   0.124309E-05   0.158790E-07
   493   0.221792E+04  -0.770168E+02   0.197236E-05  -0.770168E+02   0.115252E+02   0.122532E-05   0.197236E-05   0.122532E-05   0.158283E-07
   494   0.222798E+04  -0.766265E+02   0.188418E-05  -0.766265E+02   0.113552E+02   0.120757E-05   0.188418E-05   0.120757E-05   0.157779E-07
   495   0.223791E+04  -0.762047E+02   0.180126E-05  -0.762047E+02   0.111860E+02   0.118988E-05   0.180126E-05   0.118988E-05   0.157277E-07
   496   0.224776E+04  -0.757525E+02   0.172373E-05  -0.757525E+02   0.110189E+02   0.117227E-05   0.172373E-05   0.117227E-05   0.156777E-07
   497   0.225753E+04  -0.752690E+02   0.165169E-05  -0.752690E+02   0.108533E+02   0.115475E-05   0.165169E-05   0.115475E-05   0.156279E-07
   498   0.226724E+04  -0.747570E+02   0.158526E-05  -0.747570E+02   0.106884E+02   0.113735E-05   0.158526E-05   0.113735E-05   0.155783E-07
   499   0.227695E+04  -0.742133E+02   0.152455E-05  -0.742133E+02   0.105264E+02   0.112009E-05   0.152455E-05   0.112009E-05   0.155290E-07
   500   0.228651E+04  -0.736420E+02   0.146968E-05  -0.736420E+02   0.103650E+02   0.110299E-05   0.146968E-05   0.110299E-05   0.154798E-07
   501   0.229586E+04  -0.730415E+02   0.142070E-05  -0.730415E+02   0.102065E+02   0.108606E-05   0.142070E-05   0.108606E-05   0.154308E-07
   502   0.230527E+04  -0.724117E+02   0.137750E-05  -0.724117E+02   0.100502E+02   0.106931E-05   0.137750E-05   0.106931E-05   0.153821E-07
   503   0.231447E+04  -0.717545E+02   0.133992E-05  -0.717545E+02   0.989539E+01   0.105273E-05   0.133992E-05   0.105273E-05   0.153335E-07
   504   0.232351E+04  -0.710685E+02   0.130779E-05  -0.710685E+02   0.974278E+01   0.103633E-05   0.130779E-05   0.103633E-05   0.152851E-07
   505   0.233262E+04  -0.703573E+02   0.128094E-05  -0.703573E+02   0.959317E+01   0.102009E-05   0.128094E-05   0.102009E-05   0.152370E-07
   506   0.234143E+04  -0.696184E+02   0.125921E-05  -0.696184E+02   0.944599E+01   0.100401E-05   0.125921E-05   0.100401E-05   0.151890E-07
   507   0.235023E+04  -0.688539E+02   0.124244E-05  -0.688539E+02   0.930098E+01   0.988095E-06   0.124244E-05   0.988095E-06   0.151412E-07
   508   0.235879E+04  -0.680631E+02   0.123045E-05  -0.680631E+02   0.915919E+01   0.972334E-06   0.123045E-05   0.972334E-06   0.150937E-07
   509   0.236727E+04  -0.672487E+02   0.122309E-05  -0.672487E+02   0.901970E+01   0.956724E-06   0.122309E-05   0.956724E-06   0.150463E-07
   510   0.237552E+04  -0.664099E+02   0.122019E-05  -0.664099E+02   0.888319E+01   0.941263E-06   0.122019E-05   0.941263E-06   0.149991E-07
   511   0.238374E+04  -0.655465E+02   0.122158E-05  -0.655465E+02   0.874941E+01   0.925946E-06   0.122158E-05   0.925946E-06   0.149522E-07
   512   0.239173E+04  -0.646599E+02   0.122710E-05  -0.646599E+02   0.861882E+01   0.910772E-06   0.122710E-05   0.910772E-06   0.149054E-07
   513   0.239963E+04  -0.637515E+02   0.123659E-05  -0.637515E+02   0.849122E+01   0.895735E-06   0.123659E-05   0.895735E-06   0.148588E-07
   514   0.240735E+04  -0.628212E+02   0.124987E-05  -0.628212E+02   0.836695E+01   0.880832E-06   0.124987E-05   0.880832E-06   0.148124E-07
   515   0.241491E+04  -0.618687E+02   0.126679E-05  -0.618687E+02   0.824595E+01   0.866060E-06   0.126679E-05   0.866060E-06   0.147662E-07
   516   0.242229E+04  -0.608956E+02   0.128717E-05  -0.608956E+02   0.812833E+01   0.851415E-06   0.128717E-05   0.851415E-06   0.147202E-07
   517   0.242942E+04  -0.599023E+02   0.131086E-05  -0.599023E+02   0.801427E+01   0.836893E-06   0.131086E-05   0.836893E-06   0.146744E-07
   518   0.243645E+04  -0.588896E+02   0.133769E-05  -0.588896E+02   0.790364E+01   0.822492E-06   0.133769E-05   0.822492E-06   0.146288E-07
   519   0.244338E+04  -0.578565E+02   0.136749E-05  -0.578565E+02   0.779669E+01   0.808207E-06   0.136749E-05   0.808207E-06   0.145833E-07
   520   0.245005E+04  -0.568059E+02   0.140010E-05  -0.568059E+02   0.769338E+01   0.794035E-06   0.140010E-05   0.794035E-06   0.145381E-07
   521   0.245647E+04  -0.557376E+02   0.143535E-05  -0.557376E+02   0.759381E+01   0.779973E-06   0.143535E-05   0.779973E-06   0.144930E-07
   522   0.246270E+04  -0.546516E+02   0.147307E-05  -0.546516E+02   0.749823E+01   0.766016E-06   0.147307E-05   0.766016E-06   0.144481E-07
   523   0.246882E+04  -0.535492E+02   0.151312E-05  -0.535492E+02   0.740652E+01   0.752161E-06   0.151312E-05   0.752161E-06   0.144035E-07
   524   0.247476E+04  -0.524310E+02   0.155530E-05  -0.524310E+02   0.731870E+01   0.738405E-06   0.155530E-05   0.738405E-06   0.143590E-07
   525   0.248036E+04  -0.512962E+02   0.159947E-05  -0.512962E+02   0.723496E+01   0.724744E-06   0.159947E-05   0.724744E-06   0.143146E-07
   526   0.248584E+04  -0.501468E+02   0.164546E-05  -0.501468E+02   0.715532E+01   0.711174E-06   0.164546E-05   0.711174E-06   0.142705E-07
   527   0.249128E+04  -0.489835E+02   0.169310E-05  -0.489835E+02   0.707980E+01   0.697693E-06   0.169310E-05   0.697693E-06   0.142265E-07
   528   0.249638E+04  -0.478076E+02   0.174223E-05  -0.478076E+02   0.700845E+01   0.684296E-06   0.174223E-05   0.684296E-06   0.141828E-07
   529   0.250128E+04  -0.466175E+02   0.179268E-05  -0.466175E+02   0.694157E+01   0.670979E-06   0.179268E-05   0.670979E-06   0.141392E-07
   530   0.250591E+04  -0.454169E+02   0.184428E-05  -0.454169E+02   0.687898E+01   0.657740E-06   0.184428E-05   0.657740E-06   0.140958E-07
   531   0.251056E+04  -0.442025E+02   0.189688E-05  -0.442025E+02   0.682063E+01   0.644575E-06   0.189688E-05   0.644575E-06   0.140525E-07
   532   0.251479E+04  -0.429780E+02   0.195031E-05  -0.429780E+02   0.676684E+01   0.631480E-06   0.195031E-05   0.631480E-06   0.140095E-07
   533   0.251882E+04  -0.417434E+02   0.200439E-05  -0.417434E+02   0.671750E+01   0.618451E-06   0.200439E-05   0.618451E-06   0.139666E-07
   534   0.252264E+04  -0.404991E+02   0.205897E-05  -0.404991E+02   0.667270E+01   0.605486E-06   0.205897E-05   0.605486E-06   0.139239E-07
   535   0.252625E+04  -0.392458E+02   0.211389E-05  -0.392458E+02   0.663255E+01   0.592580E-06   0.211389E-05   0.592580E-06   0.138814E-07
   536   0.252966E+04  -0.379834E+02   0.216897E-05  -0.379834E+02   0.659693E+01   0.579729E-06   0.216897E-05   0.579729E-06   0.138391E-07
   537   0.253293E+04  -0.367132E+02   0.222405E-05  -0.367132E+02   0.656593E+01   0.566931E-06   0.222405E-05   0.566931E-06   0.137969E-07
   538   0.253585E+04  -0.354359E+02   0.227896E-05  -0.354359E+02   0.653974E+01   0.554182E-06   0.227896E-05   0.554182E-06   0.137549E-07
   539   0.253862E+04  -0.341521E+02   0.233355E-05  -0.341521E+02   0.651809E+01   0.541478E-06   0.233355E-05   0.541478E-06   0.137131E-07
   540   0.254118E+04  -0.328624E+02   0.238764E-05  -0.328624E+02   0.650144E+01   0.528816E-06   0.238764E-05   0.528816E-06   0.136714E-07
   541   0.254344E+04  -0.315666E+02   0.244108E-05  -0.315666E+02   0.648939E+01   0.516192E-06   0.244108E-05   0.516192E-06   0.136299E-07
   542   0.254557E+04  -0.302669E+02   0.249368E-05  -0.302669E+02   0.648217E+01   0.503602E-06   0.249368E-05   0.503602E-06   0.135886E-07
   543   0.254739E+04  -0.289628E+02   0.254530E-05  -0.289628E+02   0.647990E+01   0.491043E-06   0.254530E-05   0.491043E-06   0.135475E-07
   544   0.254907E+04  -0.276549E+02   0.259577E-05  -0.276549E+02   0.648246E+01   0.478512E-06   0.259577E-05   0.478512E-06   0.135065E-07
   545   0.255046E+04  -0.263439E+02   0.264491E-05  -0.263439E+02   0.648986E+01   0.466005E-06   0.264491E-05   0.466005E-06   0.134657E-07
   546   0.255169E+04  -0.250306E+02   0.269257E-05  -0.250306E+02   0.650192E+01   0.453517E-06   0.269257E-05   0.453517E-06   0.134251E-07
   547   0.255261E+04  -0.237152E+02   0.273858E-05  -0.237152E+02   0.651888E+01   0.441047E-06   0.273858E-05   0.441047E-06   0.133846E-07
   548   0.255339E+04  -0.223985E+02   0.278277E-05  -0.223985E+02   0.654078E+01   0.428589E-06   0.278277E-05   0.428589E-06   0.133443E-07
   549   0.255393E+04  -0.210813E+02   0.282499E-05  -0.210813E+02   0.656763E+01   0.416142E-06   0.282499E-05   0.416142E-06   0.133042E-07
   550   0.255424E+04  -0.197639E+02   0.286506E-05  -0.197639E+02   0.659948E+01   0.403700E-06   0.286506E-05   0.403700E-06   0.132642E-07
   551   0.255439E+04  -0.184469E+02   0.290285E-05  -0.184469E+02   0.663635E+01   0.391261E-06   0.290285E-05   0.391261E-06   0.132244E-07
   552   0.255423E+04  -0.171315E+02   0.293841E-05  -0.171315E+02   0.667827E+01   0.378823E-06   0.293841E-05   0.378823E-06   0.131847E-07
   553   0.255391E+04  -0.158179E+02   0.297180E-05  -0.158179E+02   0.672381E+01   0.366384E-06   0.297180E-05   0.366384E-06   0.131453E-07
   554   0.255335E+04  -0.145073E+02   0.300310E-05  -0.145073E+02   0.677598E+01   0.353943E-06   0.300310E-05   0.353943E-06   0.131059E-07
   555   0.255254E+04  -0.132006E+02   0.303237E-05  -0.132006E+02   0.683260E+01   0.341498E-06   0.303237E-05   0.341498E-06   0.130668E-07
   556   0.255150E+04  -0.118981E+02   0.305969E-05  -0.118981E+02   0.689444E+01   0.329048E-06   0.305969E-05   0.329048E-06   0.130278E-07
   557   0.255028E+04  -0.106017E+02   0.308514E-05  -0.106017E+02   0.696081E+01   0.316591E-06   0.308514E-05   0.316591E-06   0.129889E-07
   558   0.254882E+04  -0.931099E+01   0.310877E-05  -0.931099E+01   0.703324E+01   0.304126E-06   0.310877E-05   0.304126E-06   0.129502E-07
   559   0.254712E+04  -0.802688E+01   0.313067E-05  -0.802688E+01   0.710954E+01   0.291651E-06   0.313067E-05   0.291651E-06   0.129117E-07
