#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.328451E+00   0.475370E+06   0.472914E+06  -0.203761E+00   0.307558E+00   0.517883E+04   0.472878E+06   0.474986E+06   0.472878E+06  -0.137760E-01   0.226668E+06   0.226637E+06   0.314267E-01
   0.335137E+00   0.462345E+06   0.459998E+06  -0.211135E+00   0.287318E+00   0.485937E+04   0.459927E+06   0.461977E+06   0.459927E+06  -0.133987E-01   0.220460E+06   0.220430E+06   0.296078E-01
   0.341823E+00   0.449271E+06   0.446997E+06  -0.165109E+00   0.268378E+00   0.455829E+04   0.446922E+06   0.448915E+06   0.446922E+06  -0.130198E-01   0.214226E+06   0.214197E+06   0.282008E-01
   0.348510E+00   0.436158E+06   0.433927E+06  -0.180657E+00   0.250642E+00   0.427436E+04   0.433873E+06   0.435809E+06   0.433873E+06  -0.126397E-01   0.207972E+06   0.207943E+06   0.271111E-01
   0.355196E+00   0.423228E+06   0.421021E+06  -0.195901E+00   0.234138E+00   0.400850E+04   0.421004E+06   0.422883E+06   0.421004E+06  -0.122648E-01   0.201803E+06   0.201775E+06   0.261895E-01
   0.361882E+00   0.410785E+06   0.408602E+06  -0.132501E+00   0.218930E+00   0.376221E+04   0.408619E+06   0.410443E+06   0.408619E+06  -0.119040E-01   0.195867E+06   0.195839E+06   0.252926E-01
   0.368569E+00   0.399083E+06   0.396935E+06  -0.918023E-01   0.205044E+00   0.353632E+04   0.396974E+06   0.398746E+06   0.396974E+06  -0.115647E-01   0.190285E+06   0.190258E+06   0.243270E-01
   0.375255E+00   0.388241E+06   0.386146E+06  -0.119812E+00   0.192428E+00   0.333027E+04   0.386188E+06   0.387913E+06   0.386188E+06  -0.112505E-01   0.185115E+06   0.185089E+06   0.232674E-01
   0.381941E+00   0.378221E+06   0.376193E+06  -0.130197E+00   0.180956E+00   0.314221E+04   0.376222E+06   0.377903E+06   0.376222E+06  -0.109602E-01   0.180338E+06   0.180313E+06   0.221477E-01
   0.388628E+00   0.368859E+06   0.366905E+06  -0.113651E+00   0.170459E+00   0.296945E+04   0.366913E+06   0.368553E+06   0.366913E+06  -0.106890E-01   0.175876E+06   0.175852E+06   0.210344E-01
   0.395314E+00   0.359941E+06   0.358059E+06  -0.120660E+00   0.160760E+00   0.280919E+04   0.358046E+06   0.359646E+06   0.358046E+06  -0.104307E-01   0.171626E+06   0.171602E+06   0.199955E-01
   0.402000E+00   0.351278E+06   0.349458E+06  -0.121029E+00   0.151716E+00   0.265909E+04   0.349431E+06   0.350993E+06   0.349431E+06  -0.101797E-01   0.167496E+06   0.167473E+06   0.190761E-01
   0.408687E+00   0.342753E+06   0.340982E+06  -0.909026E-01   0.143230E+00   0.251760E+04   0.340951E+06   0.342476E+06   0.340951E+06  -0.993263E-02   0.163431E+06   0.163409E+06   0.182875E-01
   0.415373E+00   0.334343E+06   0.332609E+06  -0.828796E-01   0.135254E+00   0.238402E+04   0.332584E+06   0.334072E+06   0.332584E+06  -0.968889E-02   0.159421E+06   0.159399E+06   0.176095E-01
   0.422060E+00   0.326102E+06   0.324398E+06  -0.101327E+00   0.127772E+00   0.225821E+04   0.324383E+06   0.325835E+06   0.324383E+06  -0.944999E-02   0.155490E+06   0.155469E+06   0.170038E-01
   0.428746E+00   0.318118E+06   0.316442E+06  -0.961885E-01   0.120786E+00   0.214028E+04   0.316440E+06   0.317856E+06   0.316440E+06  -0.921858E-02   0.151683E+06   0.151661E+06   0.164295E-01
   0.435432E+00   0.310477E+06   0.308831E+06  -0.787329E-01   0.114292E+00   0.203027E+04   0.308837E+06   0.310219E+06   0.308837E+06  -0.899709E-02   0.148038E+06   0.148018E+06   0.158564E-01
   0.442119E+00   0.303225E+06   0.301614E+06  -0.766181E-01   0.108271E+00   0.192799E+04   0.301622E+06   0.302972E+06   0.301622E+06  -0.878690E-02   0.144580E+06   0.144560E+06   0.152720E-01
   0.448805E+00   0.296356E+06   0.294785E+06  -0.728174E-01   0.102689E+00   0.183288E+04   0.294790E+06   0.296110E+06   0.294790E+06  -0.858788E-02   0.141305E+06   0.141286E+06   0.146807E-01
   0.455491E+00   0.289825E+06   0.288295E+06  -0.604444E-01   0.974998E-01   0.174420E+04   0.288295E+06   0.289586E+06   0.288295E+06  -0.839865E-02   0.138192E+06   0.138172E+06   0.140981E-01
   0.462178E+00   0.283562E+06   0.282073E+06  -0.619581E-01   0.926529E-01   0.166113E+04   0.282065E+06   0.283328E+06   0.282065E+06  -0.821717E-02   0.135206E+06   0.135187E+06   0.135424E-01
   0.641729E+00   0.169920E+06   0.169028E+06  -0.191682E-01   0.287986E-01   0.537421E+03   0.169021E+06   0.169780E+06   0.169021E+06  -0.492396E-02   0.810196E+05   0.810083E+05   0.587957E-02
   0.895605E+00   0.995561E+05   0.990337E+05   0.866294E-02   0.866294E-02   0.165984E+03   0.990289E+05   0.994743E+05   0.990289E+05  -0.288493E-02   0.474686E+05   0.474619E+05   0.249916E-02
   0.124992E+01   0.576047E+05   0.573024E+05   0.257351E-02   0.257351E-02   0.501518E+02   0.572994E+05   0.575573E+05   0.572994E+05  -0.166926E-02   0.274660E+05   0.274620E+05   0.105843E-02
   0.174440E+01   0.329767E+05   0.328036E+05   0.756389E-03   0.756389E-03   0.148985E+02   0.328019E+05   0.329496E+05   0.328019E+05  -0.955590E-03   0.157233E+05   0.157210E+05   0.452263E-03
   0.243451E+01   0.187048E+05   0.186064E+05   0.220272E-03   0.220272E-03   0.436694E+01   0.186055E+05   0.186894E+05   0.186055E+05  -0.542020E-03   0.891844E+04   0.891700E+04   0.198238E-03
