#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1613   0.432490E+03   0.804391E+01   0.588423E-06   0.804391E+01   0.176482E+02   0.148351E-06   0.588423E-06   0.148351E-06   0.147641E-08
  1614   0.429890E+03   0.779985E+01   0.580933E-06   0.779985E+01   0.177483E+02   0.149040E-06   0.580933E-06   0.149040E-06   0.147382E-08
  1615   0.427314E+03   0.754887E+01   0.573460E-06   0.754887E+01   0.178468E+02   0.149712E-06   0.573460E-06   0.149712E-06   0.147124E-08
  1616   0.424756E+03   0.729095E+01   0.566005E-06   0.729095E+01   0.179437E+02   0.150366E-06   0.566005E-06   0.150366E-06   0.146866E-08
  1617   0.422232E+03   0.702608E+01   0.558570E-06   0.702608E+01   0.180396E+02   0.151004E-06   0.558570E-06   0.151004E-06   0.146609E-08
  1618   0.419734E+03   0.675423E+01   0.551154E-06   0.675423E+01   0.181337E+02   0.151624E-06   0.551154E-06   0.151624E-06   0.146352E-08
  1619   0.417250E+03   0.647538E+01   0.543759E-06   0.647538E+01   0.182260E+02   0.152228E-06   0.543759E-06   0.152228E-06   0.146095E-08
  1620   0.414815E+03   0.619027E+01   0.536385E-06   0.619027E+01   0.183172E+02   0.152814E-06   0.536385E-06   0.152814E-06   0.145839E-08
  1621   0.412402E+03   0.589886E+01   0.529033E-06   0.589886E+01   0.184057E+02   0.153383E-06   0.529033E-06   0.153383E-06   0.145583E-08
  1622   0.410018E+03   0.560115E+01   0.521705E-06   0.560115E+01   0.184937E+02   0.153935E-06   0.521705E-06   0.153935E-06   0.145328E-08
  1623   0.407657E+03   0.529710E+01   0.514400E-06   0.529710E+01   0.185797E+02   0.154470E-06   0.514400E-06   0.154470E-06   0.145073E-08
  1624   0.405335E+03   0.498820E+01   0.507120E-06   0.498820E+01   0.186644E+02   0.154988E-06   0.507120E-06   0.154988E-06   0.144819E-08
  1625   0.403044E+03   0.467292E+01   0.499866E-06   0.467292E+01   0.187462E+02   0.155489E-06   0.499866E-06   0.155489E-06   0.144565E-08
  1626   0.400778E+03   0.435201E+01   0.492638E-06   0.435201E+01   0.188273E+02   0.155973E-06   0.492638E-06   0.155973E-06   0.144312E-08
  1627   0.398537E+03   0.402618E+01   0.485437E-06   0.402618E+01   0.189055E+02   0.156440E-06   0.485437E-06   0.156440E-06   0.144059E-08
  1628   0.396331E+03   0.369466E+01   0.478264E-06   0.369466E+01   0.189828E+02   0.156891E-06   0.478264E-06   0.156891E-06   0.143807E-08
  1629   0.394158E+03   0.335893E+01   0.471120E-06   0.335893E+01   0.190579E+02   0.157324E-06   0.471120E-06   0.157324E-06   0.143555E-08
  1630   0.392021E+03   0.301749E+01   0.464005E-06   0.301749E+01   0.191313E+02   0.157741E-06   0.464005E-06   0.157741E-06   0.143304E-08
  1631   0.389898E+03   0.267179E+01   0.456921E-06   0.267179E+01   0.192023E+02   0.158141E-06   0.456921E-06   0.158141E-06   0.143053E-08
  1632   0.387826E+03   0.232107E+01   0.449868E-06   0.232107E+01   0.192708E+02   0.158524E-06   0.449868E-06   0.158524E-06   0.142802E-08
  1633   0.385783E+03   0.196607E+01   0.442847E-06   0.196607E+01   0.193383E+02   0.158890E-06   0.442847E-06   0.158890E-06   0.142552E-08
  1634   0.383786E+03   0.160675E+01   0.435859E-06   0.160675E+01   0.194032E+02   0.159240E-06   0.435859E-06   0.159240E-06   0.142302E-08
  1635   0.381806E+03   0.124311E+01   0.428904E-06   0.124311E+01   0.194669E+02   0.159573E-06   0.428904E-06   0.159573E-06   0.142053E-08
  1636   0.379864E+03   0.875862E+00   0.421985E-06   0.875862E+00   0.195265E+02   0.159890E-06   0.421985E-06   0.159890E-06   0.141804E-08
  1637   0.377956E+03   0.503504E+00   0.415100E-06   0.503504E+00   0.195856E+02   0.160190E-06   0.415100E-06   0.160190E-06   0.141556E-08
  1638   0.376073E+03   0.128246E+00   0.408252E-06   0.128246E+00   0.196426E+02   0.160473E-06   0.408252E-06   0.160473E-06   0.141308E-08
  1639   0.374239E+03  -0.250674E+00   0.401440E-06  -0.250674E+00   0.196968E+02   0.160740E-06   0.401440E-06   0.160740E-06   0.141061E-08
  1640   0.372433E+03  -0.634017E+00   0.394667E-06  -0.634017E+00   0.197489E+02   0.160990E-06   0.394667E-06   0.160990E-06   0.140814E-08
  1641   0.370654E+03  -0.102032E+01   0.387932E-06  -0.102032E+01   0.197988E+02   0.161224E-06   0.387932E-06   0.161224E-06   0.140567E-08
  1642   0.368919E+03  -0.140885E+01   0.381236E-06  -0.140885E+01   0.198465E+02   0.161441E-06   0.381236E-06   0.161441E-06   0.140321E-08
  1643   0.367213E+03  -0.180187E+01   0.374580E-06  -0.180187E+01   0.198933E+02   0.161642E-06   0.374580E-06   0.161642E-06   0.140076E-08
  1644   0.365538E+03  -0.219939E+01   0.367966E-06  -0.219939E+01   0.199356E+02   0.161826E-06   0.367966E-06   0.161826E-06   0.139830E-08
  1645   0.363901E+03  -0.259845E+01   0.361394E-06  -0.259845E+01   0.199762E+02   0.161994E-06   0.361394E-06   0.161994E-06   0.139586E-08
  1646   0.362295E+03  -0.300057E+01   0.354864E-06  -0.300057E+01   0.200152E+02   0.162146E-06   0.354864E-06   0.162146E-06   0.139341E-08
  1647   0.360736E+03  -0.340427E+01   0.348377E-06  -0.340427E+01   0.200516E+02   0.162282E-06   0.348377E-06   0.162282E-06   0.139098E-08
  1648   0.359210E+03  -0.381255E+01   0.341935E-06  -0.381255E+01   0.200855E+02   0.162401E-06   0.341935E-06   0.162401E-06   0.138854E-08
  1649   0.357718E+03  -0.422320E+01   0.335539E-06  -0.422320E+01   0.201176E+02   0.162504E-06   0.335539E-06   0.162504E-06   0.138611E-08
  1650   0.356260E+03  -0.463549E+01   0.329188E-06  -0.463549E+01   0.201462E+02   0.162591E-06   0.329188E-06   0.162591E-06   0.138369E-08
  1651   0.354838E+03  -0.505164E+01   0.322883E-06  -0.505164E+01   0.201737E+02   0.162661E-06   0.322883E-06   0.162661E-06   0.138127E-08
  1652   0.353457E+03  -0.546858E+01   0.316626E-06  -0.546858E+01   0.201969E+02   0.162716E-06   0.316626E-06   0.162716E-06   0.137885E-08
  1653   0.352106E+03  -0.588691E+01   0.310416E-06  -0.588691E+01   0.202189E+02   0.162754E-06   0.310416E-06   0.162754E-06   0.137644E-08
  1654   0.350790E+03  -0.630947E+01   0.304252E-06  -0.630947E+01   0.202395E+02   0.162777E-06   0.304252E-06   0.162777E-06   0.137403E-08
  1655   0.349518E+03  -0.673092E+01   0.298136E-06  -0.673092E+01   0.202573E+02   0.162783E-06   0.298136E-06   0.162783E-06   0.137163E-08
  1656   0.348276E+03  -0.715484E+01   0.292067E-06  -0.715484E+01   0.202723E+02   0.162774E-06   0.292067E-06   0.162774E-06   0.136923E-08
  1657   0.347056E+03  -0.757960E+01   0.286046E-06  -0.757960E+01   0.202850E+02   0.162750E-06   0.286046E-06   0.162750E-06   0.136683E-08
  1658   0.345888E+03  -0.800582E+01   0.280072E-06  -0.800582E+01   0.202948E+02   0.162709E-06   0.280072E-06   0.162709E-06   0.136444E-08
  1659   0.344751E+03  -0.843187E+01   0.274146E-06  -0.843187E+01   0.203024E+02   0.162653E-06   0.274146E-06   0.162653E-06   0.136206E-08
  1660   0.343637E+03  -0.885837E+01   0.268268E-06  -0.885837E+01   0.203084E+02   0.162582E-06   0.268268E-06   0.162582E-06   0.135967E-08
  1661   0.342569E+03  -0.928591E+01   0.262438E-06  -0.928591E+01   0.203114E+02   0.162495E-06   0.262438E-06   0.162495E-06   0.135730E-08
  1662   0.341525E+03  -0.971362E+01   0.256656E-06  -0.971362E+01   0.203127E+02   0.162393E-06   0.256656E-06   0.162393E-06   0.135492E-08
  1663   0.340521E+03  -0.101399E+02   0.250921E-06  -0.101399E+02   0.203116E+02   0.162276E-06   0.250921E-06   0.162276E-06   0.135255E-08
  1664   0.339541E+03  -0.105660E+02   0.245235E-06  -0.105660E+02   0.203074E+02   0.162144E-06   0.245235E-06   0.162144E-06   0.135019E-08
  1665   0.338602E+03  -0.109919E+02   0.239598E-06  -0.109919E+02   0.203015E+02   0.161996E-06   0.239598E-06   0.161996E-06   0.134783E-08
  1666   0.337695E+03  -0.114182E+02   0.234009E-06  -0.114182E+02   0.202930E+02   0.161834E-06   0.234009E-06   0.161834E-06   0.134547E-08
  1667   0.336814E+03  -0.118418E+02   0.228468E-06  -0.118418E+02   0.202828E+02   0.161657E-06   0.228468E-06   0.161657E-06   0.134312E-08
  1668   0.335975E+03  -0.122654E+02   0.222976E-06  -0.122654E+02   0.202700E+02   0.161465E-06   0.222976E-06   0.161465E-06   0.134077E-08
  1669   0.335162E+03  -0.126868E+02   0.217533E-06  -0.126868E+02   0.202553E+02   0.161259E-06   0.217533E-06   0.161259E-06   0.133843E-08
  1670   0.334376E+03  -0.131065E+02   0.212139E-06  -0.131065E+02   0.202380E+02   0.161037E-06   0.212139E-06   0.161037E-06   0.133609E-08
  1671   0.333632E+03  -0.135259E+02   0.206794E-06  -0.135259E+02   0.202179E+02   0.160802E-06   0.206794E-06   0.160802E-06   0.133376E-08
  1672   0.332915E+03  -0.139427E+02   0.201498E-06  -0.139427E+02   0.201959E+02   0.160552E-06   0.201498E-06   0.160552E-06   0.133143E-08
  1673   0.332220E+03  -0.143573E+02   0.196252E-06  -0.143573E+02   0.201712E+02   0.160287E-06   0.196252E-06   0.160287E-06   0.132910E-08
  1674   0.331567E+03  -0.147698E+02   0.191055E-06  -0.147698E+02   0.201458E+02   0.160008E-06   0.191055E-06   0.160008E-06   0.132678E-08
  1675   0.330929E+03  -0.151799E+02   0.185907E-06  -0.151799E+02   0.201169E+02   0.159715E-06   0.185907E-06   0.159715E-06   0.132446E-08
  1676   0.330334E+03  -0.155876E+02   0.180809E-06  -0.155876E+02   0.200852E+02   0.159408E-06   0.180809E-06   0.159408E-06   0.132214E-08
  1677   0.329769E+03  -0.159926E+02   0.175760E-06  -0.159926E+02   0.200527E+02   0.159087E-06   0.175760E-06   0.159087E-06   0.131983E-08
  1678   0.329219E+03  -0.163949E+02   0.170762E-06  -0.163949E+02   0.200166E+02   0.158752E-06   0.170762E-06   0.158752E-06   0.131753E-08
  1679   0.328707E+03  -0.167943E+02   0.165813E-06  -0.167943E+02   0.199797E+02   0.158403E-06   0.165813E-06   0.158403E-06   0.131523E-08
  1680   0.328225E+03  -0.171900E+02   0.160915E-06  -0.171900E+02   0.199398E+02   0.158041E-06   0.160915E-06   0.158041E-06   0.131293E-08
  1681   0.327774E+03  -0.175824E+02   0.156066E-06  -0.175824E+02   0.198968E+02   0.157664E-06   0.156066E-06   0.157664E-06   0.131063E-08
  1682   0.327339E+03  -0.179731E+02   0.151268E-06  -0.179731E+02   0.198530E+02   0.157274E-06   0.151268E-06   0.157274E-06   0.130835E-08
  1683   0.326943E+03  -0.183589E+02   0.146520E-06  -0.183589E+02   0.198075E+02   0.156871E-06   0.146520E-06   0.156871E-06   0.130606E-08
  1684   0.326572E+03  -0.187419E+02   0.141823E-06  -0.187419E+02   0.197589E+02   0.156454E-06   0.141823E-06   0.156454E-06   0.130378E-08
  1685   0.326234E+03  -0.191212E+02   0.137177E-06  -0.191212E+02   0.197086E+02   0.156023E-06   0.137177E-06   0.156023E-06   0.130150E-08
  1686   0.325920E+03  -0.194951E+02   0.132581E-06  -0.194951E+02   0.196565E+02   0.155580E-06   0.132581E-06   0.155580E-06   0.129923E-08
  1687   0.325625E+03  -0.198658E+02   0.128036E-06  -0.198658E+02   0.196011E+02   0.155123E-06   0.128036E-06   0.155123E-06   0.129696E-08
  1688   0.325370E+03  -0.202332E+02   0.123542E-06  -0.202332E+02   0.195447E+02   0.154653E-06   0.123542E-06   0.154653E-06   0.129470E-08
  1689   0.325127E+03  -0.205948E+02   0.119099E-06  -0.205948E+02   0.194864E+02   0.154170E-06   0.119099E-06   0.154170E-06   0.129244E-08
  1690   0.324911E+03  -0.209528E+02   0.114708E-06  -0.209528E+02   0.194254E+02   0.153674E-06   0.114708E-06   0.153674E-06   0.129018E-08
  1691   0.324729E+03  -0.213071E+02   0.110367E-06  -0.213071E+02   0.193633E+02   0.153165E-06   0.110367E-06   0.153165E-06   0.128793E-08
  1692   0.324575E+03  -0.216559E+02   0.106078E-06  -0.216559E+02   0.192977E+02   0.152644E-06   0.106078E-06   0.152644E-06   0.128568E-08
  1693   0.324440E+03  -0.220000E+02   0.101841E-06  -0.220000E+02   0.192308E+02   0.152109E-06   0.101841E-06   0.152109E-06   0.128343E-08
  1694   0.324327E+03  -0.223406E+02   0.976550E-07  -0.223406E+02   0.191626E+02   0.151563E-06   0.976550E-07   0.151563E-06   0.128119E-08
  1695   0.324249E+03  -0.226747E+02   0.935211E-07  -0.226747E+02   0.190909E+02   0.151003E-06   0.935211E-07   0.151003E-06   0.127896E-08
  1696   0.324193E+03  -0.230051E+02   0.894390E-07  -0.230051E+02   0.190185E+02   0.150431E-06   0.894390E-07   0.150431E-06   0.127672E-08
  1697   0.324152E+03  -0.233302E+02   0.854088E-07  -0.233302E+02   0.189433E+02   0.149847E-06   0.854088E-07   0.149847E-06   0.127449E-08
  1698   0.324147E+03  -0.236505E+02   0.814308E-07  -0.236505E+02   0.188666E+02   0.149250E-06   0.814308E-07   0.149250E-06   0.127227E-08
  1699   0.324164E+03  -0.239645E+02   0.775051E-07  -0.239645E+02   0.187876E+02   0.148642E-06   0.775051E-07   0.148642E-06   0.127005E-08
  1700   0.324205E+03  -0.242743E+02   0.736316E-07  -0.242743E+02   0.187057E+02   0.148021E-06   0.736316E-07   0.148021E-06   0.126783E-08
  1701   0.324261E+03  -0.245781E+02   0.698106E-07  -0.245781E+02   0.186236E+02   0.147388E-06   0.698106E-07   0.147388E-06   0.126562E-08
  1702   0.324355E+03  -0.248767E+02   0.660420E-07  -0.248767E+02   0.185386E+02   0.146743E-06   0.660420E-07   0.146743E-06   0.126341E-08
  1703   0.324464E+03  -0.251707E+02   0.623258E-07  -0.251707E+02   0.184527E+02   0.146087E-06   0.623258E-07   0.146087E-06   0.126121E-08
  1704   0.324596E+03  -0.254583E+02   0.586619E-07  -0.254583E+02   0.183638E+02   0.145419E-06   0.586619E-07   0.145419E-06   0.125901E-08
  1705   0.324750E+03  -0.257401E+02   0.550504E-07  -0.257401E+02   0.182741E+02   0.144739E-06   0.550504E-07   0.144739E-06   0.125681E-08
  1706   0.324919E+03  -0.260161E+02   0.514913E-07  -0.260161E+02   0.181807E+02   0.144048E-06   0.514913E-07   0.144048E-06   0.125462E-08
  1707   0.325117E+03  -0.262875E+02   0.479844E-07  -0.262875E+02   0.180865E+02   0.143346E-06   0.479844E-07   0.143346E-06   0.125243E-08
  1708   0.325329E+03  -0.265520E+02   0.445298E-07  -0.265520E+02   0.179915E+02   0.142633E-06   0.445298E-07   0.142633E-06   0.125024E-08
  1709   0.325563E+03  -0.268109E+02   0.411274E-07  -0.268109E+02   0.178950E+02   0.141909E-06   0.411274E-07   0.141909E-06   0.124806E-08
  1710   0.325810E+03  -0.270633E+02   0.377772E-07  -0.270633E+02   0.177978E+02   0.141174E-06   0.377772E-07   0.141174E-06   0.124588E-08
  1711   0.326071E+03  -0.273090E+02   0.344792E-07  -0.273090E+02   0.176991E+02   0.140429E-06   0.344792E-07   0.140429E-06   0.124371E-08
  1712   0.326360E+03  -0.275494E+02   0.312334E-07  -0.275494E+02   0.175974E+02   0.139674E-06   0.312334E-07   0.139674E-06   0.124154E-08
  1713   0.326655E+03  -0.277836E+02   0.280397E-07  -0.277836E+02   0.174949E+02   0.138908E-06   0.280397E-07   0.138908E-06   0.123938E-08
  1714   0.326963E+03  -0.280107E+02   0.248982E-07  -0.280107E+02   0.173918E+02   0.138131E-06   0.248982E-07   0.138131E-06   0.123721E-08
  1715   0.327283E+03  -0.282328E+02   0.218087E-07  -0.282328E+02   0.172864E+02   0.137345E-06   0.218087E-07   0.137345E-06   0.123506E-08
  1716   0.327631E+03  -0.284475E+02   0.187712E-07  -0.284475E+02   0.171803E+02   0.136549E-06   0.187712E-07   0.136549E-06   0.123290E-08
  1717   0.327983E+03  -0.286561E+02   0.157858E-07  -0.286561E+02   0.170728E+02   0.135743E-06   0.157858E-07   0.135743E-06   0.123075E-08
  1718   0.328340E+03  -0.288585E+02   0.128524E-07  -0.288585E+02   0.169645E+02   0.134928E-06   0.128524E-07   0.134928E-06   0.122861E-08
  1719   0.328716E+03  -0.290537E+02   0.997103E-08  -0.290537E+02   0.168548E+02   0.134103E-06   0.997103E-08   0.134103E-06   0.122646E-08
  1720   0.329111E+03  -0.292432E+02   0.714157E-08  -0.292432E+02   0.167445E+02   0.133269E-06   0.714157E-08   0.133269E-06   0.122432E-08
  1721   0.329510E+03  -0.294252E+02   0.436404E-08  -0.294252E+02   0.166334E+02   0.132426E-06   0.436404E-08   0.132426E-06   0.122219E-08
  1722   0.329928E+03  -0.296011E+02   0.163840E-08  -0.296011E+02   0.165202E+02   0.131574E-06   0.163840E-08   0.131574E-06   0.122006E-08
  1723   0.330349E+03  -0.297701E+02  -0.103535E-08  -0.297701E+02   0.164063E+02   0.130713E-06  -0.103535E-08   0.130713E-06   0.121793E-08
  1724   0.330773E+03  -0.299326E+02  -0.365726E-08  -0.299326E+02   0.162925E+02   0.129844E-06  -0.365726E-08   0.129844E-06   0.121581E-08
  1725   0.331207E+03  -0.300879E+02  -0.622735E-08  -0.300879E+02   0.161766E+02   0.128965E-06  -0.622735E-08   0.128965E-06   0.121369E-08
  1726   0.331652E+03  -0.302372E+02  -0.874564E-08  -0.302372E+02   0.160607E+02   0.128079E-06  -0.874564E-08   0.128079E-06   0.121157E-08
  1727   0.332107E+03  -0.303789E+02  -0.112122E-07  -0.303789E+02   0.159435E+02   0.127184E-06  -0.112122E-07   0.127184E-06   0.120946E-08
  1728   0.332564E+03  -0.305143E+02  -0.136269E-07  -0.305143E+02   0.158271E+02   0.126281E-06  -0.136269E-07   0.126281E-06   0.120735E-08
  1729   0.333038E+03  -0.306426E+02  -0.159900E-07  -0.306426E+02   0.157094E+02   0.125370E-06  -0.159900E-07   0.125370E-06   0.120525E-08
  1730   0.333499E+03  -0.307628E+02  -0.183013E-07  -0.307628E+02   0.155902E+02   0.124451E-06  -0.183013E-07   0.124451E-06   0.120315E-08
  1731   0.333976E+03  -0.308778E+02  -0.205610E-07  -0.308778E+02   0.154705E+02   0.123524E-06  -0.205610E-07   0.123524E-06   0.120105E-08
  1732   0.334455E+03  -0.309844E+02  -0.227691E-07  -0.309844E+02   0.153502E+02   0.122590E-06  -0.227691E-07   0.122590E-06   0.119896E-08
  1733   0.334943E+03  -0.310848E+02  -0.249255E-07  -0.310848E+02   0.152300E+02   0.121649E-06  -0.249255E-07   0.121649E-06   0.119687E-08
  1734   0.335431E+03  -0.311780E+02  -0.270304E-07  -0.311780E+02   0.151085E+02   0.120700E-06  -0.270304E-07   0.120700E-06   0.119478E-08
  1735   0.335920E+03  -0.312631E+02  -0.290836E-07  -0.312631E+02   0.149871E+02   0.119744E-06  -0.290836E-07   0.119744E-06   0.119270E-08
  1736   0.336418E+03  -0.313429E+02  -0.310854E-07  -0.313429E+02   0.148644E+02   0.118782E-06  -0.310854E-07   0.118782E-06   0.119062E-08
  1737   0.336915E+03  -0.314144E+02  -0.330356E-07  -0.314144E+02   0.147426E+02   0.117812E-06  -0.330356E-07   0.117812E-06   0.118855E-08
  1738   0.337413E+03  -0.314788E+02  -0.349344E-07  -0.314788E+02   0.146195E+02   0.116836E-06  -0.349344E-07   0.116836E-06   0.118647E-08
  1739   0.337925E+03  -0.315368E+02  -0.367817E-07  -0.315368E+02   0.144966E+02   0.115853E-06  -0.367817E-07   0.115853E-06   0.118441E-08
  1740   0.338423E+03  -0.315874E+02  -0.385775E-07  -0.315874E+02   0.143731E+02   0.114864E-06  -0.385775E-07   0.114864E-06   0.118234E-08
  1741   0.338942E+03  -0.316298E+02  -0.403220E-07  -0.316298E+02   0.142491E+02   0.113868E-06  -0.403220E-07   0.113868E-06   0.118028E-08
  1742   0.339445E+03  -0.316667E+02  -0.420150E-07  -0.316667E+02   0.141253E+02   0.112867E-06  -0.420150E-07   0.112867E-06   0.117823E-08
  1743   0.339954E+03  -0.316951E+02  -0.436567E-07  -0.316951E+02   0.140010E+02   0.111860E-06  -0.436567E-07   0.111860E-06   0.117617E-08
  1744   0.340463E+03  -0.317171E+02  -0.452471E-07  -0.317171E+02   0.138768E+02   0.110846E-06  -0.452471E-07   0.110846E-06   0.117412E-08
  1745   0.340970E+03  -0.317317E+02  -0.467862E-07  -0.317317E+02   0.137515E+02   0.109827E-06  -0.467862E-07   0.109827E-06   0.117208E-08
  1746   0.341475E+03  -0.317387E+02  -0.482740E-07  -0.317387E+02   0.136270E+02   0.108803E-06  -0.482740E-07   0.108803E-06   0.117004E-08
  1747   0.341986E+03  -0.317389E+02  -0.497106E-07  -0.317389E+02   0.135029E+02   0.107773E-06  -0.497106E-07   0.107773E-06   0.116800E-08
  1748   0.342487E+03  -0.317319E+02  -0.510959E-07  -0.317319E+02   0.133789E+02   0.106738E-06  -0.510959E-07   0.106738E-06   0.116596E-08
  1749   0.342986E+03  -0.317162E+02  -0.524300E-07  -0.317162E+02   0.132538E+02   0.105698E-06  -0.524300E-07   0.105698E-06   0.116393E-08
  1750   0.343482E+03  -0.316947E+02  -0.537130E-07  -0.316947E+02   0.131288E+02   0.104653E-06  -0.537130E-07   0.104653E-06   0.116191E-08
  1751   0.343976E+03  -0.316663E+02  -0.549448E-07  -0.316663E+02   0.130035E+02   0.103604E-06  -0.549448E-07   0.103604E-06   0.115988E-08
  1752   0.344473E+03  -0.316290E+02  -0.561257E-07  -0.316290E+02   0.128776E+02   0.102549E-06  -0.561257E-07   0.102549E-06   0.115786E-08
  1753   0.344967E+03  -0.315862E+02  -0.572560E-07  -0.315862E+02   0.127514E+02   0.101490E-06  -0.572560E-07   0.101490E-06   0.115584E-08
  1754   0.345457E+03  -0.315358E+02  -0.583358E-07  -0.315358E+02   0.126263E+02   0.100427E-06  -0.583358E-07   0.100427E-06   0.115383E-08
  1755   0.345941E+03  -0.314784E+02  -0.593654E-07  -0.314784E+02   0.125021E+02   0.993588E-07  -0.593654E-07   0.993588E-07   0.115182E-08
  1756   0.346428E+03  -0.314140E+02  -0.603450E-07  -0.314140E+02   0.123771E+02   0.982867E-07  -0.603450E-07   0.982867E-07   0.114982E-08
  1757   0.346901E+03  -0.313434E+02  -0.612749E-07  -0.313434E+02   0.122525E+02   0.972105E-07  -0.612749E-07   0.972105E-07   0.114781E-08
  1758   0.347361E+03  -0.312665E+02  -0.621553E-07  -0.312665E+02   0.121281E+02   0.961303E-07  -0.621553E-07   0.961303E-07   0.114582E-08
  1759   0.347829E+03  -0.311832E+02  -0.629864E-07  -0.311832E+02   0.120041E+02   0.950461E-07  -0.629864E-07   0.950461E-07   0.114382E-08
  1760   0.348281E+03  -0.310928E+02  -0.637685E-07  -0.310928E+02   0.118807E+02   0.939580E-07  -0.637685E-07   0.939580E-07   0.114183E-08
  1761   0.348726E+03  -0.309967E+02  -0.645017E-07  -0.309967E+02   0.117576E+02   0.928663E-07  -0.645017E-07   0.928663E-07   0.113984E-08
  1762   0.349163E+03  -0.308942E+02  -0.651864E-07  -0.308942E+02   0.116350E+02   0.917710E-07  -0.651864E-07   0.917710E-07   0.113785E-08
  1763   0.349598E+03  -0.307852E+02  -0.658228E-07  -0.307852E+02   0.115131E+02   0.906721E-07  -0.658228E-07   0.906721E-07   0.113587E-08
  1764   0.350031E+03  -0.306711E+02  -0.664110E-07  -0.306711E+02   0.113919E+02   0.895699E-07  -0.664110E-07   0.895699E-07   0.113390E-08
  1765   0.350440E+03  -0.305504E+02  -0.669515E-07  -0.305504E+02   0.112711E+02   0.884643E-07  -0.669515E-07   0.884643E-07   0.113192E-08
  1766   0.350845E+03  -0.304247E+02  -0.674442E-07  -0.304247E+02   0.111509E+02   0.873556E-07  -0.674442E-07   0.873556E-07   0.112995E-08
  1767   0.351240E+03  -0.302922E+02  -0.678896E-07  -0.302922E+02   0.110313E+02   0.862438E-07  -0.678896E-07   0.862438E-07   0.112798E-08
  1768   0.351623E+03  -0.301546E+02  -0.682878E-07  -0.301546E+02   0.109126E+02   0.851291E-07  -0.682878E-07   0.851291E-07   0.112602E-08
  1769   0.352002E+03  -0.300125E+02  -0.686391E-07  -0.300125E+02   0.107947E+02   0.840114E-07  -0.686391E-07   0.840114E-07   0.112406E-08
  1770   0.352361E+03  -0.298637E+02  -0.689437E-07  -0.298637E+02   0.106774E+02   0.828910E-07  -0.689437E-07   0.828910E-07   0.112210E-08
  1771   0.352714E+03  -0.297102E+02  -0.692018E-07  -0.297102E+02   0.105611E+02   0.817680E-07  -0.692018E-07   0.817680E-07   0.112015E-08
  1772   0.353061E+03  -0.295522E+02  -0.694138E-07  -0.295522E+02   0.104455E+02   0.806424E-07  -0.694138E-07   0.806424E-07   0.111820E-08
  1773   0.353380E+03  -0.293873E+02  -0.695797E-07  -0.293873E+02   0.103309E+02   0.795144E-07  -0.695797E-07   0.795144E-07   0.111625E-08
  1774   0.353698E+03  -0.292192E+02  -0.696999E-07  -0.292192E+02   0.102172E+02   0.783841E-07  -0.696999E-07   0.783841E-07   0.111431E-08
  1775   0.354002E+03  -0.290457E+02  -0.697745E-07  -0.290457E+02   0.101045E+02   0.772515E-07  -0.697745E-07   0.772515E-07   0.111237E-08
  1776   0.354298E+03  -0.288667E+02  -0.698039E-07  -0.288667E+02   0.999270E+01   0.761168E-07  -0.698039E-07   0.761168E-07   0.111043E-08
  1777   0.354563E+03  -0.286843E+02  -0.697882E-07  -0.286843E+02   0.988210E+01   0.749801E-07  -0.697882E-07   0.749801E-07   0.110850E-08
  1778   0.354826E+03  -0.284964E+02  -0.697277E-07  -0.284964E+02   0.977241E+01   0.738415E-07  -0.697277E-07   0.738415E-07   0.110657E-08
  1779   0.355073E+03  -0.283044E+02  -0.696226E-07  -0.283044E+02   0.966392E+01   0.727012E-07  -0.696226E-07   0.727012E-07   0.110465E-08
  1780   0.355309E+03  -0.281075E+02  -0.694732E-07  -0.281075E+02   0.955650E+01   0.715591E-07  -0.694732E-07   0.715591E-07   0.110272E-08
  1781   0.355535E+03  -0.279064E+02  -0.692796E-07  -0.279064E+02   0.945019E+01   0.704154E-07  -0.692796E-07   0.704154E-07   0.110080E-08
  1782   0.355727E+03  -0.277011E+02  -0.690422E-07  -0.277011E+02   0.934511E+01   0.692703E-07  -0.690422E-07   0.692703E-07   0.109889E-08
  1783   0.355915E+03  -0.274914E+02  -0.687612E-07  -0.274914E+02   0.924122E+01   0.681238E-07  -0.687612E-07   0.681238E-07   0.109698E-08
  1784   0.356099E+03  -0.272768E+02  -0.684367E-07  -0.272768E+02   0.913849E+01   0.669760E-07  -0.684367E-07   0.669760E-07   0.109507E-08
  1785   0.356255E+03  -0.270593E+02  -0.680690E-07  -0.270593E+02   0.903710E+01   0.658271E-07  -0.680690E-07   0.658271E-07   0.109316E-08
  1786   0.356398E+03  -0.268374E+02  -0.676584E-07  -0.268374E+02   0.893693E+01   0.646771E-07  -0.676584E-07   0.646771E-07   0.109126E-08
  1787   0.356527E+03  -0.266111E+02  -0.672051E-07  -0.266111E+02   0.883819E+01   0.635262E-07  -0.672051E-07   0.635262E-07   0.108936E-08
  1788   0.356643E+03  -0.263826E+02  -0.667094E-07  -0.263826E+02   0.874067E+01   0.623744E-07  -0.667094E-07   0.623744E-07   0.108746E-08
  1789   0.356736E+03  -0.261488E+02  -0.661714E-07  -0.261488E+02   0.864451E+01   0.612220E-07  -0.661714E-07   0.612220E-07   0.108557E-08
