#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.328451E+00   0.508905E+06   0.506449E+06   0.848468E-01   0.329273E+00   0.828453E+04   0.506277E+06   0.508521E+06   0.506277E+06  -0.148328E-01   0.291636E+06   0.291605E+06   0.317120E-01
   0.335137E+00   0.494961E+06   0.492615E+06   0.584892E-01   0.307603E+00   0.779064E+04   0.492410E+06   0.494594E+06   0.492410E+06  -0.144265E-01   0.283649E+06   0.283619E+06   0.298799E-01
   0.341823E+00   0.480965E+06   0.478691E+06   0.867418E-01   0.287326E+00   0.732366E+04   0.478486E+06   0.480609E+06   0.478486E+06  -0.140186E-01   0.275628E+06   0.275599E+06   0.284601E-01
   0.348510E+00   0.466927E+06   0.464695E+06   0.545403E-01   0.268338E+00   0.688193E+04   0.464516E+06   0.466578E+06   0.464516E+06  -0.136093E-01   0.267581E+06   0.267553E+06   0.273580E-01
   0.355196E+00   0.453085E+06   0.450877E+06   0.238190E-01   0.250668E+00   0.646715E+04   0.450737E+06   0.452739E+06   0.450737E+06  -0.132056E-01   0.259645E+06   0.259616E+06   0.264247E-01
   0.361882E+00   0.439763E+06   0.437580E+06   0.729469E-01   0.234387E+00   0.608201E+04   0.437477E+06   0.439421E+06   0.437477E+06  -0.128171E-01   0.252007E+06   0.251979E+06   0.255167E-01
   0.368569E+00   0.427235E+06   0.425087E+06   0.100602E+00   0.219520E+00   0.572807E+04   0.425009E+06   0.426898E+06   0.425009E+06  -0.124518E-01   0.244825E+06   0.244798E+06   0.245408E-01
   0.375255E+00   0.415628E+06   0.413533E+06   0.607594E-01   0.206014E+00   0.540470E+04   0.413461E+06   0.415300E+06   0.413461E+06  -0.121135E-01   0.238173E+06   0.238147E+06   0.234718E-01
   0.381941E+00   0.404901E+06   0.402873E+06   0.396157E-01   0.193732E+00   0.510909E+04   0.402792E+06   0.404583E+06   0.402792E+06  -0.118009E-01   0.232027E+06   0.232001E+06   0.223434E-01
   0.388628E+00   0.394879E+06   0.392925E+06   0.463095E-01   0.182493E+00   0.483710E+04   0.392825E+06   0.394573E+06   0.392825E+06  -0.115089E-01   0.226286E+06   0.226261E+06   0.212220E-01
   0.395314E+00   0.385333E+06   0.383450E+06   0.301951E-01   0.172110E+00   0.458429E+04   0.383331E+06   0.385038E+06   0.383331E+06  -0.112307E-01   0.220817E+06   0.220793E+06   0.201755E-01
   0.402000E+00   0.376059E+06   0.374238E+06   0.213310E-01   0.162428E+00   0.434701E+04   0.374107E+06   0.375773E+06   0.374107E+06  -0.109605E-01   0.215504E+06   0.215481E+06   0.192490E-01
   0.408687E+00   0.366932E+06   0.365160E+06   0.435003E-01   0.153343E+00   0.412283E+04   0.365028E+06   0.366655E+06   0.365028E+06  -0.106945E-01   0.210274E+06   0.210252E+06   0.184534E-01
   0.415373E+00   0.357929E+06   0.356195E+06   0.440527E-01   0.144803E+00   0.391068E+04   0.356071E+06   0.357657E+06   0.356071E+06  -0.104321E-01   0.205114E+06   0.205092E+06   0.177689E-01
   0.422060E+00   0.349106E+06   0.347402E+06   0.185737E-01   0.136793E+00   0.371045E+04   0.347291E+06   0.348839E+06   0.347291E+06  -0.101748E-01   0.200057E+06   0.200035E+06   0.171568E-01
   0.428746E+00   0.340559E+06   0.338883E+06   0.171420E-01   0.129314E+00   0.352240E+04   0.338786E+06   0.340297E+06   0.338786E+06  -0.992566E-02   0.195158E+06   0.195136E+06   0.165765E-01
   0.435432E+00   0.332379E+06   0.330733E+06   0.285157E-01   0.122361E+00   0.334668E+04   0.330646E+06   0.332121E+06   0.330646E+06  -0.968719E-02   0.190469E+06   0.190448E+06   0.159977E-01
   0.442119E+00   0.324615E+06   0.323003E+06   0.249890E-01   0.115915E+00   0.318304E+04   0.322922E+06   0.324362E+06   0.322922E+06  -0.946087E-02   0.186019E+06   0.185999E+06   0.154079E-01
   0.448805E+00   0.317262E+06   0.315690E+06   0.235440E-01   0.109939E+00   0.303065E+04   0.315607E+06   0.317016E+06   0.315607E+06  -0.924658E-02   0.181806E+06   0.181786E+06   0.148117E-01
   0.455491E+00   0.310270E+06   0.308740E+06   0.310437E-01   0.104383E+00   0.288835E+04   0.308653E+06   0.310031E+06   0.308653E+06  -0.904283E-02   0.177800E+06   0.177781E+06   0.142244E-01
   0.462178E+00   0.303565E+06   0.302075E+06   0.249819E-01   0.991942E-01   0.275483E+04   0.301983E+06   0.303331E+06   0.301983E+06  -0.884742E-02   0.173958E+06   0.173939E+06   0.136642E-01
   0.641729E+00   0.181907E+06   0.181014E+06   0.691153E-02   0.308318E-01   0.918929E+03   0.180956E+06   0.181767E+06   0.180956E+06  -0.530159E-02   0.104241E+06   0.104230E+06   0.593282E-02
   0.895605E+00   0.106579E+06   0.106057E+06   0.927455E-02   0.927455E-02   0.290878E+03   0.106021E+06   0.106497E+06   0.106021E+06  -0.310617E-02   0.610747E+05   0.610679E+05   0.251545E-02
   0.124992E+01   0.616683E+05   0.613660E+05   0.275520E-02   0.275520E-02   0.894071E+02   0.613449E+05   0.616209E+05   0.613449E+05  -0.179727E-02   0.353386E+05   0.353347E+05   0.106562E-02
   0.174440E+01   0.353030E+05   0.351298E+05   0.809790E-03   0.809790E-03   0.268487E+02   0.351178E+05   0.352759E+05   0.351178E+05  -0.102887E-02   0.202301E+05   0.202278E+05   0.455570E-03
   0.243451E+01   0.200243E+05   0.199258E+05   0.235823E-03   0.235823E-03   0.791982E+01   0.199191E+05   0.200088E+05   0.199191E+05  -0.583585E-03   0.114747E+05   0.114733E+05   0.199863E-03
