#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   553   0.255391E+04  -0.158180E+02   0.106775E-06  -0.158180E+02   0.672381E+01   0.365114E-06   0.106775E-06   0.365114E-06   0.134936E-07
   554   0.255334E+04  -0.145074E+02   0.153268E-06  -0.145074E+02   0.677598E+01   0.352682E-06   0.153268E-06   0.352682E-06   0.134530E-07
   555   0.255254E+04  -0.132006E+02   0.197639E-06  -0.132006E+02   0.683260E+01   0.340246E-06   0.197639E-06   0.340246E-06   0.134126E-07
   556   0.255150E+04  -0.118981E+02   0.239960E-06  -0.118981E+02   0.689444E+01   0.327804E-06   0.239960E-06   0.327804E-06   0.133723E-07
   557   0.255028E+04  -0.106017E+02   0.280302E-06  -0.106017E+02   0.696081E+01   0.315355E-06   0.280302E-06   0.315355E-06   0.133322E-07
   558   0.254882E+04  -0.931101E+01   0.318738E-06  -0.931101E+01   0.703324E+01   0.302898E-06   0.318738E-06   0.302898E-06   0.132923E-07
   559   0.254712E+04  -0.802690E+01   0.355341E-06  -0.802690E+01   0.710954E+01   0.290430E-06   0.355341E-06   0.290430E-06   0.132525E-07
   560   0.254531E+04  -0.675103E+01   0.390182E-06  -0.675103E+01   0.719050E+01   0.277951E-06   0.390182E-06   0.277951E-06   0.132129E-07
   561   0.254311E+04  -0.548354E+01   0.423335E-06  -0.548354E+01   0.727689E+01   0.265458E-06   0.423335E-06   0.265458E-06   0.131734E-07
   562   0.254087E+04  -0.422534E+01   0.454871E-06  -0.422534E+01   0.736877E+01   0.252950E-06   0.454871E-06   0.252950E-06   0.131341E-07
   563   0.253839E+04  -0.297511E+01   0.484863E-06  -0.297511E+01   0.746470E+01   0.240426E-06   0.484863E-06   0.240426E-06   0.130950E-07
   564   0.253572E+04  -0.173819E+01   0.513383E-06  -0.173819E+01   0.756693E+01   0.227884E-06   0.513383E-06   0.227884E-06   0.130560E-07
   565   0.253280E+04  -0.511028E+00   0.540504E-06  -0.511028E+00   0.767254E+01   0.215323E-06   0.540504E-06   0.215323E-06   0.130172E-07
   566   0.252970E+04   0.703247E+00   0.566298E-06   0.703247E+00   0.778381E+01   0.202740E-06   0.566298E-06   0.202740E-06   0.129786E-07
   567   0.252641E+04   0.190522E+01   0.590837E-06   0.190522E+01   0.789929E+01   0.190135E-06   0.590837E-06   0.190135E-06   0.129401E-07
   568   0.252293E+04   0.309326E+01   0.614193E-06   0.309326E+01   0.802051E+01   0.177506E-06   0.614193E-06   0.177506E-06   0.129017E-07
   569   0.251919E+04   0.426942E+01   0.636440E-06   0.426942E+01   0.814677E+01   0.164851E-06   0.636440E-06   0.164851E-06   0.128635E-07
   570   0.251534E+04   0.542836E+01   0.657648E-06   0.542836E+01   0.827736E+01   0.152168E-06   0.657648E-06   0.152168E-06   0.128255E-07
   571   0.251122E+04   0.657215E+01   0.677892E-06   0.657215E+01   0.841308E+01   0.139457E-06   0.677892E-06   0.139457E-06   0.127876E-07
   572   0.250691E+04   0.770062E+01   0.697242E-06   0.770062E+01   0.855322E+01   0.126715E-06   0.697242E-06   0.126715E-06   0.127499E-07
   573   0.250248E+04   0.881140E+01   0.715771E-06   0.881140E+01   0.869783E+01   0.113942E-06   0.715771E-06   0.113942E-06   0.127124E-07
   574   0.249786E+04   0.990582E+01   0.733552E-06   0.990582E+01   0.884769E+01   0.101135E-06   0.733552E-06   0.101135E-06   0.126750E-07
   575   0.249303E+04   0.109815E+02   0.750657E-06   0.109815E+02   0.900135E+01   0.882924E-07   0.750657E-06   0.882924E-07   0.126377E-07
   576   0.248809E+04   0.120397E+02   0.767158E-06   0.120397E+02   0.916035E+01   0.754136E-07   0.767158E-06   0.754136E-07   0.126006E-07
   577   0.248287E+04   0.130789E+02   0.783128E-06   0.130789E+02   0.932399E+01   0.624965E-07   0.783128E-06   0.624965E-07   0.125636E-07
   578   0.247752E+04   0.140981E+02   0.798639E-06   0.140981E+02   0.949156E+01   0.495397E-07   0.798639E-06   0.495397E-07   0.125268E-07
   579   0.247204E+04   0.150980E+02   0.813763E-06   0.150980E+02   0.966459E+01   0.365416E-07   0.813763E-06   0.365416E-07   0.124902E-07
   580   0.246644E+04   0.160761E+02   0.828573E-06   0.160761E+02   0.984165E+01   0.235007E-07   0.828573E-06   0.235007E-07   0.124537E-07
   581   0.246047E+04   0.170345E+02   0.843141E-06   0.170345E+02   0.100228E+02   0.104153E-07   0.843141E-06   0.104153E-07   0.124173E-07
   582   0.245445E+04   0.179708E+02   0.857539E-06   0.179708E+02   0.102087E+02  -0.271600E-08   0.857539E-06  -0.271600E-08   0.123811E-07
   583   0.244830E+04   0.188842E+02   0.871840E-06   0.188842E+02   0.103988E+02  -0.158949E-07   0.871840E-06  -0.158949E-07   0.123451E-07
   584   0.244201E+04   0.197759E+02   0.886116E-06   0.197759E+02   0.105931E+02  -0.291228E-07   0.886116E-06  -0.291228E-07   0.123091E-07
   585   0.243558E+04   0.206443E+02   0.900440E-06   0.206443E+02   0.107917E+02  -0.424013E-07   0.900440E-06  -0.424013E-07   0.122734E-07
   586   0.242893E+04   0.214893E+02   0.914883E-06   0.214893E+02   0.109937E+02  -0.557321E-07   0.914883E-06  -0.557321E-07   0.122377E-07
   587   0.242222E+04   0.223107E+02   0.929518E-06   0.223107E+02   0.112009E+02  -0.691166E-07   0.929518E-06  -0.691166E-07   0.122022E-07
   588   0.241529E+04   0.231068E+02   0.944417E-06   0.231068E+02   0.114116E+02  -0.825563E-07   0.944417E-06  -0.825563E-07   0.121669E-07
   589   0.240822E+04   0.238791E+02   0.959654E-06   0.238791E+02   0.116267E+02  -0.960530E-07   0.959654E-06  -0.960530E-07   0.121317E-07
   590   0.240100E+04   0.246265E+02   0.975299E-06   0.246265E+02   0.118448E+02  -0.109608E-06   0.975299E-06  -0.109608E-06   0.120967E-07
   591   0.239371E+04   0.253482E+02   0.991426E-06   0.253482E+02   0.120682E+02  -0.123223E-06   0.991426E-06  -0.123223E-06   0.120617E-07
   592   0.238627E+04   0.260434E+02   0.100811E-05   0.260434E+02   0.122938E+02  -0.136900E-06   0.100811E-05  -0.136900E-06   0.120270E-07
   593   0.237868E+04   0.267139E+02   0.102541E-05   0.267139E+02   0.125248E+02  -0.150639E-06   0.102541E-05  -0.150639E-06   0.119923E-07
   594   0.237087E+04   0.273569E+02   0.104342E-05   0.273569E+02   0.127588E+02  -0.164443E-06   0.104342E-05  -0.164443E-06   0.119578E-07
   595   0.236297E+04   0.279742E+02   0.106219E-05   0.279742E+02   0.129953E+02  -0.178314E-06   0.106219E-05  -0.178314E-06   0.119235E-07
   596   0.235507E+04   0.285636E+02   0.108181E-05   0.285636E+02   0.132373E+02  -0.192252E-06   0.108181E-05  -0.192252E-06   0.118893E-07
   597   0.234702E+04   0.291263E+02   0.110235E-05   0.291263E+02   0.134803E+02  -0.206260E-06   0.110235E-05  -0.206260E-06   0.118552E-07
   598   0.233902E+04   0.296614E+02   0.112387E-05   0.296614E+02   0.137280E+02  -0.220338E-06   0.112387E-05  -0.220338E-06   0.118212E-07
   599   0.233080E+04   0.301696E+02   0.114645E-05   0.301696E+02   0.139791E+02  -0.234489E-06   0.114645E-05  -0.234489E-06   0.117874E-07
   600   0.232241E+04   0.306492E+02   0.117017E-05   0.306492E+02   0.142336E+02  -0.248713E-06   0.117017E-05  -0.248713E-06   0.117537E-07
   601   0.231394E+04   0.311008E+02   0.119507E-05   0.311008E+02   0.144915E+02  -0.263012E-06   0.119507E-05  -0.263012E-06   0.117202E-07
   602   0.230537E+04   0.315233E+02   0.122116E-05   0.315233E+02   0.147514E+02  -0.277381E-06   0.122116E-05  -0.277381E-06   0.116868E-07
   603   0.229665E+04   0.319187E+02   0.124843E-05   0.319187E+02   0.150154E+02  -0.291815E-06   0.124843E-05  -0.291815E-06   0.116535E-07
   604   0.228798E+04   0.322843E+02   0.127685E-05   0.322843E+02   0.152814E+02  -0.306307E-06   0.127685E-05  -0.306307E-06   0.116204E-07
   605   0.227916E+04   0.326207E+02   0.130640E-05   0.326207E+02   0.155502E+02  -0.320853E-06   0.130640E-05  -0.320853E-06   0.115873E-07
   606   0.227032E+04   0.329276E+02   0.133708E-05   0.329276E+02   0.158216E+02  -0.335447E-06   0.133708E-05  -0.335447E-06   0.115545E-07
   607   0.226118E+04   0.332045E+02   0.136886E-05   0.332045E+02   0.160958E+02  -0.350083E-06   0.136886E-05  -0.350083E-06   0.115217E-07
   608   0.225217E+04   0.334513E+02   0.140172E-05   0.334513E+02   0.163727E+02  -0.364756E-06   0.140172E-05  -0.364756E-06   0.114891E-07
   609   0.224315E+04   0.336676E+02   0.143566E-05   0.336676E+02   0.166510E+02  -0.379460E-06   0.143566E-05  -0.379460E-06   0.114566E-07
   610   0.223397E+04   0.338530E+02   0.147065E-05   0.338530E+02   0.169312E+02  -0.394189E-06   0.147065E-05  -0.394189E-06   0.114242E-07
   611   0.222478E+04   0.340081E+02   0.150667E-05   0.340081E+02   0.172142E+02  -0.408939E-06   0.150667E-05  -0.408939E-06   0.113920E-07
   612   0.221558E+04   0.341332E+02   0.154372E-05   0.341332E+02   0.175000E+02  -0.423704E-06   0.154372E-05  -0.423704E-06   0.113599E-07
   613   0.220623E+04   0.342259E+02   0.158177E-05   0.342259E+02   0.177848E+02  -0.438478E-06   0.158177E-05  -0.438478E-06   0.113279E-07
   614   0.219693E+04   0.342872E+02   0.162080E-05   0.342872E+02   0.180733E+02  -0.453255E-06   0.162080E-05  -0.453255E-06   0.112961E-07
   615   0.218756E+04   0.343177E+02   0.166080E-05   0.343177E+02   0.183622E+02  -0.468031E-06   0.166080E-05  -0.468031E-06   0.112643E-07
   616   0.217817E+04   0.343169E+02   0.170175E-05   0.343169E+02   0.186540E+02  -0.482799E-06   0.170175E-05  -0.482799E-06   0.112327E-07
   617   0.216886E+04   0.342847E+02   0.174364E-05   0.342847E+02   0.189472E+02  -0.497554E-06   0.174364E-05  -0.497554E-06   0.112012E-07
   618   0.215946E+04   0.342199E+02   0.178645E-05   0.342199E+02   0.192417E+02  -0.512291E-06   0.178645E-05  -0.512291E-06   0.111699E-07
   619   0.214998E+04   0.341252E+02   0.183015E-05   0.341252E+02   0.195383E+02  -0.527003E-06   0.183015E-05  -0.527003E-06   0.111387E-07
   620   0.214064E+04   0.339980E+02   0.187474E-05   0.339980E+02   0.198340E+02  -0.541686E-06   0.187474E-05  -0.541686E-06   0.111076E-07
   621   0.213114E+04   0.338389E+02   0.192020E-05   0.338389E+02   0.201319E+02  -0.556334E-06   0.192020E-05  -0.556334E-06   0.110766E-07
   622   0.212171E+04   0.336474E+02   0.196651E-05   0.336474E+02   0.204304E+02  -0.570941E-06   0.196651E-05  -0.570941E-06   0.110457E-07
   623   0.211235E+04   0.334256E+02   0.201365E-05   0.334256E+02   0.207288E+02  -0.585502E-06   0.201365E-05  -0.585502E-06   0.110150E-07
   624   0.210291E+04   0.331715E+02   0.206161E-05   0.331715E+02   0.210279E+02  -0.600011E-06   0.206161E-05  -0.600011E-06   0.109844E-07
   625   0.209347E+04   0.328850E+02   0.211037E-05   0.328850E+02   0.213276E+02  -0.614463E-06   0.211037E-05  -0.614463E-06   0.109539E-07
   626   0.208409E+04   0.325671E+02   0.215992E-05   0.325671E+02   0.216281E+02  -0.628852E-06   0.215992E-05  -0.628852E-06   0.109235E-07
   627   0.207479E+04   0.322176E+02   0.221022E-05   0.322176E+02   0.219284E+02  -0.643173E-06   0.221022E-05  -0.643173E-06   0.108932E-07
   628   0.206548E+04   0.318362E+02   0.226128E-05   0.318362E+02   0.222288E+02  -0.657420E-06   0.226128E-05  -0.657420E-06   0.108631E-07
   629   0.205624E+04   0.314232E+02   0.231307E-05   0.314232E+02   0.225291E+02  -0.671588E-06   0.231307E-05  -0.671588E-06   0.108331E-07
   630   0.204692E+04   0.309776E+02   0.236558E-05   0.309776E+02   0.228293E+02  -0.685671E-06   0.236558E-05  -0.685671E-06   0.108032E-07
   631   0.203768E+04   0.305021E+02   0.241878E-05   0.305021E+02   0.231296E+02  -0.699663E-06   0.241878E-05  -0.699663E-06   0.107734E-07
   632   0.202858E+04   0.299942E+02   0.247267E-05   0.299942E+02   0.234291E+02  -0.713560E-06   0.247267E-05  -0.713560E-06   0.107437E-07
   633   0.201940E+04   0.294558E+02   0.252722E-05   0.294558E+02   0.237293E+02  -0.727355E-06   0.252722E-05  -0.727355E-06   0.107142E-07
   634   0.201037E+04   0.288865E+02   0.258242E-05   0.288865E+02   0.240273E+02  -0.741043E-06   0.258242E-05  -0.741043E-06   0.106847E-07
   635   0.200141E+04   0.282864E+02   0.263825E-05   0.282864E+02   0.243261E+02  -0.754618E-06   0.263825E-05  -0.754618E-06   0.106554E-07
   636   0.199238E+04   0.276559E+02   0.269470E-05   0.276559E+02   0.246249E+02  -0.768075E-06   0.269470E-05  -0.768075E-06   0.106262E-07
   637   0.198349E+04   0.269940E+02   0.275174E-05   0.269940E+02   0.249208E+02  -0.781409E-06   0.275174E-05  -0.781409E-06   0.105971E-07
   638   0.197468E+04   0.263027E+02   0.280936E-05   0.263027E+02   0.252174E+02  -0.794614E-06   0.280936E-05  -0.794614E-06   0.105681E-07
   639   0.196594E+04   0.255806E+02   0.286755E-05   0.255806E+02   0.255119E+02  -0.807683E-06   0.286755E-05  -0.807683E-06   0.105392E-07
   640   0.195728E+04   0.248290E+02   0.292628E-05   0.248290E+02   0.258064E+02  -0.820613E-06   0.292628E-05  -0.820613E-06   0.105105E-07
   641   0.194869E+04   0.240476E+02   0.298554E-05   0.240476E+02   0.260996E+02  -0.833397E-06   0.298554E-05  -0.833397E-06   0.104818E-07
   642   0.194010E+04   0.232368E+02   0.304532E-05   0.232368E+02   0.263905E+02  -0.846029E-06   0.304532E-05  -0.846029E-06   0.104533E-07
   643   0.193166E+04   0.223969E+02   0.310559E-05   0.223969E+02   0.266816E+02  -0.858505E-06   0.310559E-05  -0.858505E-06   0.104249E-07
   644   0.192337E+04   0.215281E+02   0.316635E-05   0.215281E+02   0.269691E+02  -0.870819E-06   0.316635E-05  -0.870819E-06   0.103966E-07
   645   0.191509E+04   0.206305E+02   0.322756E-05   0.206305E+02   0.272559E+02  -0.882964E-06   0.322756E-05  -0.882964E-06   0.103683E-07
   646   0.190688E+04   0.197044E+02   0.328922E-05   0.197044E+02   0.275413E+02  -0.894936E-06   0.328922E-05  -0.894936E-06   0.103403E-07
   647   0.189889E+04   0.187496E+02   0.335131E-05   0.187496E+02   0.278247E+02  -0.906729E-06   0.335131E-05  -0.906729E-06   0.103123E-07
   648   0.189084E+04   0.177678E+02   0.341381E-05   0.177678E+02   0.281067E+02  -0.918338E-06   0.341381E-05  -0.918338E-06   0.102844E-07
   649   0.188301E+04   0.167580E+02   0.347671E-05   0.167580E+02   0.283859E+02  -0.929757E-06   0.347671E-05  -0.929757E-06   0.102566E-07
   650   0.187526E+04   0.157212E+02   0.353998E-05   0.157212E+02   0.286630E+02  -0.940980E-06   0.353998E-05  -0.940980E-06   0.102289E-07
   651   0.186758E+04   0.146572E+02   0.360361E-05   0.146572E+02   0.289395E+02  -0.952003E-06   0.360361E-05  -0.952003E-06   0.102014E-07
   652   0.185999E+04   0.135667E+02   0.366759E-05   0.135667E+02   0.292131E+02  -0.962822E-06   0.366759E-05  -0.962822E-06   0.101739E-07
   653   0.185263E+04   0.124508E+02   0.373188E-05   0.124508E+02   0.294831E+02  -0.973436E-06   0.373188E-05  -0.973436E-06   0.101466E-07
   654   0.184528E+04   0.113103E+02   0.379646E-05   0.113103E+02   0.297517E+02  -0.983843E-06   0.379646E-05  -0.983843E-06   0.101193E-07
   655   0.183801E+04   0.101442E+02   0.386132E-05   0.101442E+02   0.300180E+02  -0.994039E-06   0.386132E-05  -0.994039E-06   0.100922E-07
   656   0.183098E+04   0.895391E+01   0.392643E-05   0.895391E+01   0.302813E+02  -0.100402E-05   0.392643E-05  -0.100402E-05   0.100651E-07
   657   0.182404E+04   0.774075E+01   0.399176E-05   0.774075E+01   0.305416E+02  -0.101379E-05   0.399176E-05  -0.101379E-05   0.100382E-07
   658   0.181712E+04   0.650382E+01   0.405730E-05   0.650382E+01   0.307995E+02  -0.102335E-05   0.405730E-05  -0.102335E-05   0.100114E-07
   659   0.181051E+04   0.524448E+01   0.412302E-05   0.524448E+01   0.310542E+02  -0.103268E-05   0.412302E-05  -0.103268E-05   0.998463E-08
   660   0.180400E+04   0.396332E+01   0.418891E-05   0.396332E+01   0.313050E+02  -0.104180E-05   0.418891E-05  -0.104180E-05   0.995800E-08
   661   0.179759E+04   0.266169E+01   0.425493E-05   0.266169E+01   0.315526E+02  -0.105069E-05   0.425493E-05  -0.105069E-05   0.993147E-08
   662   0.179135E+04   0.133796E+01   0.432107E-05   0.133796E+01   0.317976E+02  -0.105936E-05   0.432107E-05  -0.105936E-05   0.990504E-08
   663   0.178521E+04  -0.653380E-02   0.438730E-05  -0.653380E-02   0.320393E+02  -0.106780E-05   0.438730E-05  -0.106780E-05   0.987871E-08
   664   0.177924E+04  -0.136970E+01   0.445361E-05  -0.136970E+01   0.322762E+02  -0.107601E-05   0.445361E-05  -0.107601E-05   0.985249E-08
   665   0.177339E+04  -0.275241E+01   0.451997E-05  -0.275241E+01   0.325097E+02  -0.108398E-05   0.451997E-05  -0.108398E-05   0.982636E-08
   666   0.176771E+04  -0.415335E+01   0.458635E-05  -0.415335E+01   0.327397E+02  -0.109173E-05   0.458635E-05  -0.109173E-05   0.980033E-08
   667   0.176222E+04  -0.557264E+01   0.465274E-05  -0.557264E+01   0.329656E+02  -0.109924E-05   0.465274E-05  -0.109924E-05   0.977439E-08
   668   0.175676E+04  -0.700969E+01   0.471911E-05  -0.700969E+01   0.331878E+02  -0.110651E-05   0.471911E-05  -0.110651E-05   0.974856E-08
   669   0.175163E+04  -0.846315E+01   0.478544E-05  -0.846315E+01   0.334058E+02  -0.111354E-05   0.478544E-05  -0.111354E-05   0.972283E-08
   670   0.174655E+04  -0.993168E+01   0.485171E-05  -0.993168E+01   0.336194E+02  -0.112032E-05   0.485171E-05  -0.112032E-05   0.969719E-08
   671   0.174173E+04  -0.114169E+02   0.491790E-05  -0.114169E+02   0.338301E+02  -0.112686E-05   0.491790E-05  -0.112686E-05   0.967165E-08
   672   0.173696E+04  -0.129175E+02   0.498398E-05  -0.129175E+02   0.340349E+02  -0.113316E-05   0.498398E-05  -0.113316E-05   0.964620E-08
   673   0.173245E+04  -0.144314E+02   0.504993E-05  -0.144314E+02   0.342367E+02  -0.113921E-05   0.504993E-05  -0.113921E-05   0.962085E-08
   674   0.172807E+04  -0.159594E+02   0.511574E-05  -0.159594E+02   0.344332E+02  -0.114500E-05   0.511574E-05  -0.114500E-05   0.959559E-08
   675   0.172388E+04  -0.175010E+02   0.518136E-05  -0.175010E+02   0.346252E+02  -0.115054E-05   0.518136E-05  -0.115054E-05   0.957043E-08
   676   0.171982E+04  -0.190540E+02   0.524680E-05  -0.190540E+02   0.348125E+02  -0.115583E-05   0.524680E-05  -0.115583E-05   0.954537E-08
   677   0.171596E+04  -0.206194E+02   0.531202E-05  -0.206194E+02   0.349952E+02  -0.116085E-05   0.531202E-05  -0.116085E-05   0.952040E-08
   678   0.171230E+04  -0.221965E+02   0.537700E-05  -0.221965E+02   0.351725E+02  -0.116562E-05   0.537700E-05  -0.116562E-05   0.949552E-08
   679   0.170878E+04  -0.237841E+02   0.544171E-05  -0.237841E+02   0.353457E+02  -0.117013E-05   0.544171E-05  -0.117013E-05   0.947073E-08
   680   0.170553E+04  -0.253822E+02   0.550615E-05  -0.253822E+02   0.355142E+02  -0.117437E-05   0.550615E-05  -0.117437E-05   0.944604E-08
   681   0.170243E+04  -0.269888E+02   0.557027E-05  -0.269888E+02   0.356772E+02  -0.117834E-05   0.557027E-05  -0.117834E-05   0.942144E-08
   682   0.169945E+04  -0.286055E+02   0.563407E-05  -0.286055E+02   0.358345E+02  -0.118205E-05   0.563407E-05  -0.118205E-05   0.939693E-08
   683   0.169677E+04  -0.302317E+02   0.569752E-05  -0.302317E+02   0.359884E+02  -0.118548E-05   0.569752E-05  -0.118548E-05   0.937252E-08
   684   0.169415E+04  -0.318653E+02   0.576059E-05  -0.318653E+02   0.361351E+02  -0.118864E-05   0.576059E-05  -0.118864E-05   0.934819E-08
   685   0.169167E+04  -0.335065E+02   0.582327E-05  -0.335065E+02   0.362776E+02  -0.119153E-05   0.582327E-05  -0.119153E-05   0.932395E-08
   686   0.168942E+04  -0.351464E+02   0.588553E-05  -0.351464E+02   0.364143E+02  -0.119413E-05   0.588553E-05  -0.119413E-05   0.929981E-08
   687   0.168745E+04  -0.367964E+02   0.594736E-05  -0.367964E+02   0.365467E+02  -0.119646E-05   0.594736E-05  -0.119646E-05   0.927575E-08
   688   0.168557E+04  -0.384544E+02   0.600872E-05  -0.384544E+02   0.366725E+02  -0.119851E-05   0.600872E-05  -0.119851E-05   0.925178E-08
   689   0.168390E+04  -0.401131E+02   0.606959E-05  -0.401131E+02   0.367931E+02  -0.120027E-05   0.606959E-05  -0.120027E-05   0.922790E-08
   690   0.168239E+04  -0.417801E+02   0.612996E-05  -0.417801E+02   0.369093E+02  -0.120174E-05   0.612996E-05  -0.120174E-05   0.920411E-08
   691   0.168110E+04  -0.434480E+02   0.618980E-05  -0.434480E+02   0.370180E+02  -0.120293E-05   0.618980E-05  -0.120293E-05   0.918040E-08
   692   0.167997E+04  -0.451171E+02   0.624909E-05  -0.451171E+02   0.371229E+02  -0.120383E-05   0.624909E-05  -0.120383E-05   0.915678E-08
   693   0.167908E+04  -0.467948E+02   0.630781E-05  -0.467948E+02   0.372218E+02  -0.120443E-05   0.630781E-05  -0.120443E-05   0.913325E-08
   694   0.167826E+04  -0.484666E+02   0.636593E-05  -0.484666E+02   0.373145E+02  -0.120474E-05   0.636593E-05  -0.120474E-05   0.910981E-08
   695   0.167776E+04  -0.501399E+02   0.642344E-05  -0.501399E+02   0.374033E+02  -0.120475E-05   0.642344E-05  -0.120475E-05   0.908645E-08
   696   0.167742E+04  -0.518297E+02   0.648030E-05  -0.518297E+02   0.374852E+02  -0.120446E-05   0.648030E-05  -0.120446E-05   0.906318E-08
   697   0.167725E+04  -0.535065E+02   0.653650E-05  -0.535065E+02   0.375616E+02  -0.120387E-05   0.653650E-05  -0.120387E-05   0.903999E-08
   698   0.167724E+04  -0.551854E+02   0.659202E-05  -0.551854E+02   0.376317E+02  -0.120298E-05   0.659202E-05  -0.120298E-05   0.901688E-08
   699   0.167740E+04  -0.568589E+02   0.664683E-05  -0.568589E+02   0.376969E+02  -0.120178E-05   0.664683E-05  -0.120178E-05   0.899386E-08
   700   0.167781E+04  -0.585346E+02   0.670091E-05  -0.585346E+02   0.377558E+02  -0.120027E-05   0.670091E-05  -0.120027E-05   0.897092E-08
   701   0.167838E+04  -0.602128E+02   0.675425E-05  -0.602128E+02   0.378091E+02  -0.119845E-05   0.675425E-05  -0.119845E-05   0.894807E-08
   702   0.167914E+04  -0.618783E+02   0.680683E-05  -0.618783E+02   0.378573E+02  -0.119633E-05   0.680683E-05  -0.119633E-05   0.892530E-08
   703   0.168006E+04  -0.635606E+02   0.685865E-05  -0.635606E+02   0.378990E+02  -0.119391E-05   0.685865E-05  -0.119391E-05   0.890261E-08
   704   0.168117E+04  -0.652225E+02   0.690971E-05  -0.652225E+02   0.379357E+02  -0.119121E-05   0.690971E-05  -0.119121E-05   0.888000E-08
   705   0.168238E+04  -0.668786E+02   0.696000E-05  -0.668786E+02   0.379657E+02  -0.118822E-05   0.696000E-05  -0.118822E-05   0.885747E-08
   706   0.168384E+04  -0.685362E+02   0.700953E-05  -0.685362E+02   0.379905E+02  -0.118496E-05   0.700953E-05  -0.118496E-05   0.883502E-08
   707   0.168542E+04  -0.701875E+02   0.705828E-05  -0.701875E+02   0.380093E+02  -0.118142E-05   0.705828E-05  -0.118142E-05   0.881266E-08
   708   0.168732E+04  -0.718176E+02   0.710625E-05  -0.718176E+02   0.380228E+02  -0.117763E-05   0.710625E-05  -0.117763E-05   0.879038E-08
   709   0.168926E+04  -0.734560E+02   0.715345E-05  -0.734560E+02   0.380301E+02  -0.117359E-05   0.715345E-05  -0.117359E-05   0.876817E-08
   710   0.169146E+04  -0.750802E+02   0.719986E-05  -0.750802E+02   0.380313E+02  -0.116930E-05   0.719986E-05  -0.116930E-05   0.874605E-08
   711   0.169377E+04  -0.766900E+02   0.724548E-05  -0.766900E+02   0.380269E+02  -0.116477E-05   0.724548E-05  -0.116477E-05   0.872400E-08
   712   0.169628E+04  -0.783001E+02   0.729031E-05  -0.783001E+02   0.380170E+02  -0.116000E-05   0.729031E-05  -0.116000E-05   0.870203E-08
   713   0.169905E+04  -0.798879E+02   0.733435E-05  -0.798879E+02   0.380008E+02  -0.115502E-05   0.733435E-05  -0.115502E-05   0.868015E-08
   714   0.170179E+04  -0.814682E+02   0.737759E-05  -0.814682E+02   0.379796E+02  -0.114981E-05   0.737759E-05  -0.114981E-05   0.865834E-08
   715   0.170479E+04  -0.830408E+02   0.742003E-05  -0.830408E+02   0.379520E+02  -0.114439E-05   0.742003E-05  -0.114439E-05   0.863660E-08
   716   0.170800E+04  -0.845980E+02   0.746166E-05  -0.845980E+02   0.379186E+02  -0.113877E-05   0.746166E-05  -0.113877E-05   0.861495E-08
   717   0.171132E+04  -0.861322E+02   0.750248E-05  -0.861322E+02   0.378801E+02  -0.113295E-05   0.750248E-05  -0.113295E-05   0.859337E-08
   718   0.171477E+04  -0.876655E+02   0.754249E-05  -0.876655E+02   0.378357E+02  -0.112694E-05   0.754249E-05  -0.112694E-05   0.857187E-08
   719   0.171842E+04  -0.891679E+02   0.758168E-05  -0.891679E+02   0.377838E+02  -0.112075E-05   0.758168E-05  -0.112075E-05   0.855045E-08
   720   0.172212E+04  -0.906691E+02   0.762005E-05  -0.906691E+02   0.377274E+02  -0.111439E-05   0.762005E-05  -0.111439E-05   0.852910E-08
   721   0.172618E+04  -0.921391E+02   0.765760E-05  -0.921391E+02   0.376665E+02  -0.110785E-05   0.765760E-05  -0.110785E-05   0.850783E-08
   722   0.173022E+04  -0.935926E+02   0.769432E-05  -0.935926E+02   0.375986E+02  -0.110116E-05   0.769432E-05  -0.110116E-05   0.848663E-08
   723   0.173446E+04  -0.950367E+02   0.773021E-05  -0.950367E+02   0.375261E+02  -0.109431E-05   0.773021E-05  -0.109431E-05   0.846550E-08
   724   0.173884E+04  -0.964639E+02   0.776526E-05  -0.964639E+02   0.374473E+02  -0.108731E-05   0.776526E-05  -0.108731E-05   0.844446E-08
   725   0.174335E+04  -0.978666E+02   0.779948E-05  -0.978666E+02   0.373637E+02  -0.108018E-05   0.779948E-05  -0.108018E-05   0.842348E-08
   726   0.174807E+04  -0.992445E+02   0.783285E-05  -0.992445E+02   0.372760E+02  -0.107291E-05   0.783285E-05  -0.107291E-05   0.840258E-08
   727   0.175286E+04  -0.100612E+03   0.786538E-05  -0.100612E+03   0.371811E+02  -0.106551E-05   0.786538E-05  -0.106551E-05   0.838176E-08
   728   0.175779E+04  -0.101955E+03   0.789706E-05  -0.101955E+03   0.370798E+02  -0.105800E-05   0.789706E-05  -0.105800E-05   0.836100E-08
   729   0.176286E+04  -0.103280E+03   0.792789E-05  -0.103280E+03   0.369741E+02  -0.105037E-05   0.792789E-05  -0.105037E-05   0.834032E-08
   730   0.176800E+04  -0.104579E+03   0.795785E-05  -0.104579E+03   0.368634E+02  -0.104264E-05   0.795785E-05  -0.104264E-05   0.831971E-08
   731   0.177343E+04  -0.105853E+03   0.798696E-05  -0.105853E+03   0.367460E+02  -0.103481E-05   0.798696E-05  -0.103481E-05   0.829918E-08
